編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPTOMLOKJIJGFBF08DA,坡道平面,2750000,20.37,地下四樓
RPWOMLMJJHKGFBF08DA,塔式車位,1500000,11.90,
RPPOMLMLJIJGFGF08DA,坡道機械,0,22.81,地下三樓
RPXNMLTKKIJGFCF09DA,坡道平面,0,24.42,地下四樓
RPSPMLTKRHJGFEF96DA,坡道平面,1450000,35.20,地下二樓
RPWNMLKMKIJGFGF68DA,坡道平面,0,35.98,地下二樓
RPQNMLMJJIJGFDF57DA,坡道平面,1700000,35.61,地下二樓
RPVNMLLMKIJGFGF78EA,坡道平面,2000000,26.31,地下三樓
RPVNMLLMKIJGFGF78EA,坡道平面,2000000,26.31,地下三樓
RPVPMLQJJHKGFBF48DA,坡道平面,0,32.85,地下一樓
RPQNMLLKKIJGFDF67DA,坡道平面,1500000,39.49,地下一樓
RPQOMLSJJHKGFBF08DA,坡道平面,0,31.45,地下一樓
RPXPMLQJJHKGFEF98DA,坡道平面,0,,地下一樓
RPUPMLRKKIJGFGF56DA,坡道平面,2850000,35.48,地下三樓
RPQNMLQJJHKGFBF87EA,升降平面,1500000,31.40,地下二樓
RPRNMLRJJHKGFIF68DA,坡道平面,2100000,33.11,地下一樓
RPPNMLTLRHJGFEF56DA,坡道平面,1500000,41.28,地下三樓
RPQOMLQLRHJGFEF09DA,坡道平面,1450000,35.20,地下二樓
RPWPMLLKJIJGFGF68DA,坡道機械,0,,地下一樓
RPVNMLQJJHKGFDF48DA,坡道平面,2300000,35.80,地下三樓
RPXQMLTJKIJGFEF86DA,坡道平面,1700000,27.19,地下一樓
RPQNMLNJKIJGFCF67DA,坡道平面,2600000,32.76,地下二樓
RPOOMLSKKIJGFIF78DA,坡道平面,2500000,38.71,地下一樓
RPOOMLSKKIJGFIF78DA,坡道平面,2500000,38.71,地下一樓
RPXNMLTJJHKGFAF68DA,坡道平面,0,38.30,地下一樓
RPRPMLTKRHJGFEF86DA,坡道平面,1350000,35.20,地下三樓
RPSNMLQJJHKGFCF08DA,坡道機械,0,12.94,地下一樓
RPXSMLSLJIJGFEF07DA,坡道平面,1900000,27.81,地下二樓
RPPNMLSJJHKGFHF48DA,坡道平面,0,33.57,地下三樓
RPQOMLQLJIJGFHF68DA,坡道平面,2500000,39.89,二樓含以上
RPPNMLSJJHKGFDF18EA,坡道平面,2200000,31.47,地下一樓
RPVOMLRJJHKGFHF09DA,坡道平面,2500000,37.71,地下三樓
RPXNMLTKKIJGFIF07DA,坡道機械,0,24.37,地下二樓
RPTOMLRJJHKGFHF88DA,坡道平面,2500000,37.71,地下三樓
RPVOMLKLKIJGFBF08DA,坡道平面,2600000,52.21,地下三樓
RPRNMLMKJHKGFDF77DA,坡道平面,0,31.47,地下三樓
RPRNMLMKJHKGFDF77DA,坡道平面,0,31.47,地下三樓
RPTOMLNKJHKGFEF28DA,坡道平面,950000,52.16,地下二樓
RPUNMLMJKIJGFGF38DA,坡道平面,2550000,35.61,地下二樓
RPXNMLNKKIJGFGF88DA,坡道平面,1600000,36.37,地下三樓
RPSNMLTKKIJGFGF98DA,坡道平面,1650000,36.37,地下二樓
RPOOMLNKKIJGFGF08DA,坡道平面,1650000,36.37,地下二樓
RPXPMLNLRHJGFEF96DA,坡道平面,1350000,35.20,地下三樓
RPPOMLNLKIJGFGF28DA,坡道平面,1650000,36.37,地下二樓
RPPOMLNLKIJGFGF28DA,坡道平面,1650000,36.37,地下二樓
RPQQMLSKJIJGFBF38DA,坡道平面,3000000,,地下二樓
RPSNMLQLJIJGFHF78DA,坡道平面,2500000,39.64,地下三樓
RPUNMLPJKIJGFBF18DA,坡道平面,2250000,39.24,地下四樓
RPPNMLLMKIJGFCF67DA,坡道平面,0,,地下三樓
RPPQMLTKKIJGFBF48DA,坡道平面,2200000,44.73,地下二樓
RPSOMLMLIIJGFGF28DA,坡道平面,1794500,36.37,地下二樓
RPPNMLRKJHKGFEF28EA,坡道機械,0,6.97,地下三樓
RPQNMLKLJHKGFCF57EA,坡道平面,0,,地下一樓
RPORMLTJKIJGFEF68DA,坡道平面,1700000,29.64,地下一樓
RPRPMLPKIIJGFBF97DA,一樓平面,0,,一樓
RPVNMLLLJHKGFEF28DA,其他,0,,一樓
RPUNMLLLJHKGFEF18DA,其他,0,,一樓
RPSOMLMLJHKGFHF58EA,坡道平面,0,,地下三樓
RPPNMLLLJHKGFIF18EA,坡道平面,0,40.51,地下三樓
RPPNMLLLJHKGFIF18EA,坡道平面,0,40.51,地下三樓
RPPNMLLLJHKGFIF18EA,坡道平面,0,40.51,地下三樓
RPPNMLLLJHKGFIF18EA,坡道平面,0,40.51,地下三樓
RPSNMLNLJHKGFIF58DA,坡道平面,1600000,34.90,地下三樓
RPQRMLRKJHKGFAF28DA,坡道平面,2500000,30.05,地下二樓
RPPOMLRKJHKGFBF97DA,坡道平面,0,19.17,地下三樓
RPPQMLLJJIJGFEF77DA,坡道平面,0,46.40,地下二樓
RPQQMLQLJIJGFEF58DA,坡道平面,1100000,34.76,地下四樓
RPTPMLTKRHJGFEF07DA,坡道平面,1350000,35.20,地下三樓
RPSOMLKKKIJGFHF28DA,坡道平面,2500000,26.57,地下一樓
RPSOMLKKKIJGFHF28DA,坡道平面,2500000,26.61,地下二樓
RPWNMLMJJHKGFDF18DA,坡道平面,2300000,28.34,地下三樓
RPVQMLRKJHKGFGF66DA,坡道機械,0,5.17,地下四樓
RPSNMLOJKHKGFCF97DA,坡道平面,0,36.37,地下一樓
RPUNMLQKJHKGFGF78DA,坡道平面,2900000,35.48,地下二樓
RPTNMLQJKHKGFAF18EA,坡道平面,0,51.19,地下一樓
RPTNMLQJKHKGFAF18EA,坡道平面,0,51.19,地下一樓
RPQRMLTJKIJGFDF78DA,坡道平面,0,,地下三樓
RPXNMLOJKHKGFGF88DA,坡道平面,2400000,32.76,地下三樓
RPTNMLPJKHKGFEF38DA,坡道平面,0,15.73,地下一樓
RPSOMLLKKIJGFGF28DA,坡道平面,1600000,36.37,地下三樓
RPXNMLRJKHKGFEF98DA,坡道平面,0,29.20,地下二樓
RPPRMLKMRHJGFBF48DA,坡道平面,0,,地下一樓
RPRNMLKKKHKGFBF57EA,坡道機械,1500000,6.46,地下三樓
RPSPMLOLKIJGFBF28DA,坡道平面,2300000,32.14,地下四樓
RPSPMLOLKIJGFBF28DA,坡道平面,2300000,32.14,地下四樓
RPTPMLOJIIJGFCF08DA,坡道平面,2500000,29.80,地下二樓
RPPNMLRJKIJGFAF77DA,坡道平面,0,23.98,地下四樓
RPTNMLOKIIJGFEF18DA,坡道平面,1350000,35.20,地下三樓
RPSNMLNLJHKGFAF77DA,坡道平面,0,30.51,地下四樓
RPSNMLNLJHKGFAF77DA,坡道平面,0,30.51,地下四樓
RPSNMLNLJHKGFAF77DA,坡道平面,0,30.51,地下四樓
RPVOMLPJKHKGFCF48DA,坡道平面,0,33.05,地下二樓
RPTOMLRLKIJGFGF09DA,坡道平面,0,30.00,地下二樓
RPQNMLOKKHKGFBF87EA,坡道平面,0,31.48,地下一樓
RPQNMLOKKHKGFBF87EA,坡道平面,0,31.48,地下一樓
RPWPMLTKRHJGFEF37DA,坡道平面,1450000,35.20,地下二樓
RPSNMLRKKHKGFIF09EA,坡道平面,1600000,20.65,地下一樓
RPXOMLOKKHKGFAF48DA,坡道平面,0,20.95,地下二樓
RPQQMLKMRHJGFEF78DA,坡道平面,1450000,35.20,地下二樓
RPUPMLRKKHKGFBF68DA,坡道平面,2200000,32.78,地下一樓
RPUPMLRKKHKGFBF68DA,坡道平面,2150000,30.14,地下一樓
RPPQMLKMRHJGFEF68DA,坡道平面,1250000,35.20,地下四樓
RPOQMLKMRHJGFEF58DA,坡道平面,0,35.20,地下二樓
RPOQMLKMRHJGFEF58DA,坡道平面,0,35.20,地下二樓
RPUPMLTKRHJGFEF17DA,坡道平面,1450000,35.20,地下二樓
RPVNMLKKJHKGFEF08DA,坡道平面,1450000,35.20,地下二樓
RPQNMLKKJHKGFAF17DA,坡道平面,1800000,,地下一樓
RPTNMLPLJIJGFBF18DA,坡道平面,0,,地下二樓
RPPNMLQJLHKGFCF97DA,坡道平面,1780000,23.77,地下一樓
RPTQMLQKJHKGFAF38DA,坡道平面,2500000,38.78,地下四樓
RPVNMLOKIIJGFEF38DA,坡道平面,1250000,35.20,地下四樓
RPUNMLOJLHKGFGF78EA,坡道平面,2000000,38.03,地下一樓
RPRNMLOKIIJGFEF97DA,坡道平面,1450000,35.20,地下二樓
RPUOMLOJKIJGFAF08DA,坡道平面,2250000,31.15,地下四樓
RPUNMLOKIIJGFEF28DA,坡道平面,1450000,35.20,地下二樓
RPQNMLNLJIJGFEF97DA,坡道平面,1200000,28.26,地下二樓
RPQNMLLKJIJGFCF47DA,坡道平面,2000000,26.42,地下四樓
RPOOMLNLJHKGFAF47DA,坡道平面,2400000,30.51,地下三樓
RPUSMLKMIIJGFEF58DA,坡道平面,1250000,35.20,地下四樓
RPONNLOKJIJGFAF47DA,坡道平面,2500000,36.66,地下四樓
RPWQMLTJKIJGFEF76DA,坡道平面,0,30.04,地下二樓
RPQNMLSJJIJGFCF08DA,坡道平面,2200000,,地下一樓
RPQNMLSJJIJGFCF08DA,坡道平面,2200000,,地下一樓
RPQNMLPLJIJGFCF08EA,坡道平面,0,,地下一樓
RPQNMLPLJIJGFCF08EA,坡道平面,0,,地下一樓
RPQNMLPLJIJGFCF08EA,坡道平面,0,,地下一樓
RPTRMLLKIIJGFAF87DA,坡道平面,0,40.66,地下二樓
RPTNMLQJKIJGFEF48DA,坡道平面,1530000,32.26,地下二樓
RPVPMLLKKIJGFBF18DA,坡道平面,0,37.86,地下三樓
RPVPMLLKKIJGFBF18DA,坡道平面,0,37.86,地下三樓
RPQPMLKKKIJGFEF87DA,其他,0,,地下一樓
RPRNMLSJJIJGFDF28DA,坡道平面,2000000,37.70,地下二樓
RPRNMLSJJIJGFDF28DA,坡道平面,2000000,37.70,地下二樓
RPUOMLPKIIJGFEF48DA,坡道平面,0,35.20,地下二樓
RPSNMLMKKIJGFAF77EA,坡道機械,1800000,14.21,地下三樓
RPWOMLTJKIJGFEF56DA,坡道機械,760000,25.35,地下四樓
RPWNMLQKKIJGFCF68DA,坡道平面,0,24.30,地下五樓含以下
RPWNMLNKKIJGFAF18DA,坡道平面,0,,地下三樓
RPWNMLNKKIJGFAF18DA,坡道平面,0,,地下三樓
RPQNMLTKJIJGFGF68DA,升降機械,0,13.86,地下二樓
RPSNMLLLJIJGFHF28DA,塔式車位,2000000,28.52,
RPSNMLLLJIJGFHF28DA,塔式車位,2000000,28.53,
RPQOMLMJKIJGFHF18DA,坡道平面,2600000,31.63,地下二樓
RPWPMLTJKIJGFEF66DA,坡道平面,1700000,30.10,地下二樓
RPSPMLOKIIJGFIF68DA,坡道平面,2000000,38.71,地下二樓
RPSNMLSKJIJGFBF28DA,坡道平面,2300000,20.85,地下四樓
RPVOMLLKKIJGFEF38DA,坡道平面,0,43.21,地下三樓
RPSNMLPJKIJGFCF08DA,坡道平面,2500000,24.30,地下四樓
RPRPMLKKKIJGFGF18DA,坡道平面,2400000,35.61,地下三樓
RPSNMLOJKIJGFHF48DA,坡道機械,1800000,9.28,地下二樓
RPROMLRKKIJGFAF18DA,坡道平面,2500000,28.85,地下四樓
RPUOMLOKIIJGFEF38DA,坡道平面,1350000,35.20,地下三樓
RPTOMLKLKHKGFGF38DA,坡道平面,1800000,42.16,地下一樓
RPSPMLTJKIJGFEF88DA,坡道平面,1700000,28.88,地下二樓
RPPQMLTJKIJGFEF68DA,坡道機械,0,12.99,地下五樓含以下
RPTNMLSKKIJGFIF56DA,坡道平面,1850000,38.71,地下二樓
RPRNMLRKKIJGFDF38DA,坡道平面,2200000,30.31,地下四樓
RPTOMLPKJIJGFGF68DA,坡道平面,2800000,35.61,地下一樓
RPRQMLNLKIJGFAF08DA,坡道平面,0,36.97,地下三樓
RPSOMLMJKIJGFGF28DA,坡道平面,0,29.18,地下二樓
RPVNMLSKKIJGFHF66DA,坡道平面,0,,地下三樓
RPQNMLOLKIJGFCF08EA,坡道平面,0,14.95,地下三樓
RPQNMLOLKIJGFCF08EA,坡道平面,0,14.95,地下三樓
RPWNMLSKKIJGFGF66DA,坡道平面,2450000,30.47,地下二樓
RPVOMLPKJIJGFGF88DA,坡道平面,2800000,35.61,地下一樓
RPQPMLKKKIJGFBF57DA,坡道平面,2300000,43.36,地下四樓
RPPOMLSJIIJGFGF38DA,坡道平面,0,,無固定樓層
RPTNMLPLKIJGFBF38EA,坡道平面,2500000,32.10,地下一樓
RPOPMLQLKIJGFEF38DA,坡道機械,0,15.42,地下五樓含以下
RPQNMLMKKIJGFAF47DA,坡道平面,2500000,30.05,地下四樓
RPTOMLOLKIJGFHF88DA,坡道平面,0,36.60,地下二樓
RPTOMLOLKIJGFHF88DA,坡道平面,0,36.60,地下二樓
RPPOMLQLRHJGFBF68DA,坡道平面,1600000,32.24,地下二樓
RPVNMLMJJHKGFAF77DA,坡道平面,0,26.15,地下一樓
RPVNMLMJJHKGFAF77DA,坡道平面,0,31.00,地下一樓
RPVNMLMJJHKGFAF77DA,坡道平面,0,31.00,地下二樓
RPVNMLMJJHKGFAF77DA,坡道平面,0,31.00,地下二樓
RPTOMLKMQHJGFEF78DA,坡道平面,0,29.47,地下一樓
RPTOMLKMQHJGFEF78DA,坡道平面,0,34.17,地下一樓
RPOOMLRLQHJGFEF88DA,坡道平面,2650000,27.04,地下二樓
RPOOMLRLQHJGFEF88DA,坡道平面,2650000,27.04,地下二樓
RPSNMLMJJHKGFAF57EA,升降平面,2000000,37.58,地下二樓
RPPOMLSKRHJGFBF78DA,坡道平面,0,24.24,地下二樓
RPQNMLRLRHJGFEF09DA,坡道平面,1400000,30.04,地下二樓
RPPRMLMJKIJGFEF08DA,坡道平面,2000000,34.17,地下二樓
RPVNMLKMIIJGFGF38DA,坡道平面,2700000,35.61,地下一樓
RPUNMLPLQHJGFBF88DA,坡道平面,1800000,27.96,地下二樓
RPVNMLTLIIJGFHF66DA,坡道平面,2500000,27.28,地下二樓
RPTOMLNLKIJGFEF48DA,坡道平面,1550000,27.77,地下三樓
RPQNMLQJJHKGFCF97EA,坡道機械,2200000,,地下二樓
RPUNMLKKKIJGFCF87DA,坡道平面,0,33.12,地下四樓
RPTQMLNJJHKGFEF38DA,坡道機械,800000,15.42,地下五樓含以下
RPQNMLQJJHKGFAF67DA,坡道平面,2500000,20.82,地下四樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPQNMLNLQHJGFEF58DA,坡道平面,1350000,35.20,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPOPMLRJJHKGFBF87DA,坡道平面,2600000,23.61,地下三樓
RPTNMLNLQHJGFEF88DA,坡道平面,1450000,35.20,地下二樓
RPTOMLRJJHKGFEF58DA,坡道平面,1600000,26.82,地下三樓
RPQPMLPJKIJGFGF48DA,坡道平面,0,29.18,地下三樓
RPQNMLNJJHKGFEF87EA,坡道機械,1200000,10.18,地下二樓
RPWNMLSJJHKGFHF66EA,坡道機械,0,30.88,地下一樓
RPRNMLNKKIJGFCF87DA,坡道平面,0,,地下一樓
RPXNMLSJJHKGFHF76EA,坡道機械,0,30.88,地下一樓
RPQPMLRKKIJGFGF78DA,坡道平面,3200000,35.48,地下一樓
RPPNMLKKJHKGFDF37DA,坡道平面,0,,地下二樓
RPPPMLRKKIJGFGF68DA,坡道平面,2900000,35.48,地下二樓
RPRPMLRKKIJGFGF88DA,坡道平面,3000000,35.48,地下二樓
RPXNMLSJJHKGFBF68DA,坡道機械,0,10.32,地下二樓
RPXOMLSJJHKGFGF66DA,坡道平面,0,,地下二樓
RPSOMLLLQHJGFBF38DA,坡道平面,2000000,18.24,地下一樓
RPSOMLLLQHJGFBF38DA,坡道平面,2000000,18.24,地下一樓
RPUOMLSKKIJGFCF78DA,坡道平面,1800000,,地下一樓
RPPOMLKKJHKGFHF87DA,一樓平面,0,17.53,一樓
RPPNMLTKJHKGFAF97DA,坡道平面,2500000,30.60,地下四樓
RPSOMLRLKIJGFBF48DA,坡道平面,2500000,37.41,地下一樓
RPXNMLRJRHJGFEF96DA,坡道平面,1350000,35.20,地下三樓
RPQOMLRJRHJGFEF98DA,坡道平面,1450000,35.20,地下二樓
RPQNMLRLKIJGFDF38DA,升降機械,0,,地下二樓
RPVPMLMLQHJGFEF56DA,坡道平面,1450000,35.20,地下二樓
RPVOMLRJRHJGFEF86DA,坡道平面,1300000,35.20,地下三樓
RPUNMLOLKIJGFHF88DA,升降機械,0,,地下二樓
RPVNMLRJRHJGFEF76DA,坡道平面,1250000,35.20,地下四樓
RPPNMLQLQHJGFEF78DA,坡道平面,0,34.36,地下一樓
RPPNMLQLQHJGFEF78DA,坡道平面,0,34.36,地下一樓
RPPNMLQLQHJGFEF78DA,坡道平面,0,34.36,地下一樓
RPSQMLPJJIJGFEF48DA,坡道平面,0,28.70,地下二樓
RPQNMLPKJHKGFDF08EA,坡道平面,2200000,37.10,地下五樓含以下
RPQNMLPKJHKGFDF08EA,坡道平面,2200000,37.10,地下五樓含以下
RPQNMLPKJHKGFDF08EA,坡道平面,2200000,37.10,地下五樓含以下
RPQNMLPKJHKGFDF08EA,坡道平面,2200000,37.10,地下五樓含以下
RPPNMLOJKHKGFFF97DA,坡道平面,0,32.13,地下一樓
RPWRMLNJJHKGFEF78DA,坡道平面,1450000,35.20,地下二樓
RPTNMLSLJIJGFGF98DA,坡道平面,1830000,36.37,地下二樓
RPTNMLSLJIJGFGF98DA,坡道平面,1830000,36.37,地下二樓
RPTNMLSLJIJGFGF98DA,坡道平面,1830000,36.37,地下二樓
RPSOMLRKQHJGFEF56DA,坡道平面,1350000,35.20,地下四樓
RPWNMLRJKHKGFGF56EA,坡道平面,2200000,26.99,地下一樓
RPSPMLLKJIJGFBF77DA,坡道平面,1800000,33.85,地下二樓
RPSQMLMJJHKGFEF18DA,坡道平面,1350000,35.20,地下三樓
RPSRMLNJJHKGFEF38DA,坡道平面,1350000,35.20,地下三樓
RPXQMLKKKHKGFIF09DA,坡道平面,1800000,34.74,地下一樓
RPVQMLOKKHKGFBF58DA,坡道平面,0,39.18,地下五樓含以下
RPWNMLNJKHKGFEF48DA,坡道平面,1700000,30.58,地下二樓
RPVOMLRJJHKGFIF56DA,坡道平面,0,35.51,地下二樓
RPVOMLRJJHKGFIF56DA,坡道平面,0,35.51,地下二樓
RPUOMLNKKHKGFCF28DA,坡道平面,0,16.01,地下二樓
RPSNMLLMKIJGFBF87DA,坡道平面,2150000,23.68,地下二樓
RPWNMLLMKIJGFBF28DA,坡道平面,1950000,23.68,地下三樓
RPXNMLLMKIJGFBF38DA,坡道平面,2150000,23.68,地下一樓
RPOOMLRKKHKGFEF28DA,坡道平面,1700000,28.88,地下二樓
RPSNMLKLJHKGFHF18DA,坡道平面,0,,地下一樓
RPSNMLKLJHKGFHF18DA,坡道平面,0,,地下一樓
RPSNMLKLJHKGFHF18DA,坡道平面,0,,地下一樓
RPSNMLKLJHKGFHF18DA,坡道平面,0,,地下一樓
RPSNMLKLJHKGFHF18DA,坡道平面,0,,地下一樓
RPSNMLKLJHKGFHF18DA,坡道平面,0,,地下一樓
RPWNMLMLKHKGFEF58DA,坡道機械,1100000,18.50,地下三樓
RPRNMLQKKHKGFHF68DA,坡道平面,2500000,32.72,地下一樓
RPUOMLLLKHKGFIF78DA,坡道平面,1650000,34.74,地下二樓
RPRNMLTJQHJGFEF09DA,坡道平面,1600000,30.46,地下二樓
RPPNMLMLKHKGFCF67DA,坡道平面,0,,地下一樓
RPVRMLNJJHKGFEF68DA,坡道平面,1350000,35.20,地下三樓
RPQOMLOKJIJGFGF28DA,坡道平面,2150000,36.37,地下一樓
RPVOMLOLKHKGFEF78DA,坡道平面,1700000,28.88,地下二樓
RPTOMLOLKHKGFEF58DA,坡道平面,1800000,28.88,地下一樓
RPWNMLPLKHKGFEF88DA,坡道平面,0,32.76,地下二樓
RPPPMLOLKHKGFEF28DA,坡道平面,1700000,28.88,地下二樓
RPUOMLPKJIJGFCF38DA,坡道平面,2500000,35.56,地下三樓
RPPNMLSJKIJGFEF28DA,坡道平面,1500000,46.31,地下二樓
RPPOMLLKKHKGFEF77DA,坡道平面,1350000,35.20,地下三樓
RPVPMLRJKHKGFEF98DA,坡道平面,1250000,35.20,地下四樓
RPXPMLSLIIJGFBF98DA,坡道平面,1800000,26.03,地下一樓
RPXPMLSLIIJGFBF98DA,坡道平面,1800000,26.03,地下一樓
RPRNMLSLPHJGFBF78DA,坡道平面,2000000,29.46,地下一樓
RPQSMLNJJHKGFEF28DA,坡道平面,1350000,35.20,地下三樓
RPSTMLNJJHKGFEF58DA,坡道平面,1350000,35.20,地下三樓
RPWSMLNJJHKGFEF88DA,坡道平面,1250000,35.20,地下四樓
RPUNMLTJKIJGFIF76EA,坡道平面,0,,地下一樓
RPPOMLQJJIJGFAF67DA,坡道平面,2000000,,地下二樓
RPVOMLTJKIJGFEF09DA,坡道平面,0,38.21,地下三樓
RPRSMLNJJHKGFEF38DA,坡道平面,1350000,35.20,地下三樓
RPOTMLNJJHKGFEF18DA,坡道平面,1250000,35.20,地下四樓
RPPSMLNJJHKGFEF18DA,坡道平面,1450000,35.20,地下二樓
RPRTMLNJJHKGFEF48DA,坡道平面,1450000,35.20,地下二樓
RPOSMLNJJHKGFEF08DA,坡道平面,1250000,35.20,地下四樓
RPSPMLQJJIJGFAF08DA,坡道平面,2500000,35.72,地下四樓
RPRNMLMKKIJGFIF48EA,坡道平面,1000000,37.14,地下二樓
RPSOMLNKKIJGFGF48DA,坡道平面,0,31.39,地下三樓
RPVPMLTJKIJGFEF56DA,坡道平面,1550000,27.77,地下三樓
RPRPMLTJKIJGFEF78DA,坡道平面,1700000,28.88,地下二樓
RPPQMLMJKIJGFEF97DA,坡道平面,1600000,30.10,地下三樓
RPUPMLTJKIJGFEF09DA,坡道平面,1600000,28.88,地下三樓
RPSOMLRKKIJGFHF98DA,坡道機械,0,18.29,地下一樓
RPSOMLRKKIJGFHF98DA,坡道機械,0,18.29,地下一樓
RPPPMLKKKIJGFGF97DA,坡道平面,2700000,35.61,地下二樓
RPUOMLKKKIJGFGF38DA,坡道平面,2700000,35.61,地下二樓
RPXPMLTJKIJGFEF76DA,坡道平面,0,29.76,地下二樓
RPWOMLPKJIJGFGF98DA,坡道平面,2450000,35.61,地下三樓
RPOPMLNLKIJGFBF77DA,坡道平面,0,,地下一樓
RPQNMLNLKIJGFGF38EA,坡道平面,3500000,39.64,地下二樓
RPQNMLNLKIJGFGF38EA,坡道平面,3500000,39.64,地下二樓
RPQNMLNLKIJGFEF08DA,坡道平面,1800000,40.12,地下一樓
RPQNMLKMIIJGFBF37DA,坡道平面,0,,地下二樓
RPVOMLSLJIJGFAF68DA,坡道平面,0,42.95,地下二樓
RPOPMLQJKIJGFBF87DA,坡道平面,0,30.14,地下一樓
RPOPMLQJKIJGFBF87DA,坡道平面,0,30.14,地下二樓
RPPOMLNLKIJGFEF08DA,坡道平面,1610000,28.88,地下二樓
RPQOMLNLKIJGFEF18DA,坡道平面,1650000,27.77,地下二樓
RPSOMLNLKIJGFEF38DA,坡道平面,1600000,28.88,地下三樓
RPVPMLOLKIJGFAF48DA,坡道平面,0,30.51,地下二樓
RPVPMLOLKIJGFAF48DA,坡道平面,0,30.51,地下三樓
RPVPMLOLKIJGFAF48DA,坡道平面,0,30.51,地下三樓
RPVPMLOLKIJGFAF48DA,坡道平面,0,30.51,地下三樓
RPVPMLOJKIJGFBF38DA,坡道平面,2500000,34.86,地下二樓
RPSOMLPJJIJGFEF28DA,坡道平面,2500000,39.13,地下一樓
RPRNMLLMKIJGFEF08DA,坡道平面,1500000,28.88,地下四樓
RPVNMLNJJHKGFDF18DA,坡道平面,0,27.22,地下二樓
RPOWMLOJKIJGFAF28DA,坡道平面,2150000,33.04,地下三樓
RPQNMLNJJHKGFBF57EA,坡道平面,2200000,26.45,地下三樓
RPPPMLNLKIJGFBF87DA,坡道平面,2000000,36.98,地下三樓
RPRNMLTJKIJGFGF78DA,坡道平面,2400000,40.49,地下四樓
RPOQMLTKJIJGFBF28DA,坡道平面,0,18.18,地下二樓
RPPTMLLJIIJGFAF57DA,坡道機械,0,,地下一樓
RPTQMLPKIIJGFGF78DA,坡道機械,0,,地下二樓
RPOOMLRKKIJGFGF48DA,坡道平面,3050000,35.48,地下一樓
RPPOMLRKKIJGFGF58DA,坡道平面,3250000,35.48,地下一樓
RPXOMLRKKIJGFGF76DA,坡道平面,2900000,35.48,地下二樓
RPQRMLTLJIJGFAF58DA,坡道平面,0,36.65,地下三樓
RPQRMLTLJIJGFAF58DA,坡道平面,0,36.65,地下三樓
RPRNMLQJJHKGFHF48DA,坡道平面,0,,地下一樓
RPQNMLRJKIJGFGF48DA,升降機械,1200000,8.26,地下二樓
RPQQMLPKJIJGFGF58DA,坡道平面,2450000,35.61,地下二樓
RPPNMLOKJHKGFIF28DA,坡道平面,0,35.99,地下二樓
RPRNMLQKJHKGFBF08EA,坡道平面,2500000,24.94,地下三樓
RPRNMLQKJHKGFBF08EA,坡道平面,2500000,24.94,地下三樓
RPWOMLOKIIJGFBF28DA,坡道平面,0,32.50,地下四樓
RPPNMLRJJHKGFAF67DA,坡道平面,1650000,31.70,地下四樓
RPQQMLKKKIJGFBF67DA,坡道平面,0,22.73,地下四樓
RPQQMLKKKIJGFBF67DA,坡道平面,0,22.73,地下四樓
RPQNMLNJJHKGFCF57DA,坡道平面,0,,地下一樓
RPSNMLPKIIJGFEF18DA,坡道平面,1450000,35.20,地下二樓
RPVOMLTKRHJGFEF17DA,坡道平面,1350000,35.20,地下三樓
RPOPMLKLJHKGFEF67DA,坡道平面,1500000,28.88,地下四樓
RPVNMLQJPHJGFBF78DA,坡道平面,2300000,37.12,地下四樓
RPRSMLMLPHJGFBF68DA,坡道平面,1800000,38.35,地下三樓
RPURMLNJJHKGFEF58DA,坡道平面,1250000,35.20,地下四樓
RPPNMLOKJHKGFEF87DA,坡道平面,1350000,35.20,地下三樓
RPTRMLNJJHKGFEF48DA,坡道平面,1450000,35.20,地下三樓
RPPPMLNJKHKGFBF67DA,坡道平面,0,21.14,地下一樓
RPPPMLNJKHKGFBF67DA,坡道平面,0,21.14,地下一樓
RPSOMLNKJHKGFCF97DA,坡道平面,3000000,25.76,地下三樓
RPVNMLOKKHKGFEF58DA,坡道機械,1100000,18.50,地下三樓
RPWQMLKKKHKGFIF98DA,坡道平面,1700000,34.74,地下一樓
RPPOMLPJKHKGFEF08DA,坡道平面,1550000,27.77,地下三樓
RPSOMLKMKIJGFAF77DA,坡道平面,2000000,34.26,地下二樓
RPRNMLKKQHJGFEF28DA,坡道平面,1450000,35.20,地下二樓
RPXNMLRKKHKGFCF88DA,坡道平面,0,32.50,地下三樓
RPSNMLLLKHKGFIF58EA,一樓平面,0,,一樓
RPUOMLOLKHKGFEF68DA,坡道平面,1650000,27.77,地下二樓
RPPNMLLKKHKGFEF67DA,坡道平面,1250000,35.20,地下四樓
RPSPMLOLKHKGFEF58DA,坡道平面,1650000,27.77,地下二樓
RPWNMLQKKIJGFEF88DA,坡道平面,1950000,25.18,地下二樓
