抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_39_07,11,捷運林景露臺豪邸,台北市文山區萬芳路,住宅大樓,17.3年,建坪90.70,主+陽54.59,2/15樓,4房(室)2廳3衛, 大陸工程蓋露臺戶四面採光雙主臥 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運萬芳醫院站近捷運萬芳社區站,"8,020","9,188萬",含車位價300萬元
2025_10_16 23_39_07,11,稀有忠順大院二期,台北市文山區忠順街二段,住宅大樓,5.7年,建坪54.33,主+陽26.89,14/14樓,3房(室)2廳2衛, 飯店式管理.木柵知名豪宅 ,永慶房屋新上近捷運Y3站(施工中)近捷運Y2A站(施工中),"5,388","5,388",含車位價330萬元
2025_10_16 23_39_07,11,奇岩電梯一層一戶,台北市北投區公館路,華廈,34.2年,建坪44.96,主+陽+露41.64,5/5樓,5房(室)3廳3衛(含加蓋2房(室)1廳1衛), 生活機能佳、無障礙空間 大空間 ,永慶房屋房間都有窗近捷運唭哩岸站近捷運奇岩站,"3,588","3,788萬",無
2025_10_16 23_39_07,11,珠寶露臺高樓辦公,台北市內湖區內湖路一段,廠辦,20.6年,建坪165.90,主76.18,10/10樓,7房(室)1廳--衛, 氣派門廳 ,永慶房屋新上近捷運劍南路站近捷運Y29站(施工中),"8,600","8,600",含車位價
2025_10_16 23_39_07,11,永康街旁人潮金店,台北市大安區潮州街,店面,39.0年,建坪50.92,主+平19.89,B1~1/7樓,2房(室)2廳2衛(含加蓋2房(室)1廳2衛), 師大商圈現況餐飲商一土地潛力佳 ,永慶房屋有天然瓦斯正面大馬路出租中近捷運東門站,"7,350","7,350",無
2025_10_16 23_39_07,11,遠景高樓採光挑高,台北市中山區新生北路二段,套房,27.9年,建坪11.02,主+陽6.87,10/12樓,1房(室)1廳1衛, 永久棟距視野好，免抽籤輪停車位 ,永慶房屋新上房間都有窗近捷運SB03站(規劃中)近捷運行天宮站,980,"1,055萬",無
2025_10_16 23_39_07,11,庭院美妝樓中樓,台北市北投區崗山路,公寓,41.2年,建坪54.83,主+平27.78,B1~1/5樓,4房(室)2廳3衛(含加蓋2房(室)1廳1衛), 大空間好規劃，天然瓦斯 ,永慶房屋廁所有窗有天然瓦斯近捷運復興崗站,"2,280","2,699萬",無
2025_10_16 23_39_07,11,星雲溫馨綠意兩房,台北市內湖區星雲街,華廈,12.1年,建坪33.18,主+陽20.98,2/7樓,2房(室)2廳1衛, 星雲重劃區、近內湖捷運站 ,永慶房屋新上有天然瓦斯房間都有窗近捷運內湖站近捷運大湖公園站,"3,280","3,280",無
2025_10_16 23_39_07,11,天母鋼骨景觀雙車,台北市士林區天母北路,住宅大樓,5.3年,建坪75.76,主+陽30.95,11/24樓,3房(室)2廳2衛, 聯上建設天母最新力作鋼骨制震佳 ,永慶房屋有天然瓦斯房間都有窗,"6,978","6,978",含車位價
2025_10_16 23_39_07,11,AIT綠意小宅,台北市內湖區星雲街,套房,28.7年,建坪12.34,主+陽8.04,2/21樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛), AIT特區治安好 ,永慶房屋房間都有窗近捷運內湖站近捷運大湖公園站,"1,388","1,388",無
2025_10_16 23_39_07,11,重劃區兩房車位,台北市內湖區金湖路,住宅大樓,20.1年,建坪40.37,主+陽19.00,2/14樓,2房(室)2廳1衛, 邊間 房間衛浴皆開窗 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運內湖站近捷運大湖公園站,"3,280","3,280",含車位價
2025_10_16 23_39_07,11,站前美景兩房車位,台北市南港區東明街,華廈,16.1年,建坪34.24,主+陽18.43,8/9樓,2房(室)2廳1衛(含加蓋--房(室)1廳--衛), 交通便利，一巷住宅，離塵不離城 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運南港站,"3,400","3,400",含車位價
2025_10_16 23_39_07,11,翔譽高樓朝南景觀,台北市南港區興中路,住宅大樓,13.0年,建坪27.89,主+陽15.66,21/25樓,1房(室)2廳1衛, 邊間高樓層，景觀好，原始兩房 ,永慶房屋新上有天然瓦斯近捷運南港站,"3,200","3,200",無
2025_10_16 23_39_07,11,稀有公園電梯三房,台北市文山區福興路,華廈,30.7年,建坪32.55,主+陽21.05,9/10樓,3房(室)2廳2衛, 近公園，低公設、裝潢美三房 ,永慶房屋有天然瓦斯房間都有窗近捷運辛亥站,"1,960","2,200萬",含車位價
2025_10_16 23_39_07,11,博愛特區電梯華廈,台北市中正區寧波西街,辦公商業大樓,43.6年,建坪58.83,主+陽47.44,2/7樓,3房(室)2廳1衛, 鄰近植物園與建中有管理代收垃圾 ,永慶房屋房間都有窗近捷運植物園站(施工中)近捷運中正紀念堂站,"4,880","4,880",無
2025_10_16 23_39_07,11,京站首選邊間三房,台北市大同區市民大道一段,住宅大樓,16.2年,建坪39.51,主+陽27.14,9/18樓,3房(室)2廳2衛, 京站邊間三房免整理直接使用 ,永慶房屋新上近捷運台北車站,"1,899","1,899",無
2025_10_16 23_39_07,11,中山大亨綠景商辦,台北市中山區中山北路二段,辦公商業大樓,40.3年,建坪71.35,主+陽65.32,5/12樓,3房(室)2廳2衛(含加蓋--房(室)--廳2衛), 鄰老爺酒店綠廊入幕一層一戶 ,永慶房屋近捷運中山站,"9,912","11,888萬",無
2025_10_16 23_39_07,11,仁愛靜園高樓豪邸,台北市中正區仁愛路二段,住宅大樓,45.0年,建坪56.21,主+陽49.47,10/12樓,3房(室)2廳2衛, 高樓採光佳近捷運 ,永慶房屋有天然瓦斯房間都有窗近捷運忠孝新生站,"6,500","7,400萬",無
2025_10_16 23_39_07,11,首購挑高漂亮美屋,台北市內湖區安泰街,華廈,28.7年,建坪40.33,主+陽+露29.14,7/8樓,3房(室)1廳1衛(含加蓋2房(室)--廳--衛), 挑高 棟距開闊 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"1,980","1,980",含車位價
2025_10_16 23_39_07,11,民權精美透天車位,台北市內湖區民權東路六段,透天厝,24.1年,建坪96.09,主+陽61.95,B1~4/4樓,5房(室)2廳4衛(含加蓋1房(室)--廳--衛), 社區24小時別墅雙車位麗湖學區 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運SB09站(規劃中)近捷運葫洲站,"6,130","6,988萬",含車位價
2025_10_16 23_39_07,11,台北轉運電梯四房,台北市中山區林森北路,華廈,48.9年,建坪58.20,主+陽58.21,4/7樓,4房(室)2廳2衛, 大空間 明亮採光 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運善導寺站近捷運中山站,"4,168","4,168",無
2025_10_16 23_39_07,11,溫泉花園庭院豪邸,台北市北投區溫泉路,華廈,17.8年,建坪85.01,主+陽41.12,1/7樓,3房(室)3廳5衛(含加蓋2房(室)1廳2衛), 前庭後院 ,永慶房屋有天然瓦斯房間都有窗近捷運新北投站,"5,900","6,988萬",含車位價
2025_10_16 23_39_07,11,中正東門管理電梯,台北市中正區金山南路一段,住宅大樓,15.5年,建坪47.46,主+陽27.25,5/11樓,3房(室)1廳2衛, 中正國中東門國小明星學區近捷運 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運東門站,"6,388","6,388",含車位價250萬元
2025_10_16 23_39_07,11,政大附中三房車位,台北市文山區政大二街,住宅大樓,29.2年,建坪46.86,主+陽27.39,8/16樓,3房(室)2廳2衛, 政大附中學區社區中庭花園 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗,"2,250","2,250",含車位價
2025_10_16 23_39_07,11,南港近捷運2房車,台北市南港區經貿二路,華廈,11.0年,建坪35.72,主+陽21.38,2/10樓,2房(室)2廳1衛, 近捷運、近百貨、重劃區 ,永慶房屋新上廁所有窗房間都有窗近捷運南港軟體園區站近捷運SB11站(施工中),"3,688","3,688",含車位價200萬元
2025_10_16 23_39_07,11,景觀三房正面圓山,台北市大同區承德路一段,住宅大樓,3.0年,建坪83.04,主+陽44.89,16/32樓,3房(室)2廳4衛, 未來雙子星旁國門第一站 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運機場台北車站近捷運中山站,"11,000","11,000",含車位價350萬元
2025_10_16 23_39_07,11,鋼骨捷運小資露台,台北市萬華區康定路,套房,9.5年,建坪13.52,主+陽8.58,3/26樓,1房(室)1廳1衛, 近家樂福市場公園氣派門廳管理優 ,永慶房屋房間都有窗近捷運龍山寺站近捷運西門站,"1,288","1,388萬",無
2025_10_16 23_39_07,11,安家綠蔭景觀美宅,台北市中山區建國北路三段,住宅大樓,10.0年,建坪29.35,主13.33,4/14樓,1房(室)2廳1衛, 24小時管理美宅 ,永慶房屋房間都有窗近捷運行天宮站,"2,850","2,850",含車位價350萬元
2025_10_16 23_39_07,11,士林站圓山藏富,台北市士林區文林路,辦公商業大樓,8.8年,建坪50.51,主+陽23.30,5/5樓,--房(室)1廳2衛, 面山景，交通方便，機能優秀 ,永慶房屋有天然瓦斯房間都有窗近捷運士林站近捷運劍潭站,"3,380","3,673萬",含車位價
2025_10_16 23_39_11,12,金華高樓露台邊間,台北市大安區羅斯福路三段,套房,0.6年,建坪14.80,主+陽9.62,11/15樓,1房(室)1廳1衛, 全新落成、全天管理、邊間高樓 ,永慶房屋新上廁所有窗房間都有窗近捷運台電大樓站近捷運古亭站,"2,488","2,488",無
2025_10_16 23_39_11,12,金華高樓露台邊間,台北市大安區羅斯福路三段,套房,0.6年,建坪14.80,主+陽9.62,11/15樓,1房(室)1廳1衛, 全新落成、全天管理、邊間高樓 ,永慶房屋新上廁所有窗房間都有窗近捷運台電大樓站近捷運古亭站,"2,488","2,488",無
2025_10_16 23_39_11,12,民生8米靜巷美宅,台北市松山區新東街,公寓,42.3年,建坪35.44,主+陽33.49,4/5樓,4房(室)2廳2衛, 採光佳空間大、前後陽台皆有棟距 ,永慶房屋有天然瓦斯房間都有窗近捷運SB06站(規劃中),"2,988","3,180萬",無
2025_10_16 23_39_11,12,潤泰帝王樹海豪邸,台北市大安區臥龍街,住宅大樓,1.0年,建坪46.84,主+陽22.31,21/23樓,3房(室)2廳2衛, 全新潤泰創新稀有超高三房 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運麟光站,"5,600","5,600",含車位價320萬元
2025_10_16 23_39_11,12,五期高樓遠挑綠意,台北市內湖區新明路,辦公商業大樓,15.5年,建坪109.23,主+陽53.87,12/14樓,4房(室)2廳3衛, 24小時管理、氣派門廳一層兩戶 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運Y35站(施工中)近捷運SB07站(規劃中),"6,888","6,888",含車位價500萬元
2025_10_16 23_39_11,12,華山鋼骨三房坡車,台北市中山區八德路二段,住宅大樓,13.1年,建坪73.81,主+陽38.95,6/20樓,3房(室)2廳2衛, 三面採光 全天管理  ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運忠孝新生站,"6,850","6,850",含車位價350萬元
2025_10_16 23_39_11,12,北市挑高公園宅,台北市中山區錦州街,套房,28.7年,建坪9.58,主+陽6.15,9/11樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛), 有陽台 挑高3米6 鄰近公園 ,永慶房屋新上近捷運中山國小站近捷運雙連站,998,"1,088萬",無
2025_10_16 23_39_11,12,屋況佳公寓二樓,台北市文山區萬盛街,公寓,48.7年,建坪23.20,主23.20,2/4樓,3房(室)2廳1衛, 方正格局，即可入住 ,永慶房屋新上有天然瓦斯房間都有窗近捷運萬隆站,"1,808","1,808",無
2025_10_16 23_39_11,12,信義安和邊間鼎家,台北市大安區通化街,公寓,47.3年,建坪30.38,主+陽27.14,5/5樓,5房(室)2廳2衛(含加蓋2房(室)1廳1衛), 邊間三面採光大空間 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運信義安和站近捷運六張犁站,"2,750","2,928萬",無
2025_10_16 23_39_11,12,信義安和捷運金店,台北市大安區文昌街,店面,29.3年,建坪27.68,主+陽24.08,B1~1/12樓,--房(室)2廳1衛(含加蓋--房(室)1廳1衛), 挑高3米15近信義安和捷運店面 ,永慶房屋近捷運信義安和站,"2,980","3,298萬",無
2025_10_16 23_39_11,12,捷運電梯邊間三房,台北市中山區龍江路,華廈,37.9年,建坪43.07,主+陽34.29,4/7樓,3房(室)1廳2衛, 靜巷電梯三房交通便利大坪數華夏 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運中山國中站近捷運SB04站(規劃中),"3,880","4,250萬",無
2025_10_16 23_39_11,12,未來捷運美妝三房,台北市內湖區陽光街,公寓,41.6年,建坪34.24,主+陽31.15,4/5樓,4房(室)2廳2衛, 格局方正 ,永慶房屋有天然瓦斯房間都有窗近捷運Y33站(施工中)近捷運文德站,"2,188","2,280萬",無
2025_10_16 23_39_11,12,悠靜公寓三房首選,台北市北投區中和街,公寓,45.4年,建坪39.40,主+陽39.40,4/5樓,3房(室)2廳2衛, 近家樂福、捷運、公園、機能優 ,永慶房屋新上有天然瓦斯,"1,598","1,768萬",無
2025_10_16 23_39_11,12,邊間美妝國際名紳,台北市信義區松德路,住宅大樓,31.0年,建坪51.97,主+陽33.54,2/24樓,2房(室)2廳2衛, 精美裝潢直接入住，近捷運機能佳 ,永慶房屋有天然瓦斯房間都有窗近捷運永春站近捷運Y37站(施工中),"5,158","5,980萬",含車位價380萬元
2025_10_16 23_39_11,12,捷運精美裝潢兩房,台北市文山區辛亥路四段,華廈,31.0年,建坪24.86,主+陽20.65,4/7樓,2房(室)2廳1衛, 低公設 屋況精美 近捷運 ,永慶房屋新上有天然瓦斯房間都有窗近捷運辛亥站,"2,080","2,080",無
2025_10_16 23_39_11,12,明湖捷運電梯兩房,台北市內湖區康寧路三段,華廈,10.0年,建坪20.12,主+陽11.26,8/9樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛), 有管理、代收垃圾 ,永慶房屋新上有天然瓦斯房間都有窗近捷運東湖站近捷運SB10站(施工中),"2,288","2,288",無
2025_10_16 23_39_11,12,天母景觀鋼骨露臺,台北市士林區天母北路,住宅大樓,5.3年,建坪54.96,主+陽28.22,11/24樓,1房(室)2廳2衛, 聯上天母鋼骨結構有大露臺景觀佳 ,永慶房屋有天然瓦斯房間都有窗,"5,968","6,898萬",含車位價
2025_10_16 23_39_11,12,磺溪景觀露台坡車,台北市士林區天母北路,住宅大樓,5.3年,建坪130.72,主+陽59.16,11/24樓,4房(室)4廳4衛, 面磺溪悠然美景有露台空間可使用 ,永慶房屋有天然瓦斯房間都有窗,"12,688","13,888萬",含車位價
2025_10_16 23_39_11,12,內湖管理空中美墅,台北市內湖區星雲街,公寓,37.3年,建坪70.39,主+陽+露54.03,4~5/5樓,3房(室)3廳3衛, 邊間，棟距寬，採光通風好 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運內湖站近捷運文德站,"3,988","4,388萬",含車位價
2025_10_16 23_39_11,12,龍安純住採光美廈,台北市大安區和平東路二段,華廈,49.8年,建坪41.40,主36.08,5/7樓,3房(室)2廳2衛, 龍安龍門學區，純住靜巷格局方正 ,永慶房屋有天然瓦斯房間都有窗近捷運科技大樓站,"4,498","4,498",無
2025_10_16 23_39_11,12,再興仙跡庭院大戶,台北市文山區興隆路三段,公寓,42.9年,建坪57.10,主+平23.61,B2~1/4樓,6房(室)4廳3衛(含加蓋2房(室)--廳--衛), 前庭後院，採光好，大車庫 ,永慶房屋廁所有窗近捷運Y3站(施工中)近捷運萬芳醫院站,"2,788","3,180萬",無
2025_10_16 23_39_11,12,木柵電梯三房車位,台北市文山區試院路,華廈,24.3年,建坪40.28,主+陽24.78,2/6樓,3房(室)2廳1衛, 低總價好選擇 ,永慶房屋近捷運Y4站(施工中)近捷運Y5站(施工中),"1,385","1,385",含車位價
2025_10_16 23_39_11,12,龍門金華車庫一樓,台北市大安區和平東路二段,公寓,48.0年,建坪25.63,主+平25.63,1/5樓,3房(室)3廳1衛(含加蓋1房(室)1廳--衛), 附小、金華龍門國中 ,永慶房屋廁所有窗近捷運科技大樓站,"4,288","4,288",無
2025_10_16 23_39_11,12,面樹景庭院大一樓,台北市文山區樟新街,華廈,34.5年,建坪93.69,主+平29.81,B2~1/9樓,4房(室)4廳4衛(含加蓋3房(室)2廳2衛), 採光好 適合三代同堂 前庭後院 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"3,968","4,300萬",含車位價
2025_10_16 23_39_11,12,內湖星雲質感店辦,台北市內湖區星雲街,店面,25.1年,建坪63.73,主+陽45.49,1/14樓,2房(室)2廳1衛, 挑高，裝潢設計加分，地點優勢 ,永慶房屋正面大馬路近捷運內湖站近捷運文德站,"6,588","6,588",含車位價250萬元
2025_10_16 23_39_11,12,新生活曝光電梯宅,台北市內湖區內湖路二段,辦公商業大樓,20.0年,建坪32.86,主21.59,2/12樓,2房(室)2廳1衛(含加蓋--房(室)--廳1衛), 全新裝修、未住過，採光面積大 ,永慶房屋房間都有窗近捷運內湖站近捷運文德站,"2,835","3,120萬",無
2025_10_16 23_39_11,12,禾碩公園景觀宅,台北市文山區光輝路,住宅大樓,15.0年,建坪74.63,主+陽31.22,6/11樓,4房(室)2廳2衛(含加蓋--房(室)--廳1衛), 採光好通風佳格局方正 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運Y4站(施工中)近捷運Y3站(施工中),"4,368","4,368",含車位價570萬元
2025_10_16 23_39_11,12,臺大校園電梯四房,台北市中正區羅斯福路四段,華廈,41.3年,建坪51.27,主+陽48.16,5/7樓,4房(室)2廳2衛, 近捷運萬坪公園低公設前後陽台 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運公館站近捷運台電大樓站,"4,580","4,980萬",無
2025_10_16 23_39_11,12,後山埤高樓華廈,台北市南港區忠孝東路六段,華廈,39.8年,建坪40.38,主+陽37.28,5/7樓,3房(室)2廳2衛, 近捷運後山埤 生活機能方便 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運後山埤站近捷運Y36站(施工中),"3,980","3,980",無
2025_10_16 23_39_11,12,中正高樓遠景檀廂,台北市中正區南昌路一段,住宅大樓,6.8年,建坪34.41,主+陽18.07,15/15樓,1房(室)1廳1衛, 日式簡約風格裝潢免整理直接入住 ,永慶房屋新上有天然瓦斯房間都有窗近捷運中正紀念堂站(施工中)近捷運中正紀念堂站,"5,250","5,250",含車位價250萬元
2025_10_16 23_39_11,12,雙子星低公設美宅,台北市大同區貴德街,公寓,56.6年,建坪25.52,主25.52,3/4樓,1房(室)2廳1衛, 大客廳大餐廳未來雙子星加持 ,永慶房屋新上有天然瓦斯近捷運SB01站(規劃中)近捷運北門站,"1,888","1,998萬",無
2025_10_16 23_39_19,13,劍潭路純一樓辦公,台北市士林區劍潭路,華廈,41.5年,建坪38.52,主+平29.23,1/7樓,--房(室)1廳--衛, 近捷運公園旁生活機能便利 ,永慶房屋近捷運劍潭站,"3,050","3,500萬",無
2025_10_16 23_39_19,13,劍潭路純一樓辦公,台北市士林區劍潭路,華廈,41.5年,建坪38.52,主+平29.23,1/7樓,--房(室)1廳--衛, 近捷運公園旁生活機能便利 ,永慶房屋近捷運劍潭站,"3,050","3,500萬",無
2025_10_16 23_39_19,13,帝景。東騰千里,台北市中山區建國北路二段,住宅大樓,16.0年,建坪95.11,主+陽45.06,14/15樓,2房(室)2廳2衛, 近捷運公園超市，生活機能佳 ,永慶房屋有天然瓦斯房間都有窗近捷運行天宮站近捷運SB03站(規劃中),"11,980","11,980",含車位價700萬元
2025_10_16 23_39_19,13,中正國中小坪數,台北市中正區林森南路,辦公商業大樓,24.9年,建坪17.87,主+陽8.55,6/12樓,1房(室)1廳1衛, 中正國中 市大附小明星學區 ,永慶房屋新上房間都有窗近捷運中正紀念堂站(施工中)近捷運中正紀念堂站,"2,680","2,680",含車位價
2025_10_16 23_39_19,13,中山首購置產首選,台北市中山區雙城街,辦公商業大樓,43.9年,建坪11.92,主+陽10.16,3/6樓,--房(室)1廳1衛, 陽台規劃面廣場採光佳晴光機能 ,永慶房屋近捷運中山國小站近捷運民權西路站,888,888,無
2025_10_16 23_39_19,13,雙子星大兩房首選,台北市大同區延平北路一段,住宅大樓,44.7年,建坪30.52,主+陽24.84,5/11樓,2房(室)2廳1衛, 寬敞大空間面後棟安靜 ,永慶房屋新上近捷運北門站近捷運機場台北車站,"2,488","2,488",無
2025_10_16 23_39_19,13,敦南仁愛精裝鼎佳,台北市大安區仁愛路四段,華廈,44.3年,建坪48.54,主+陽42.53,7/7樓,4房(室)3廳4衛(含加蓋2房(室)1廳2衛), 棟距約15米 兩層大空間 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運信義安和站近捷運忠孝敦化站,"6,800","6,800",無
2025_10_16 23_39_19,13,萬芳捷運電梯首選,台北市文山區萬安街,華廈,42.2年,建坪24.91,主+陽19.46,2/7樓,3房(室)2廳1衛, 稀有坪數釋出 首購和小家庭首選 ,永慶房屋廁所有窗房間都有窗近捷運木柵站近捷運萬芳社區站,"1,650","1,780萬",無
2025_10_16 23_39_19,13,璞園面湖美景,台北市內湖區內湖路二段,住宅大樓,9.9年,建坪75.63,主+陽44.26,7/15樓,4房(室)2廳2衛, 湖景無限住戶單純稀有釋出 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運文德站近捷運港墘站,"9,600","9,600",含車位價300萬元
2025_10_16 23_39_19,13,中正植物園美寓,台北市中正區博愛路,公寓,53.8年,建坪27.25,主+陽27.25,3/4樓,3房(室)2廳1衛, 近植物園極佳採光稀有3樓美寓 ,永慶房屋有天然瓦斯房間都有窗近捷運植物園站(施工中)近捷運小南門站,"3,200","3,200",無
2025_10_16 23_39_19,13,萬大名邸四房美廈,台北市萬華區萬大路,華廈,38.2年,建坪43.39,主+陽40.91,3/6樓,4房(室)2廳2衛, 鄰近青年公園與未來捷運站 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運加蚋站(施工中)近捷運廈安站(施工中),"3,488","3,488",無
2025_10_16 23_39_19,13,專任中山站美套房,台北市大同區寧夏路,套房,29.0年,建坪14.03,主+陽8.72,7/14樓,1房(室)1廳1衛, 全新裝潢拎包入住-近中山捷運站 ,永慶房屋新上近捷運SB01站(規劃中)近捷運中山站,"1,168","1,250萬",無
2025_10_16 23_39_19,13,安和新力四房豪邸,台北市大安區安和路一段,住宅大樓,48.7年,建坪46.83,主+陽41.14,3/12樓,4房(室)2廳2衛, 正安和路燙金門牌 全天候管理 ,永慶房屋新上近捷運忠孝敦化站近捷運信義安和站,"5,999","5,999",無
2025_10_16 23_39_19,13,忠孝敦化林蔭純辦,台北市大安區敦化南路一段,住宅大樓,41.0年,建坪66.42,主45.02,13/14樓,6房(室)1廳--衛, 忠孝敦化捷運出口、門廳氣派 ,永慶房屋近捷運忠孝敦化站近捷運忠孝復興站,"6,908","7,838萬",無
2025_10_16 23_39_19,13,仰格邊間三房坡車,台北市士林區中山北路五段,住宅大樓,1.5年,建坪78.62,主+陽40.17,12/17樓,3房(室)2廳2衛," 天母仰格,中山北路,管理 ",永慶房屋新上近捷運Y26站(施工中)近捷運LR08站(規劃中),"7,588","7,588",含車位價350萬元
2025_10_16 23_39_19,13,大降價學霸三房,台北市內湖區金龍路,公寓,41.7年,建坪36.96,主+陽33.17,5/5樓,3房(室)2廳2衛, 麗山學區、生活機能佳 ,永慶房屋有天然瓦斯房間都有窗,"1,998","2,280萬",無
2025_10_16 23_39_19,13,雙主臥面公園四房,台北市中正區羅斯福路三段,華廈,47.1年,建坪47.18,主+陽41.74,3/7樓,4房(室)2廳3衛(含加蓋--房(室)--廳1衛), 面客家公園景觀佳，房房開窗明亮 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運台電大樓站近捷運古亭站,"3,883","3,883",無
2025_10_16 23_39_19,13,大直捷運住商華廈,台北市中山區北安路,辦公商業大樓,41.9年,建坪49.75,主+陽49.76,3/7樓,4房(室)2廳2衛, 近大直站、獨棟、可做辦公 ,永慶房屋有天然瓦斯房間都有窗近捷運大直站,"4,280","4,480萬",無
2025_10_16 23_39_19,13,忠孝名人巷美屋,台北市大安區忠孝東路三段,華廈,55.1年,建坪50.30,主+陽50.30,6/6樓,4房(室)2廳2衛, 環境清幽稀有上市 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運忠孝復興站,"5,180","5,180",無
2025_10_16 23_39_19,13,紫園電梯美三房車,台北市士林區中山北路五段,華廈,20.3年,建坪40.45,主+陽22.55,3/8樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛)," 士林區,一層兩戶,採光 ",永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運Y26站(施工中)近捷運Y27站(施工中),"3,880","3,880",含車位價130萬元
2025_10_16 23_39_19,13,晶華雙連新穎三室,台北市中山區新生北路二段,辦公商業大樓,34.7年,建坪19.09,主+陽14.26,5/9樓,3房(室)2廳1衛, 鄰林森晶華商圈、新生北路豪宅區 ,永慶房屋有天然瓦斯房間都有窗近捷運SB02站(規劃中)近捷運雙連站,"1,788","1,788",無
2025_10_16 23_39_19,13,奇岩雲端電梯大樓,台北市北投區中央南路二段,辦公商業大樓,10.1年,建坪25.57,主+陽10.02,3/19樓,1房(室)1廳1衛, 有裝潢挑高格局24物業管理 ,永慶房屋近捷運奇岩站近捷運北投站,"1,399","1,399",含車位價250萬元
2025_10_16 23_39_19,13,世豐是山三房車位,台北市北投區磺港路,住宅大樓,2.4年,建坪46.08,主+陽23.77,3/16樓,3房(室)2廳2衛, 鄰奇岩重劃區磺港溪再造C段公園 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運北投站近捷運奇岩站,"3,880","3,880",含車位價180萬元
2025_10_16 23_39_19,13,奇岩捷運方正公寓,台北市北投區中央南路二段,公寓,41.8年,建坪29.06,主+陽29.06,4/5樓,3房(室)2廳2衛, 近捷運站前巷道整齊 ,永慶房屋廁所有窗房間都有窗近捷運奇岩站近捷運L008站(規劃中),"1,368","1,368",無
2025_10_16 23_39_19,13,敦北南京邊間兩房,台北市松山區南京東路四段,住宅大樓,0.8年,建坪28.47,主+陽19.57,5/15樓,2房(室)2廳1衛, 介壽學區機能極佳 ,永慶房屋新上有天然瓦斯房間都有窗近捷運台北小巨蛋站近捷運SB05站(規劃中),"4,200","4,360萬",無
2025_10_16 23_39_19,13,高樓公園質感美屋,台北市中山區長春路,住宅大樓,15.7年,建坪40.70,主+陽17.74,13/14樓,1房(室)1廳1衛, 高樓層有景觀日系質感小豪宅 ,永慶房屋房間都有窗近捷運中山站,"4,110","4,110",含車位價410萬元
2025_10_16 23_39_19,13,南京東路全新店面,台北市松山區南京東路四段,店面,0.8年,建坪18.39,主13.44,1/15樓,--房(室)1廳1衛, 正南京東路四段大馬路小巨蛋捷運 ,永慶房屋新上正面大馬路近捷運台北小巨蛋站近捷運SB05站(規劃中),"5,600","5,600",無
2025_10_16 23_39_19,13,建北邊間公寓三樓,台北市中山區建國北路三段,公寓,40.4年,建坪44.25,主+陽37.62,3/5樓,3房(室)2廳2衛, 邊間三面採光 ,永慶房屋有天然瓦斯房間都有窗,"3,500","3,500",無
2025_10_16 23_39_19,13,松山捷運三房平車,台北市松山區民族東路,華廈,43.8年,建坪53.63,主+陽40.32,2/7樓,3房(室)2廳2衛, 近松機捷運管理華廈坡平車位美屋 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運松山機場站近捷運中山國中站,"4,580","4,850萬",含車位價300萬元
2025_10_16 23_39_19,13,京棧高樓圓山美景,台北市中山區新生北路三段,住宅大樓,16.0年,建坪35.82,主+陽15.29,12/13樓,1房(室)1廳1衛, 高樓層面圓山視野景觀佳 ,永慶房屋新上有天然瓦斯房間都有窗近捷運中山國小站,"3,450","3,450",含車位價300萬元
