物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
台北最強副都-龜山【5757】🏡很宜居🏡,桃園市龜山區大同路,透天厝,31.4年,133.55,24房(室)--廳8衛,B1~4/4樓,"3,578 萬"
過嶺商圈│雙學區公園宅｜精美五房雙車位別墅,桃園市新屋區新榮路,別墅,23.8年,59.41,5房(室)2廳3衛,1~4/4樓,"1,980 萬"
楊梅凱薩三房平車Veni vidi vici,桃園市楊梅區裕成南路,電梯大樓,27.8年,33.69,3房(室)2廳2衛,6/13樓,698 萬
臨61快速道路桃科園區全新員工宿舍86間電梯套房,桃園市觀音區白玉三路,不限,0.5年,1133.88,86房(室)--廳86衛,1~4/4樓,"35,800 萬"
(桃園)龍潭高原農地,桃園市龍潭區金龍段,土地,N/A,--,#NAME?,#NAME?,"2,353 萬"
龜山國中旁稀有千禧新城一期超美三房,桃園市龜山區光峯路千禧新城,電梯大樓,23.8年,46.48,3房(室)2廳2衛,6/13樓,"1,168 萬"
近中壢車站林森國小旁 全新精美裝潢三房子母車位,桃園市中壢區自忠街,華廈,28.3年,36.86,3房(室)2廳1衛,6/7樓,"1,098 萬"
(桃園)A15大園站近交流道大地坪美別墅,桃園市大園區中山南路一段,別墅,32.8年,74.6,5房(室)2廳3衛,1~3/3樓,"2,300 萬"
莊敬瓏耀 美透,桃園市觀音區福德街,透天厝,6.7年,50.89,4房(室)2廳3衛,1~4/4樓,"1,500 萬"
大竹學區旁 邊間 美透,桃園市蘆竹區大興十一街,透天厝,24.7年,66.25,4房(室)3廳3衛,1~4/4樓,"1,980 萬"
(桃園)青埔A18亞歷山大4房豪華電梯別墅,桃園市大園區高鐵北路二段,別墅,12.2年,152.77,4房(室)2廳4衛,B1~4/4樓,"6,600 萬"
<璟都劍橋>三角窗邊間~穩定收租雙店面,桃園市桃園區大有路,電梯大樓,1.4年,217.77,#NAME?,1/14樓,"17,466 萬"
草漯 全新透天 大觀紐約6,桃園市觀音區六合一街,透天厝,3.4年,42.96,3房(室)2廳2衛,1~4/4樓,"1,380 萬"
新興街 邊間 透天,桃園市蘆竹區新興街,透天厝,31.3年,89.56,4房(室)4廳5衛,B1~4/4樓,"1,980 萬"
青埔旁｜近國道、台66線｜８米路全新廠房＋農地,桃園市中壢區聖德路一段,廠房,0.7年,325.74,#NAME?,1~2/2樓,"23,000 萬"
A7捷運站 大亮泊D5棟,桃園市龜山區文化一路,電梯大樓,N/A,18.16,#NAME?,24/29樓,998 萬
全新裝潢八德美寓,桃園市八德區介壽路一段,公寓,45.2年,26.65,3房(室)2廳2衛,2/4樓,888 萬
全新裝潢八德美寓,桃園市八德區介壽路一段,公寓,45.2年,26.65,3房(室)2廳2衛,2/4樓,888 萬
大亮泊面文化一路D7戶型,桃園市龜山區文化一路,電梯大樓,N/A,18.45,2房(室)1廳1衛,25/29樓,998 萬
近捷運G28站、忠貞市場、富台國小旁透天,桃園市中壢區中山東路三段,透天厝,45.4年,27.22,5房(室)2廳3衛,1~2/2樓,"1,288 萬"
(桃園)平鎮山仔頂全新美裝潢邊間大面寬透天,桃園市平鎮區中豐路山頂段,透天厝,46.3年,29.95,4房(室)3廳3衛,1~2/3樓,"1,298 萬"
桃園市中心~精美辦公室~近火車站L,桃園市桃園區三民路三段,電梯大樓,34.6年,17.06,--房(室)1廳1衛,2/20樓,747 萬
(桃園)高鐵青埔A18站聯上世界寬敞大四房雙車位,桃園市大園區高鐵南路一段,電梯大樓,10.3年,86.44,3房(室)2廳2衛,6/14樓,"3,980 萬"
(桃園)青埔A18(聯上世界)美裝潢4房雙車位,桃園市大園區高鐵南路一段,電梯大樓,10.3年,79.05,4房(室)2廳2衛,12/14樓,"3,980 萬"
(桃園)中壢內壢前站忠孝路商圈透天,桃園市中壢區忠孝路,透天厝,37.3年,45.4,5房(室)3廳3衛,1~2/2樓,"2,588 萬"
(桃園)中壢過嶺3面採光雙衛浴開窗3+1房車位,桃園市中壢區高鐵南路五段,電梯大樓,1.5年,55.38,3房(室)2廳2衛,4/15樓,"1,880 萬"
(桃園)青埔A18置地廣場曜見築邊間2+1房車位,桃園市大園區興德路,華廈,10.5年,43.85,2房(室)2廳1衛,6/8樓,"1,798 萬"
楊梅區楊梅交流道旁優質社區溫馨三房車,桃園市楊梅區三民北路,華廈,29.8年,45.11,3房(室)2廳2衛,8/9樓,998 萬
桃園市中心~精美辦公室~近火車站B1,桃園市桃園區三民路三段,電梯大樓,34.6年,16.56,--房(室)1廳1衛,2/20樓,725 萬
蘆竹區南崁台茂旁全新整理景觀4房車,桃園市蘆竹區南山路一段,電梯大樓,N/A,52.44,4房(室)2廳2衛,13/20樓,"1,380 萬"
桃園市中心~精美辦公室~近火車站A9,桃園市桃園區三民路三段,電梯大樓,34.6年,17.36,--房(室)1廳1衛,2/20樓,761 萬
近玉山公園天下至尊國中小學區旁,桃園市桃園區南山街,電梯大樓,31.2年,36.13,3房(室)2廳2衛,2/12樓,880 萬
桃園市中心~精美辦公室~近火車站A8,桃園市桃園區三民路三段,電梯大樓,34.6年,22.11,--房(室)1廳1衛,2/20樓,879 萬
(桃園)昇捷雲濤3房子母車位百坪豪宅露臺景觀戶,桃園市蘆竹區錦中街,電梯大樓,13.8年,109.31,4房(室)2廳4衛,11/17樓,"3,280 萬"
桃園市中心~精美辦公室~近火車站A4,桃園市桃園區三民路三段,電梯大樓,34.6年,30.96,--房(室)1廳1衛,2/20樓,"1,246 萬"
全新交屋豐盛之城百萬裝潢兩房車,桃園市八德區豐吉路,電梯大樓,1.1年,33.41,2房(室)2廳1衛,4/13樓,"1,498 萬"
(桃園)青埔A19景觀宅『太睿泰極』3+1房車位,桃園市中壢區領航南路一段,電梯大樓,10.9年,62.73,3房(室)2廳2衛,11/14樓,"3,288 萬"
(桃園)楊梅愛買旁國寶江山景觀三房,桃園市楊梅區中山北路二段,電梯大樓,32.0年,28.52,3房(室)2廳1衛,12/12樓,638 萬
藝術名廈大3房 全新裝潢,桃園市桃園區國豐六街,華廈,31.5年,33.81,3房(室)2廳2衛,7/8樓,"1,050 萬"
內壢前站稀有釋出囍宿次頂樓景觀美兩房車,桃園市中壢區大華路,華廈,6.1年,33.35,2房(室)2廳1衛,9/10樓,"1,258 萬"
近A21中壢夜市古華飯店全新整理美透天,桃園市中壢區民權路二段,透天厝,52.4年,23.33,4房(室)2廳5衛,1~2/2樓,"2,080 萬"
桃園站前400米【採光電梯4房】邊間衛浴開窗,桃園市桃園區復興路,電梯大樓,27.8年,35.91,4房(室)2廳2衛,7/12樓,"1,080 萬"
(桃園)高鐵A18站前全新交屋2房2衛浴+車位,桃園市中壢區青峰路二段,電梯大樓,1.0年,35.85,2房(室)2廳2衛,7/11樓,"2,188 萬"
璟上盛｜平鎮復旦全新電梯｜可停車｜學區透天｜中,桃園市平鎮區平安南街,透天厝,1.2年,91.03,4房(室)2廳6衛,1~4/4樓,"3,800 萬"
璟上盛｜平鎮復旦全新電梯｜可停車｜學區透天｜邊,桃園市平鎮區平安南街,透天厝,1.2年,89.92,5房(室)2廳6衛,1~4/4樓,"3,800 萬"
桃園觀音區草漯工業區大地坪投報電梯套房,桃園市觀音區永吉街,透天厝,0.9年,118.46,#NAME?,1~5/5樓,"3,380 萬"
昇捷前庭後院美三房車位,桃園市蘆竹區奉化路,華廈,27.1年,48.63,3房(室)2廳1衛,1/9樓,"1,498 萬"
時尚美墅別墅(2),桃園市觀音區福昌街,透天厝,10.9年,89.65,5房(室)2廳4衛,1~4/4樓,"1,758 萬"
時尚美墅別墅(2),桃園市觀音區福昌街,透天厝,10.9年,89.65,5房(室)2廳4衛,1~4/4樓,"1,758 萬"
觀音近66全新美透(A5),桃園市觀音區新華路一段,透天厝,1.3年,45.82,3房(室)2廳4衛,1~3/3樓,"1,258 萬"
桃園楊梅小富翁投資分租三套房高投報,桃園市楊梅區富民街,華廈,20.0年,26.96,3房(室)--廳3衛,1/4樓,568 萬
(桃園)青埔A19宜誠僑峰千萬裝潢百坪四房三車位,桃園市中壢區領航南路一段,電梯大樓,13.5年,136.44,4房(室)2廳3衛,12/14樓,"5,880 萬"
（觀音方正甲建）,桃園市觀音區崙尾段,土地,N/A,--,#NAME?,#NAME?,998 萬
觀音近66全新美透(A6),桃園市觀音區新華路一段,透天厝,1.3年,46.93,3房(室)2廳4衛,1~3/3樓,"1,298 萬"
好事成雙~忠貞市場遠雄龍岡3房車,桃園市平鎮區中正三路,電梯大樓,10.0年,56.44,3房(室)2廳2衛,3/19樓,"1,798 萬"
(桃園)中壢A22捷運站~傳世一品苑三房車位,桃園市中壢區永嘉街,電梯大樓,9.9年,57.61,3房(室)2廳2衛,6/15樓,"2,288 萬"
泰安街大兩房,桃園市觀音區泰安街,華廈,10.3年,24.59,2房(室)2廳1衛,4/5樓,598 萬
元昌喜悅 大竹市場別墅,桃園市蘆竹區大興十四街,透天厝,27.9年,64.64,4房(室)3廳4衛,1~4/4樓,"1,958 萬"
大湳核心稀有單層獨戶大四房雙主臥,桃園市八德區永福西街,公寓,42.5年,34.85,4房(室)2廳3衛,3/5樓,798 萬
SOGO商圈中壢夜市四房五衛外牆全新裝潢透天,桃園市中壢區民權路二段,透天厝,52.4年,23.33,4房(室)2廳5衛,1~2/2樓,"2,080 萬"
中壢區光明公園古華優質全新整理美透天,桃園市中壢區民權路二段,透天厝,N/A,23.33,4房(室)2廳5衛,1~2/2樓,"2,080 萬"
(桃園)楊梅鼎藏大硯景觀三房車位,桃園市楊梅區青山一街,電梯大樓,6.9年,48.59,3房(室)2廳2衛,9/15樓,"1,388 萬"
中正商圈 全新整理愛七街一樓大面寬店面,桃園市桃園區愛七街,公寓,45.4年,25.58,#NAME?,1/4樓,"1,588 萬"
(桃園)中壢低樓高投報精美收租4套房,桃園市中壢區永康街,公寓,40.3年,38.45,4房(室)4廳4衛,3/5樓,"1,358 萬"
中悅桂冠四房車-稀有豪宅景觀獨享一層一戶,桃園市桃園區經國路,電梯大樓,20.7年,90.79,4房(室)2廳4衛,14/14樓,"4,500 萬"
(桃園)藝文商圈中悅知音大四房五車位,桃園市桃園區莊敬路一段,電梯大樓,19.7年,165.33,4房(室)2廳4衛,8/14樓,"5,698 萬"
長庚商圈文興路【林口大鎮】發財金店面,桃園市龜山區文興路,華廈,30.8年,19.8,#NAME?,1/9樓,"2,450 萬"
新屋區永安國小全新整理合法庭園美農舍,桃園市新屋區龍莊路,農舍,42.7年,34.9,5房(室)2廳2衛,1/1樓,"3,980 萬"
大園客運園區美建地,桃園市大園區客運二段,土地,N/A,--,#NAME?,#NAME?,"2,782 萬"
近大湳交流道~忠勇商圈台北富達美3房,桃園市八德區東勇街,電梯大樓,30.8年,31.2,3房(室)2廳2衛,4/13樓,998 萬
桃園/龍安/愛買商圈/近交流道社區型別墅,桃園市桃園區國強十三街,別墅,21.9年,71,5房(室)2廳5衛,1~5/5樓,"2,280 萬"
楊梅區富岡伯公岡櫻木花道雙車位電梯別墅,桃園市楊梅區信義街,透天厝,1.6年,66.15,5房(室)2廳3衛,1~3/3樓,"1,980 萬"
近龜山工業區幸福雙學區精美溫馨３房,桃園市龜山區幸福五街,公寓,44.9年,21.78,3房(室)2廳1衛,4/5樓,558 萬
近中壢遠東SOGO 超大室內空間四房車,桃園市中壢區普義路,華廈,32.9年,54.07,4房(室)2廳2衛,6/7樓,"1,318 萬"
近G01、G02全新電梯大坪數質感透天,桃園市八德區廣興五街,透天厝,1.7年,67,4房(室)3廳3衛,1~4/4樓,"3,200 萬"
(桃園)高鐵站前『佳瑞M+』前後陽台大三房雙車位,桃園市中壢區高鐵站前西路二段,電梯大樓,12.6年,71.54,3房(室)2廳2衛,3/11樓,"2,558 萬"
同安國小~香榭別墅 4房車~附頂樓大露臺,桃園市桃園區同安街,樓中樓,28.6年,71.52,4房(室)3廳3衛,4~5/5樓,"1,888 萬"
八德區~近捷運G03站~青年城美裝三房平車,桃園市八德區介壽路二段,公寓,23.1年,43.46,3房(室)2廳2衛,2/4樓,"1,158 萬"
桃園火車站.小檜溪重劃區桃三街、有管理公寓,桃園市桃園區桃三街,公寓,40.6年,35.41,3房(室)2廳2衛,4/5樓,980 萬
桃園火車站.小檜溪重劃區桃三街、有管理公寓,桃園市桃園區桃三街,公寓,40.6年,35.41,3房(室)2廳2衛,4/5樓,980 萬
(乙工)廣豐商圈G05明日城別墅可停雙車,桃園市八德區桃德路,別墅,18.8年,80.48,5房(室)2廳3衛,B1~4/4樓,"2,688 萬"
大溪一戶一國山河戀獨棟大地坪前院停車美別墅,桃園市大溪區勝利街,透天厝,17.3年,87.13,4房(室)3廳4衛,B1~3/3樓,"2,880 萬"
獨戶大露台三面採光百坪商辦~桃園大賞,桃園市桃園區中山路,電梯大樓,25.9年,124.91,#NAME?,2/20樓,"2,990 萬"
大亮泊面中庭高樓層住宅三房車,桃園市龜山區文化一路,電梯大樓,N/A,35.99,3房(室)1廳1衛,26/29樓,"1,398 萬"
桃園火車站 朝陽森林公園現成包租公/包租婆,桃園市桃園區中山東路,電梯大樓,34.6年,720.49,54房(室)--廳54衛,12/13樓,"18,800 萬"
通勤首選｜國泰站前新銳｜高鐵兩房平車,桃園市中壢區青心路,電梯大樓,1.3年,29.48,2房(室)1廳1衛,20/21樓,"1,588 萬"
低總價/楊梅近湖口/全新裝潢/美美透天,桃園市楊梅區上湖二路,透天厝,42.8年,36.21,3房(室)2廳3衛(另加蓋1房(室)1廳--衛),1~2/2樓,898 萬
( 大溪紅樓低總價整新3房車 ),桃園市大溪區勝利街,華廈,30.7年,45.26,3房(室)2廳2衛,7/7樓,750 萬
(專)桃園RV生活館高樓採光三房,桃園市桃園區春日路,電梯大樓,23.9年,32.99,3房(室)2廳2衛,12/14樓,"1,136 萬"
大竹天馥四房面湖雙車,桃園市蘆竹區大興一街,電梯大樓,12.7年,71.8,4房(室)2廳2衛,8/12樓,"2,288 萬"
近中路黃金路段增值大2房,桃園市桃園區永安路,公寓,48.1年,20.38,2房(室)2廳1衛,4/4樓,518 萬
中壢華勛街透天,桃園市中壢區華勛街,透天厝,49.1年,14.91,2房(室)1廳1衛,1~2/2樓,798 萬
💗桃園市政府文康美寓無畏新世界,桃園市桃園區文康街,公寓,44.2年,26.63,3房(室)2廳2衛,5/5樓,888 萬
Room18邊間正兩房車位,桃園市桃園區民有三街,電梯大樓,14.4年,31.96,2房(室)2廳1衛,12/12樓,"1,168 萬"
華勛透天 低總價活巷需大整理,桃園市中壢區華勛街,透天厝,49.1年,14.91,2房(室)2廳1衛,1~2/2樓,798 萬
美麗家園兩房車,桃園市觀音區坑尾二路,華廈,7.3年,24.25,2房(室)2廳2衛,1/5樓,698 萬
A8樂善妍三角店面~長庚醫護商圈~樂善國小,桃園市龜山區文山街,華廈,3.6年,32,#NAME?,1/8樓,"2,400 萬"
楊梅區楊梅國中小大地坪稀有美透天,桃園市楊梅區校前路,透天厝,41.5年,45.42,5房(室)3廳2衛,1~2/2樓,"1,580 萬"
鄰近長榮航空總部-無敵視野景觀4房雙車,桃園市蘆竹區南華一街,電梯大樓,28.9年,73.66,4房(室)2廳2衛,18/25樓,"1,993 萬"
書法公園『帝一莊』大坪數4+1房雙車位,桃園市大園區領航北路四段,華廈,11.0年,79.82,4房(室)2廳2衛,7/7樓,"3,280 萬"
觀音紐約幸運星五房前院可停車美別墅,桃園市觀音區中山路一段,別墅,5.7年,65.66,5房(室)3廳4衛,1~5/5樓,"1,488 萬"
青埔森學園三房雙車位,桃園市中壢區領航北路二段,電梯大樓,4.4年,57.19,3房(室)2廳2衛,3/13樓,"2,480 萬"
上興路透店,桃園市蘆竹區上興路,透天厝,21.1年,66.81,5房(室)3廳4衛,1~4/4樓,"2,998 萬"
( 上湖國小全新整理漂亮透天 ),桃園市楊梅區上湖二路,別墅,42.8年,36.21,4房(室)3廳2衛,1~2/2樓,898 萬
近內壢環中商圈 全新整理次頂樓三房華厦,桃園市中壢區榮民路,華廈,33.5年,31.23,3房(室)2廳1衛,4/5樓,798 萬
青埔宏普画時代時尚苑近高鐵A18全新黃金店面,桃園市中壢區青峰路二段,電梯大樓,1.0年,29.3,#NAME?,1/11樓,"1,988 萬"
八德重劃區君邑莫札特4房+車位近學區旁,桃園市八德區廣興一路,電梯大樓,11.7年,56.89,4房(室)2廳3衛,8/15樓,"1,998 萬"
桃園中路特區整新三房美公寓,桃園市桃園區永安路,公寓,43.9年,28.83,3房(室)2廳1衛,3/5樓,895 萬
(桃園)青埔A18(威均天翔)邊間大兩房車位,桃園市中壢區領航南路三段,電梯大樓,6.6年,39.39,2房(室)2廳1衛,6/16樓,"1,950 萬"
自建電梯別墅,桃園市楊梅區永楊段,土地,N/A,--,#NAME?,#NAME?,"2,900 萬"
自建電梯別墅,桃園市楊梅區永楊段,土地,N/A,--,#NAME?,#NAME?,"2,900 萬"
大溪老街低總價全新整理電梯3房車,桃園市大溪區勝利街,華廈,30.7年,45.24,3房(室)2廳2衛,7/7樓,798 萬
楊梅區台31全新整理上湖國小透天,桃園市楊梅區上湖二路,透天厝,42.8年,36.21,4房(室)3廳2衛,1~2/2樓,898 萬
(桃園)高鐵『站前新銳』兩房車位~青埔A18,桃園市中壢區青心路,電梯大樓,1.3年,29.48,2房(室)2廳1衛,20/20樓,"1,588 萬"
(桃園)永順國小電梯大2房~溫州公園,桃園市桃園區溫州街,華廈,34.4年,26.31,2房(室)2廳1衛,4/7樓,820 萬
臻美四房車,桃園市蘆竹區南平街,電梯大樓,24.0年,54.94,4房(室)2廳2衛,2/12樓,"1,798 萬"
(桃園)高鐵書法公園『宸宜進寶』電梯透天店面,桃園市大園區高鐵北路二段,別墅,13.9年,109.69,4房(室)3廳4衛,1~4/4樓,"4,200 萬"
大溪中庄美地,桃園市大溪區中庄段,土地,N/A,--,#NAME?,#NAME?,"1,100 萬"
巨星世家/全新整理/華夏三房平車,桃園市桃園區延壽街,華廈,33.4年,39.62,3房(室)2廳2衛,1/7樓,"1,298 萬"
(桃園)青埔A19青塘園三房車位,桃園市中壢區永能路,電梯大樓,12.4年,53.44,3房(室)2廳2衛,3/12樓,"1,988 萬"
A19雙子星3+1雙車(一層僅一戶),桃園市中壢區高鐵南路二段,電梯大樓,9.8年,119.06,3房(室)2廳3衛,10/14樓,"4,388 萬"
有水電中壢都內農,桃園市中壢區振興段,土地,N/A,--,#NAME?,#NAME?,"1,288 萬"
青埔重劃區旁 觀音臨路建+農地,桃園市觀音區富林段,土地,N/A,--,#NAME?,#NAME?,"43,060 萬"
光明國中旁透天四層可停雙車,桃園市蘆竹區南竹路一段,透天厝,23.3年,71.45,4房(室)3廳3衛,B1~3/3樓,"3,680 萬"
桃園羅丹一期 / 全新整理美四房,桃園市桃園區大有路,電梯大樓,32.1年,42.76,4房(室)2廳2衛,3/16樓,"1,298 萬"
桃園觀音6.1分都農地,桃園市觀音區大同段,土地,N/A,--,#NAME?,#NAME?,"6,811 萬"
龜山透天,桃園市龜山區萬壽路二段,透天厝,54.7年,30.39,3房(室)2廳2衛,1~2/2樓,"1,178 萬"
青埔A18成家大壐稀有釋出庭院戶兩房車,桃園市中壢區領航南路四段,電梯大樓,6.2年,35.29,2房(室)2廳1衛,1/14樓,"1,598 萬"
龜山透天,桃園市龜山區萬壽路二段,透天厝,54.7年,33.39,3房(室)2廳2衛,1~2/2樓,"1,188 萬"
南崁千坪廠辦-未來捷運線線．好市多,桃園市蘆竹區南崁路二段,廠房,26.7年,1408.07,11房(室)1廳5衛,1~2/2樓,"75,300 萬"
(桃園)前院停車近中路文忠山莊庭園美式別墅,桃園市蘆竹區文新街,別墅,32.5年,156.44,6房(室)3廳6衛,1~3/3樓,"8,880 萬"
近好市多臨路大面寬透天,桃園市觀音區新富路,透天厝,14.5年,58.6,3房(室)2廳3衛,1~4/4樓,"1,758 萬"
大有商圈近桃林步道~寶山名邸~點位棒美三房,桃園市桃園區寶山街,電梯大樓,28.1年,20.77,3房(室)2廳2衛,5/12樓,888 萬
藝文特區莊二街 EQ別墅樓中樓大美3房車,桃園市桃園區莊二街,別墅,27.4年,50.36,3房(室)2廳2衛,5~6/8樓,"1,498 萬"
大竹重劃區獨棟別墅面寬11米頂級建材庭院可停4車,桃園市蘆竹區大興七街,別墅,20.9年,126.43,4房(室)4廳4衛,1~4/4樓,"4,980 萬"
甲桂林裝潢大三房,桃園市桃園區江南十街,電梯大樓,32.0年,32.54,3房(室)2廳2衛,6/13樓,"1,168 萬"
藝文區EQ別墅 全新漂亮裝潢3房車,桃園市桃園區莊二街,華廈,27.4年,50.36,3房(室)2廳2衛,5/8樓,"1,598 萬"
藝文大地坪電梯別墅~一樓可當店面,桃園市桃園區新埔七街,別墅,2.8年,146.26,6房(室)4廳6衛,1~5/5樓,"7,680 萬"
(桃園)中壢車站中正路財源滾滾金店面,桃園市中壢區中正路,透天厝,50.6年,167.62,--房(室)4廳4衛,1~4/4樓,"11,350 萬"
(桃園)青埔A18(成家大璽)精美大兩房平車位,桃園市中壢區領航南路四段,電梯大樓,6.2年,35.23,2房(室)2廳1衛,9/14樓,"1,876 萬"
近機場系統交流道臨開南大學新整美透天,桃園市蘆竹區新興街,透天厝,31.3年,80.57,5房(室)3廳6衛,1~4/4樓,"2,380 萬"
近機場系統交流道臨開南大學新整美透天,桃園市蘆竹區新興街,透天厝,31.3年,80.57,5房(室)3廳6衛,1~4/4樓,"2,380 萬"
仁和街透天,桃園市蘆竹區大竹路,透天厝,31.9年,102.2,4房(室)2廳4衛,B1~5/5樓,"2,388 萬"
(桃園)中壢A21南園二路重劃區前院車庫別墅,桃園市中壢區南園二路,別墅,22.4年,69.31,4房(室)3廳3衛,1~4/4樓,"2,480 萬"
八德廣豐近G05明日城奢華雙車美別墅,桃園市八德區桃德路,透天厝,18.8年,76.58,4房(室)3廳3衛,B1~4/4樓,"2,498 萬"
龍潭全新完工六套房前院停車電梯透天A,桃園市龍潭區富華街三林段,透天厝,1.7年,78.61,6房(室)3廳7衛,1~5/5樓,"2,388 萬"
省桃低總價透天,桃園市桃園區雙龍街,透天厝,51.2年,12.61,1房(室)1廳1衛,1/1樓,888 萬
G12捷運旁 福利國 次頂樓四房車,桃園市桃園區同德六街,電梯大樓,29.7年,50.96,4房(室)2廳2衛,13/14樓,"1,880 萬"
( 市府商圈收租10套房透天 ),桃園市桃園區復興路,別墅,47.3年,22.87,10房(室)--廳10衛,1~2/2樓,"2,980 萬"
楊梅區正省道商圈大坪數透店加優質6套房,桃園市楊梅區中山南路,農舍,44.6年,17.54,5房(室)3廳2衛,1/1樓,"1,690 萬"
藝文麗晶花園 百萬裝潢2+1房車,桃園市桃園區藝文一街,電梯大樓,5.8年,63.86,2房(室)2廳3衛,19/26樓,"4,288 萬"
楊梅區文化雙學區白馬豪景優質三房車,桃園市楊梅區福羚路,華廈,32.6年,36.45,3房(室)2廳2衛,2/7樓,798 萬
觀音美店墅,桃園市觀音區福祥街,透天厝,4.4年,53.58,5房(室)3廳4衛,1~5/5樓,"1,638 萬"
中壢區中央大學旁正中央路優質透天,桃園市中壢區中央路,透天厝,54.8年,77.57,2房(室)2廳2衛,1~2/2樓,"2,680 萬"
近桃園火車站未來棕線捷運站歡璽城露台電梯戶,桃園市龜山區萬壽路二段,電梯大樓,3.5年,47.26,#NAME?,2/15樓,"1,698 萬"
龍潭市中心超級店面巨大地平面寬大透天,桃園市龍潭區北龍路,透天厝,40.7年,96.98,2房(室)3廳5衛,1/1樓,"5,750 萬"
大有商圈景觀三房+平面車位(全球鳳凰城),桃園市桃園區大有路,電梯大樓,32.9年,42.49,3房(室)1廳1衛,2/16樓,938 萬
(工業宅)寶祥縣寶三房,桃園市桃園區中山路,廠房,30.5年,37.91,3房(室)2廳2衛,7/17樓,"1,198 萬"
近中壢好市多-低總價電梯-樓中樓大四房,桃園市觀音區富信路,華廈,29.7年,44.44,4房(室)2廳2衛,5/5樓,598 萬
藝文區中國江山3房,桃園市桃園區明德街,電梯大樓,31.0年,30.35,3房(室)2廳2衛,17/17樓,"1,098 萬"
益榮美的世界-觀音美透天~門前可停兩台車,桃園市觀音區中山路一段,透天厝,6.0年,63.21,4房(室)3廳4衛,1~4/4樓,"1,798 萬"
( 桃園市府全新整理質感收租美寓 ),桃園市桃園區縣府路,公寓,36.3年,47.4,5房(室)--廳5衛,5/5樓,"1,866 萬"
(桃園)平鎮第一高【玉山-民族極景】無敵景觀23,桃園市平鎮區民族路二段,電梯大樓,11.2年,48.39,3房(室)2廳2衛,23/25樓,"1,558 萬"
( 內壢高中旁精美收租四套房 ),桃園市中壢區文成北街,公寓,41.3年,30.47,4房(室)--廳4衛,2/4樓,"1,198 萬"
（桃園市府全新整理質感收租美寓）,桃園市桃園區縣府路,公寓,1.4年,47.4,5房(室)--廳5衛,5/5樓,"1,866 萬"
(桃園)桃園市政府商圈高收租八套房,桃園市桃園區縣府路,公寓,36.3年,47.4,5房(室)5廳5衛(另加蓋3房(室)3廳3衛),5/5樓,"1,866 萬"
赤塗崎保護地,桃園市蘆竹區赤塗段,土地,N/A,--,#NAME?,#NAME?,638 萬
青埔 新潤 國品苑 四房車,桃園市中壢區青商路,電梯大樓,11.2年,58.73,4房(室)2廳2衛,4/14樓,"2,880 萬"
(桃園)中壢過嶺重劃區樺龍潮+2黃金金店面,桃園市中壢區高鐵南路五段,電梯大樓,1.5年,84.89,--房(室)1廳1衛,1~2/15樓,"3,500 萬"
大竹學區旁獨棟透天,桃園市蘆竹區大福路,透天厝,28.5年,48.17,4房(室)2廳3衛,1~3/3樓,"1,888 萬"
百年皇宮稀有1~2樓店住~適合文武百業,桃園市桃園區民安路,華廈,36.9年,116.14,4房(室)4廳4衛,1~2/8樓,"3,180 萬"
近藝文區.捷運G9~前後大陽台大空間4+1美寓,桃園市桃園區大連二街,公寓,30.7年,41.46,4房(室)2廳2衛,4/4樓,"1,580 萬"
近藝文區.捷運G9~前後大陽台大空間4+1美寓,桃園市桃園區大連二街,公寓,30.7年,41.46,4房(室)2廳2衛,4/4樓,"1,580 萬"
(桃園)龍潭大面寬好出入電梯廠房,桃園市龍潭區工七路,廠房,9.6年,305.86,#NAME?,1~4/4樓,"12,000 萬"
(桃園)近中原體育園區精美收租三套房,桃園市中壢區大勇四街,公寓,43.8年,23.38,3房(室)2廳3衛,5/5樓,868 萬
(桃園)中壢近中原大學精美收租4套房,桃園市中壢區中北路,公寓,44.9年,29.08,4房(室)4廳4衛,3/5樓,"1,198 萬"
鄰近置地生活廣場(八德)三房・機能佳,桃園市桃園區永福西街,電梯大樓,32.0年,32.36,3房(室)2廳2衛,10/13樓,870 萬
新屋區中華南路全新整理優質美透天(二),桃園市新屋區中華南路二段,透天厝,45.0年,31.76,4房(室)2廳3衛,1~3/3樓,998 萬
近G09桃園夜市漂亮收租套房透天,桃園市桃園區大華九街,透天厝,54.4年,36.9,18房(室)1廳18衛,1~5/5樓,"2,888 萬"
新屋區中華南路全新整理優質美透天(一),桃園市新屋區中華南路二段,透天厝,45.0年,24.48,4房(室)2廳3衛,1~3/3樓,938 萬
(桃園)『尊騰美術』收租四套房加四車位~,桃園市中壢區文智路,電梯大樓,6.5年,112.34,4房(室)4廳4衛,3/13樓,"4,580 萬"
中北黃昏市場旁靜巷美透天~近中原大潤發,桃園市中壢區天成新村,透天厝,53.1年,27.5,4房(室)2廳2衛,1~2/2樓,"1,198 萬"
桃園區最美3房公寓,桃園市桃園區永安路,公寓,43.9年,28.83,3房(室)2廳1衛,3/5樓,890 萬
林森國小孝親邊間透天,桃園市中壢區銘傳街,透天厝,39.7年,35.36,5房(室)3廳3衛,1~2/2樓,"1,980 萬"
青埔聯上世紀 三房車,桃園市中壢區青商路,電梯大樓,8.6年,53.24,3房(室)2廳2衛,8/14樓,"2,588 萬"
