抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_52_05,15,華勛國小.幸福黃昏市場旁精美三房(綠地芳庭),桃園市中壢區新中北路二段,華廈,31.7年,建坪33.01,主+陽25.15,6/7樓,#NAME?," (1)附機車位B1-12。
(2)社區僅19戶，單純好管理。
(3)全室冷氣冷媒排水管線皆已配置完成。
(4)屋主貼心有增設開關、插座方便使用。
(5)全室管線皆已更新。
(6)廚具、衛浴全部換新。
(7)採光通風佳。
(8)一卡皮箱即可入住。
(9)適新婚夫妻、小家庭。
(10)位於中壢、桃園、八德重要樞紐，地理位置極佳。

 ",有巢氏房屋新上,898,898,無
2025_10_16 23_52_05,15,桃園成功國小旁永安路電梯整新美兩房,桃園市桃園區永安路,華廈,32.8年,建坪26.21,主+陽18.57,4/5樓,2房(室)2廳1衛," 1.室內格局方正 兩房空間適合小家庭/小資族
2.雙陽台採光通風佳 大陽台空間好曬衣服曬棉被
3.近國小國中高中 學區機能完善 接送孩通超方便
4.近台4線/台1線/桃園火車站/綠線延伸線/捷運棕線/公車站牌 南來北往交通便利快速
5.近縣府商圈/站前商圈 購物採買走路就到
6.周邊就有公園/運動場/超商/超市 生活機能超強
7.一樓就有機車停放區 機車不怕沒位置停
8.戶數少 進出單純 首購買房桃園市區最佳好選擇
9.垃圾車下午16:50-17:00經過樓下 免追超優雅 ",台慶不動產新上房間都有窗,898,898,無
2025_10_16 23_52_05,15,龍潭交流道旁電梯三房車 新婚成家首選,桃園市龍潭區健行路,華廈,31.0年,建坪34.94,主+陽22.02,4/6樓,3房(室)2廳2衛," 採光好,通風佳,格局方正
低總價三房附平面車位
24小時警衛管理，出入單純
鄰近交流道、學區、醫院，交通便利
一層兩戶設計，居住更安心 ",台慶不動產新上,698,698,無
2025_10_16 23_52_05,15,平鎮東勢全新整理邊間美透天,桃園市平鎮區華隆街,透天厝,43.7年,建坪38.57,主38.57,1~3/3樓,4房(室)2廳2.5衛," 全室整新裝潢，水電線路更新。
頂樓防水。
近龍岡商圈，生活機能佳。
距66快速道路2.1公里，交通便利。
邊間，三面採光，旁有10坪交通用地，好停車。 ",台慶不動產新上,"1,280","1,280",無
2025_10_16 23_52_05,15,中豐路旁烏樹林工業區稀有工業廠房,桃園市龍潭區工五路,廠房,32.7年,建坪54.57,主+平+陽53.29,1~2/2樓,4房(室)2廳3衛," 烏樹林工業區透天廠房可廠登
室內可停2台車
頂樓+1F後巷增建大空間
臨中豐路交通車超便利
靜巷透天廠房,稀有物件 ",台慶不動產新上,"2,200","2,200",無
2025_10_16 23_52_05,15,平鎮東勢學區全新整理邊間4房精美透天,桃園市平鎮區華隆街,透天厝,43.7年,建坪38.57,主38.57,1~3/3樓,4房(室)2廳3衛," 距離忠貞市場約2.5公里，商家林立、生活機能方便。
學區：東安國中、東勢國小，上下課接送方便。
上66快速道路約2.1公里，交通便利，建物旁有約10坪的交通用地可用來停車，
全室重新裝潢，水電已更新，可直接入住，面寬約6米，3樓大露臺可自行規劃。
歡迎預約賞屋！ ",永慶不動產新上,"1,280","1,280",無
2025_10_16 23_52_09,16,龍安商圈新美國華廈低總價3+1房,桃園市桃園區國強二街,電梯大樓,31.6年,建坪37.36,主+陽+露31.90,12/13樓,3房(室)2廳2衛, 精華地段，高樓景觀馥足，近交流道，富域滿廳走進屋內立刻感受空間寬敞，明亮客廳設計大器，整個家開闊氣派舒適自在。它是一間創造富域生活也包含寧靜繁華的好所在。 ,永慶不動產新上,858,858,無
2025_10_16 23_52_09,16,龍安商圈新美國華廈低總價3+1房,桃園市桃園區國強二街,電梯大樓,31.6年,建坪37.36,主+陽+露31.90,12/13樓,3房(室)2廳2衛, 精華地段，高樓景觀馥足，近交流道，富域滿廳走進屋內立刻感受空間寬敞，明亮客廳設計大器，整個家開闊氣派舒適自在。它是一間創造富域生活也包含寧靜繁華的好所在。 ,永慶不動產新上,858,858,無
2025_10_16 23_52_09,16,【奇幻莊園】質感生活低總價2房車,桃園市龜山區長慶二街,電梯大樓,5.5年,建坪35.83,主+陽17.00,2/14樓,2房(室)2廳1衛," 獨立廚房，房間皆開窗，採光佳，前、後陽台設計
格局方正，好設計規劃
樂善國小學區，走路約5分鐘即可到達
生活採買便利，全聯及便利商店走路約5分鐘即可到達
稀有釋出，樹梢戶 隱私性更高
A7 體育大學站：新市鎮計畫推動，環境新穎，物流、科技產業進駐，適合首購與新興家庭。
A8 長庚醫院站：醫療、教育資源充足，生活機能便利，人口穩定。
A9 林口站：大型商圈與產業聚集，發展成熟，房市潛力強。 ",永慶不動產新上,"1,398","1,398",無
2025_10_16 23_52_09,16,小檜溪着東騰全新未住高樓層2房車,桃園市桃園區朝陽街,電梯大樓,1.9年,建坪33.83,主+陽15.95,11/14樓,2房(室)2廳1衛," 👍着東騰位於小檜溪，朝陽街旁

👍室內主建+附屬15.94坪，2間房可放雙人床，平面大車位

👍社區日式風格，有健身房，交誼廳，頂樓空中花園，垃圾冷藏回收間

👍大業市場，力行市場，新永和市場，樓下就是全家，對面有7-11，生活機能採買便利

👍近小檜溪麥當勞，星巴克，寶雅，全聯，JC PARK

👍三民運動公園，觸動之森公園

👍 歡迎來電洽詢賞屋 👍 ",永慶不動產新上,"1,498","1,598萬",無
2025_10_16 23_52_09,16,中壢市中心電梯華廈商用住家皆適用,桃園市中壢區中山路,華廈,33.5年,建坪40.11,主+陽32.06,3/9樓,3房(室)1廳1衛, 中壢市中心繁華地段，住商用，適合商用辦公住家，交通便利，鄰近高速公路中壢新屋交流道、機捷A22站，附近有中正公園、老街溪步道、郵局、銀行、學校、醫院、市場、餐飲店，生活機能佳。 ,永慶不動產新上,980,980,無
2025_10_16 23_52_09,16,平鎮廣明路郵局漂亮住家二樓電梯華廈,桃園市平鎮區廣明路,華廈,29.2年,建坪67.86,主+陽48.60,2/7樓,--房(室)1廳2衛, 中壢平鎮交界處2樓露台戶，臨路大落地窗（三面採光）、（一樓郵局）開放空間，超大空間！！生活機能超級好，NOVA電子商場、中壢夜市、新明市場、美食商圈、小北百貨、全家超商。交通：近大停車場，往南北部客運站牌。步行到中壢火車站25分鐘、桃園機場捷運20分鐘，鄰近多個停車場，交通方便，歡迎來電洽詢預約看房。 ,永慶不動產新上,"1,880","1,880",無
2025_10_16 23_52_09,16,A8【福樺博覽會】高樓邊間雙衛浴開窗遠眺視野,桃園市龜山區文二三街,電梯大樓,26.3年,建坪44.18,主+陽28.53,10/14樓,4房(室)2廳2衛," 買賣、租賃皆可以為您服務
❶距捷運A8站，步行約13分鐘
❷福華建設A8中心商業區代表作之一
❸高樓遠眺，視野開闊
❹附近商家林立，生活機能便利
❺網路預約專人服務 ",永慶不動產新上近捷運長庚醫院站,"1,980","1,980",含車位售價230萬元
2025_10_16 23_52_09,16,中路京澄上善若水風禾公園首排三房雙車位,桃園市桃園區慈文路,電梯大樓,6.1年,建坪86.61,主+陽41.33,10/24樓,3房(室)2廳2衛," 1. 中路特區風禾公園第一排,永久棟距樹海景觀盡收眼底,值得收藏
2. 格局方正,無走道虛坪,邊間三面採光,前後大陽台,通風佳
3. 3+1 房,室內約 36 坪大空間, 可自由規劃,附平面雙車位
4. 近 7-11、寶雅、全聯、力行市場,生活機能優
5. 近國 2 及機場支線(約 6 分鐘車程)、桃園機場(約 12 分車程),南來北往交通便利
6. 優質品牌京城建設,質感公設、電動車友善社區 ",永慶不動產新上,"4,280","4,280",無
2025_10_16 23_52_09,16,內壢中正國小元智大學旁青年城電梯3房車,桃園市中壢區興仁路二段,華廈,31.9年,建坪31.29,主+陽22.09,6/7樓,3房(室)2廳1衛, 稀有內壢興仁路愛的小窩，水電、門窗、廚具、廁所、房屋地板都是全新改造，用心裝潢讓您家俱買好就能入住。近學區、公園、市場、交流道。桃園機場開車約15分鐘，小資族購房首選，你要的房子就在這裡了，自用投資都好，再找不到這樣好的房子了！！ ,永慶不動產新上,968,968,無
2025_10_16 23_52_09,16,青埔質感生活｜太子馥二期 ｜高樓層4房雙車,桃園市中壢區領航北路二段,電梯大樓,10.5年,建坪87.24,主+陽45.26,19/19樓,4房(室)2廳2衛," ✨ 太子馥二期坐落於青埔高鐵特區核，由知名建商太子建設精心打造的2棟四併高質社區，住戶單純、隱私佳。
社區共規劃兩棟大樓，採四併格局，每層僅四戶，主打寬敞格局與高實用性空間，享有低密度高品質的生活環境，特別適合重視空間感的族群。
🏙️格局寬敞｜主力規劃為 4 房大坪數（約 56–69 坪），大面採光、通風優。
🚇交通便利｜近高鐵桃園站、機捷 A19/A18，快速連結雙北與國門。
🌳綠意環繞｜步行可至青塘園、兒童美術館，擁抱自然兼具藝術氣息。
🏢社區規模適中｜共 151 戶，附設健身房、交誼廳等公設。(公設比約29.9%)
🅿️平面車位規劃，此戶擁有雙車位，減輕停車困擾 ",永慶不動產新上,"3,680","3,680",無
2025_10_16 23_52_09,16,近湖口車站~【巧琢】無敵景觀大二房大平車~雙衛浴,桃園市楊梅區楊湖路四段,華廈,0.6年,建坪37.90,主+陽24.65,4/5樓,2房(室)2廳2衛," 距離湖口火車站僅約7分鐘車程  傳統市場、賣場、金融機構、醫療機構、各式飲食店  通通聚集在車站商圈   離塵不離城    週邊田園好風光   機能完善好方便!!   

社區僅13戶   精緻型社區   本戶為黃金次頂樓   景觀正對大片池塘   180度完全無遮蔽   盡享遼闊視野!!   室內超大空間   前後大陽台   無走道格局   房間方正好運用   稀有雙衛浴   讓生活起居更為方便!!   全室木地板   質感非常好   無瓦斯   廚具採用IH爐更為安全   全新完工   歡迎來電預約鑑賞!! ",永慶不動產新上,"1,068","1,068",無
2025_10_16 23_52_09,16,過嶺Costco -【大清城双】全新高樓層2房車,桃園市中壢區松勇路,電梯大樓,0.5年,建坪36.17,主+陽18.29,11/18樓,2房(室)2廳1.5衛," 1. 正過嶺重劃區核心地段、高樓層釋出
2.全新未住、1.5套衛浴，無須搶廁所
3.格局方正、好規劃利用
4.鄰近全聯/億客城/康是美/寶雅
5.鄰近66快速路/台31縣

 ",永慶不動產新上有天然瓦斯,"1,260","1,260",含車位售價165萬元
2025_10_16 23_52_09,16,平鎮南勢近平鎮戶政地政全新一層一戶靜境2+1房車,桃園市平鎮區武昌街,華廈,0.3年,建坪31.38,主+陽21.37,5/5樓,2房(室)2廳2衛," 1.南勢重劃區，近66快速道路，接國一國三超方便，開車15分鐘到中壢、楊梅埔心火車站，四通八達
2.近全聯、7-11、萊爾富，寶雅、大潤發(大全聯)、家樂福、郵局、美食商圈，生活機能方便!
3.附近設施:平鎮國民運動中心、平鎮戶政事務所及地政局、郵局、民俗文化公園、平鎮親子館
4. 學區:5分鐘走路未來平鎮國小，預計118年完工
5. 一層一戶，九州氣密窗+8mm、全用TOTO衛浴、全室全新電線、後陽台儲物大空間，依最新消防建築法規、櫻花近吸除油煙機，2+1房空間寬敞好規劃、雙陽台，雙衛浴開窗!

 ",永慶不動產新上,"1,348","1,348",無
2025_10_16 23_52_09,16,平鎮南勢近平鎮戶政地政全新一層一戶靜境2+1房車,桃園市平鎮區武昌街,華廈,0.3年,建坪31.38,主+陽21.37,4/5樓,2房(室)2廳2衛," 1.南勢重劃區，近66快速道路，接國一國三超方便，開車15分鐘到中壢、楊梅埔心火車站，四通八達
2.近全聯、7-11、萊爾富，寶雅、大潤發(大全聯)、家樂福、郵局、美食商圈，生活機能方便!
3.附近設施:平鎮國民運動中心、平鎮戶政事務所及地政局、郵局、民俗文化公園、平鎮親子館
4. 學區:5分鐘走路未來平鎮國小，預計118年完工
5. 一層一戶，九州氣密窗+8mm、全用TOTO衛浴、全室全新電線、後陽台儲物大空間，依最新消防建築法規、櫻花近吸除油煙機，2+1房空間寬敞好規劃、雙陽台，雙衛浴開窗!

 ",永慶不動產新上,"1,318","1,318",無
2025_10_16 23_52_09,16,平鎮南勢近平鎮戶政地政全新一層一戶靜境2+1房車,桃園市平鎮區武昌街,華廈,0.3年,建坪31.38,主+陽21.37,3/5樓,2房(室)2廳2衛," 1.南勢重劃區，近66快速道路，接國一國三超方便，開車15分鐘到中壢、楊梅埔心火車站，四通八達
2.近全聯、7-11、萊爾富，寶雅、大潤發(大全聯)、家樂福、郵局、美食商圈，生活機能方便!
3.附近設施:平鎮國民運動中心、平鎮戶政事務所及地政局、郵局、民俗文化公園、平鎮親子館
4. 學區:5分鐘走路未來平鎮國小，預計118年完工
5. 一層一戶，九州氣密窗+8mm、全用TOTO衛浴、全室全新電線、後陽台儲物大空間，依最新消防建築法規、櫻花近吸除油煙機，2+1房空間寬敞好規劃、雙陽台，雙衛浴開窗!

 ",永慶不動產新上,"1,328","1,328",無
2025_10_16 23_52_09,16,平鎮南勢近平鎮戶政地政全新一層一戶靜境2+1房車,桃園市平鎮區武昌街,華廈,0.3年,建坪31.38,主+陽21.37,2/5樓,2房(室)2廳2衛," 1.南勢重劃區，近66快速道路，接國一國三超方便，開車15分鐘到中壢、楊梅埔心火車站，四通八達
2.近全聯、7-11、萊爾富，寶雅、大潤發(大全聯)、家樂福、郵局、美食商圈，生活機能方便!
3.附近設施:平鎮國民運動中心、平鎮戶政事務所及地政局、郵局、民俗文化公園、平鎮親子館
4. 學區:5分鐘走路未來平鎮國小，預計118年完工
5. 九州氣密窗+8mm、全用TOTO衛浴、全室全新電線，空間寬敞好規劃、雙衛浴開窗

 ",永慶不動產新上有天然瓦斯,"1,294","1,294",無
2025_10_16 23_52_09,16,桃園平鎮南勢商圈全新靜境一樓辦公室事務所+車位 ,桃園市平鎮區武昌街,華廈,0.3年,建坪22.27,主14.72,1/5樓,#NAME?," 1.南勢重劃區，近66快速道路，接國一國三超方便，開車15分鐘到中壢、楊梅埔心火車站，四通八達
2.近全聯、7-11、萊爾富，寶雅、大潤發(大全聯)、家樂福、郵局、美食商圈，生活機能方便!
3.附近設施，平鎮國民運動中心、平鎮戶政事務所及地政局、郵局
4. 學區:5分鐘走路未來平鎮國小，預計118年完工
5. 九州氣密窗+8mm、全用TOTO衛浴、全室全新電線，後陽台儲物大空間，依最新消防法規建築。
6.適合美髮、電商、辦公室、事務所、各行各業

 ",永慶不動產新上,840,840,無
2025_10_16 23_52_09,16,青埔青塘園｜遠眺海平線｜太子馥2期4房2車,桃園市中壢區領航北路二段,電梯大樓,10.5年,建坪87.24,主+陽45.26,19/19樓,4房(室)2廳2衛," 1.電動樁友善社區:大房、大廳、大車位，空間寬敞舒適，貼心規劃符合現代居住需求。
2.前排視野無擋:遼闊景觀一覽無遺，遠眺台灣海峽，居住質感倍增。
3.美式中島大廚房:動線流暢，適合多人互動料理；亦可彈性改為獨立廚房空間，滿足不同生活習慣。
4.格局優化設計:原三衛改兩衛，房間空間更大，配置自然不違和，住起來更自在。
5.全區均質大四房:社區住戶水平一致，「千金買房，萬金買鄰」，居住品質更升級。
6.大基地・高規格建築:基地面積約1760坪，退縮規劃降低噪音，宜居度更高。單層四戶雙梯，建材優良，挑高3.2米不壓迫。
7.豐富公設:室內游泳池、KTV、兒童戲水池、視聽室一應俱全，生活休閒機能完整。 ",永慶不動產新上,"3,680","3,680",無
2025_10_16 23_52_09,16,大有區精華地段「和發天鑽」漂亮二房車,桃園市桃園區大有路,電梯大樓,6.5年,建坪38.30,主+陽18.21,5/15樓,2房(室)2廳1衛," 大有區上精華地段，鄰近小檜溪地段佳
學區國中國小就在旁邊，九年免接送
附近生活機能優質，晚上不怕沒宵夜
室內格局方正，社區質感優
24小時警衛，安全無疑慮
附近交通便利，南下北上好方便 ",永慶不動產新上,"1,455","1,455",無
2025_10_16 23_52_09,16,G08寶佳利1房1廳前陽台+車位,桃園市桃園區民生路,電梯大樓,18.1年,建坪23.50,主+陽10.13,7/15樓,1房(室)1廳1衛," 稀有1房1廳有前陽台，衛浴開窗+車位。
• 交通
近G08捷運站
桃園市中心區域，距離桃園火車站與站前商圈近，交通方便。   
社區前後門設計，前門對外通民生路可搭乘公車或各種大眾交通，後門則可通向步行道路與朝陽公園等。   
 • 周邊機能
有完善的商圈、生活機能。像是超市、醫療、銀行、餐飲、商店等在站前或車站附近都比較集中。
 •學區
東門國小、青溪國中。   
 • 環境與公共設施
社區有花園中庭、會議廳等公共設施。車位為坡道平面與機械車位混合。 ",永慶不動產新上廁所有窗近捷運景福宮站(施工中)近捷運BRH08站(規劃中),898,898,無
2025_10_16 23_52_09,16,大業大有商圈 主流標準品當代藝術 3房平面車,桃園市桃園區民有五街,電梯大樓,20.8年,建坪46.94,主+陽26.42,5/14樓,3房(室)2廳2衛," 1.社區區域屬於大業大有商圈此區為成熟的商圈又鄰近大檜溪重劃區,是個享有新重劃區的房地產紅利又有便利的生活機能的區域位置。
2.市場上主流3房平面車標準品 主+附有26坪多坪效發揮的完美,採光極強 白天根本不用開燈
3.學區綠地多 9年國教 教育免煩惱。

 ",永義房屋新上,"1,518","1,518",無
2025_10_16 23_52_09,16,內壢車站商圈 百川豐硯 大落地窗黃金店面,桃園市中壢區榮安八街,電梯大樓,3.2年,建坪32.03,主+陽21.49,1/13樓,#NAME?," ✅近和平公園、新勢公園、平鎮棒球場，下班散步運動好去處

✅周遭多學區，從幼兒園到國中一應俱全
✅鄰近中壢火車站，南北通勤便利。
✅鄰近中壢商圈，生活完善。
✅近市場近全聯，生活機能佳 ",永義房屋新上正面大馬路,"1,998","1,998",無
2025_10_16 23_52_09,16,A7【樂捷市】寬敞邊間雙面採光3房車,桃園市龜山區長慶三街,電梯大樓,6.1年,建坪51.27,主+陽30.23,9/15樓,3房(室)2廳2衛," 🏢社區建築與環境特色
•建築外觀：現代簡約風格，外牆採深灰與玻璃帷幕搭配，整體時尚有質感。
•社區規模：中小型社區，戶數不多，環境單純、管理完善。
•公設比適中（約33%），常見設施如：健身房、交誼廳、信箱區等
🏡室內與樓層特色
•中高樓層，採光佳、通風良好。
•格局方正實用，規劃為3房2廳2衛，動線順暢。
•衛浴開窗、雙面採光，整體明亮不潮濕。 ",永義房屋新上廁所有窗有天然瓦斯房間都有窗,"2,080","2,080",含車位售價200萬元
2025_10_16 23_52_09,16,知名建商玄泰建設精心打造【玄泰V1】格局正有露台,桃園市龜山區樂學一路,電梯大樓,2.1年,建坪37.24,主+陽18.78,4/24樓,3房(室)2廳1衛," 1.知名建設，林口在地建商，玄泰建設。
2.一層七戶，配2部快速電梯，電梯皆為大電梯。
3.配B3平面車位，獨立位置，很好停車。
4.有一個小露台，增加後陽台使用空間。
5.格局方正，好規劃，衛浴開窗一級棒。 ",永義房屋新上,"1,590","1,590",含車位售價200萬元
2025_10_16 23_52_09,16,八德發財樓層歐洲學苑收租景觀三房車,桃園市八德區大和路,電梯大樓,18.2年,建坪38.71,主+陽21.31,8/15樓,3房(室)2廳2衛," 1.近未來綠線捷運G04 步行約300公尺
2.帝王座向公園景觀戶  屋況好 採光美
3.社區邊間戶衛浴有對外窗 裝潢溫馨
4.近大湳市場 大潤發旁採買超便利
5.面千坪公園 親子最佳休閒時光 ",永義房屋新上,"1,498","1,498",無
2025_10_16 23_52_09,16,桃園後火車站商圈稀有一樓全新美裝公寓,桃園市桃園區林森路,公寓,45.2年,建坪28.19,主25.98,1/5樓,3房(室)2廳1衛," 稀有一樓全新美裝公寓，門前可停車。
鄰近桃園火車站，捷運G07站。
商圈採買便利，近各大百貨。
近學區，(建國國小，建國國中)。
鄰近桃鶯路商圈站。
近八德國道二號交流道。 ",永義房屋新上廁所有窗,998,998,無
2025_10_16 23_52_09,16,卓悅首富2房車/雙套房衛浴/近台北商業大學,桃園市平鎮區金陵路七段,電梯大樓,5.0年,建坪23.64,主+陽12.96,11/11樓,2房(室)--廳2衛," 雙獨立套房設計，衛浴皆有對外窗、兩間皆附陽台，通風採光超棒！緊鄰66快速道路，擁美麗夜景視野🌃
鄰近國立臺北商業大學桃園校區，大學師生、租屋需求穩定，投資自住皆宜。
社區公設齊全：撞球室、桌球室、投幣洗衣機、販賣機，生活便利又舒適！～誠摯邀請您親臨鑑賞～ ",有巢氏房屋新上廁所有窗房間都有窗,798,798,無
2025_10_16 23_52_09,16,卓悅首富3房車/間間臥房有獨立衛浴/台北商大附近,桃園市平鎮區金陵路七段,電梯大樓,5.0年,建坪35.64,主+陽20.45,5/11樓,3房(室)1廳3衛," ★低總價、景觀宅、明星學區
★社區公設有接待大廳、撞球室、桌球室、投幣洗衣機、烘乾機等，提升居住舒適性。
★設計重視採光與通風：戶戶全套房、房房皆通風採光。
★鄰近66快速道路、國立臺北商業大學桃園校區，大學師生、租屋需求穩定，適合自住及投資。誠摯邀請您親臨鑑賞～ ",有巢氏房屋新上廁所有窗房間都有窗,"1,150","1,150",無
2025_10_16 23_52_09,16,A19青埔國中對面新成屋/森學園社區/3房雙車位,桃園市中壢區領航北路二段,電梯大樓,4.4年,建坪55.32,主+陽22.91,5/13樓,3房(室)2廳2衛," ★社區屋齡新、高質感社區

★A19重點機能商圈～商家多
★青埔國中正對面正港學區宅下樓過馬路就到
★後有青塘園前有全聯、健身工廠
★雙車家庭首選～少數雙車釋出
～誠摯邀請您親臨鑑賞～ ",有巢氏房屋新上,"2,280","2,280",無
2025_10_16 23_52_09,16,埔心火車站 鼎藏系列  屋齡新美3房+車位,桃園市楊梅區青山一街,電梯大樓,6.5年,建坪46.96,主+陽25.86,4/15樓,3房(室)2廳2衛," 1.近埔心火車站、幼獅交流道，南北交通便利。
2.社區屋齡新，嚴謹管理，公設一應俱全，
   中庭花園綠意盎然，漂亮噴水池彷彿置身於公園。
3.社區樓下有美聯社、萊爾富採買方便。
4.格局方正，屋況用心維護。
5.鄰近公園、學校、埔心牧場。 ",有巢氏房屋新上,"1,298","1,298",無
2025_10_16 23_52_09,16,中原家樂福大3房車.火車站旁(榮耀歐洲),桃園市中壢區溪洲街,電梯大樓,20.4年,建坪42.45,主+陽24.81,8/11樓,3房(室)2廳2衛," (1)㊣家樂福黃金商圈，3房車。
(2)格局方正，採光讚，通風佳，社區稀有釋出，平面車位。
(3)緊臨火車站、學區，生活機能超級完善。

 ",有巢氏房屋新上,"1,468","1,468",無
2025_10_16 23_52_15,17,青埔A18和發自由之丘大3房平面車位美裝潢,桃園市中壢區高鐵站前西路二段,電梯大樓,0.8年,建坪51.14,主+陽26.61,14/15樓,3房(室)2廳2衛," 1.    24小時警衛管理
2.    有垃圾集中處免追垃圾車
3.    青埔精華地區,投資、自住首選
4.    精緻裝潢、木質自然風格
5.    近青埔國小、青埔國中。 ",有巢氏房屋新上,"2,698","2,788萬",含車位售價200萬元
2025_10_16 23_52_15,17,青埔A18和發自由之丘大3房平面車位美裝潢,桃園市中壢區高鐵站前西路二段,電梯大樓,0.8年,建坪51.14,主+陽26.61,14/15樓,3房(室)2廳2衛," 1.    24小時警衛管理
2.    有垃圾集中處免追垃圾車
3.    青埔精華地區,投資、自住首選
4.    精緻裝潢、木質自然風格
5.    近青埔國小、青埔國中。 ",有巢氏房屋新上,"2,698","2,788萬",含車位售價200萬元
2025_10_16 23_52_15,17,"楊梅金溪路摩墅靜巷透天,近楊梅交流道,國小",桃園市楊梅區金溪路,透天厝,19.2年,建坪55.22,主+陽52.46,1~5/5樓,4房(室)2廳3衛," 近楊梅交流道 ，南來北往超便利！ 
近國小接送免煩惱 
巷內靜巷，無吵雜車流，安全又安靜 
溫馨社區感，鄰里單純，適合自住與長期居住 
前院可種植小花園，綠意生活好舒壓 
全棟採光佳，通風順暢，舒適宜居 
現況屋主自住，整潔維護佳，拎包可入住 ",台慶不動產新上房間都有窗,"1,468","1,468",無
2025_10_16 23_52_15,17,楊梅梅高路菓嶺社區透天,桃園市楊梅區梅高路二段,透天厝,31.3年,建坪55.55,主+平+陽+露55.23,1~5/5樓,4房(室)3廳3衛," 前院小花園
室內停車位
客廳挑高
楊梅火車站約2公里

 ",台慶不動產新上,898,898,無
2025_10_16 23_52_15,17,楊梅福羚國邦世紀,桃園市楊梅區福羚路,電梯大樓,30.7年,建坪38.93,主+陽28.17,3/12樓,3房(室)2廳2衛," 全新裝修
三面採光，近7-11、全聯、星巴克、郵局、中山高5分鐘 ",台慶不動產新上,898,898,無
2025_10_16 23_52_15,17,省桃龍安商圈龍壽庭園全新整理（工業用）,桃園市蘆竹區文中路一段,華廈,32.4年,建坪36.45,主+平21.18,1/7樓,#NAME?," 1.鄰近龍安商圈、龍安黃昏市場、省立桃園醫院。
2.交通便利，9005直達台北轉運站。
3.近國2南桃園交流道，生活機能超方便。
4.可公司工廠登記，停車格就在B1門口旁。
5.全新裝潢稀有一樓釋出。
6.全室內電燈電源線皆已全部更新。 ",台慶不動產新上,"1,158","1,158",無
2025_10_16 23_52_15,17,南勢國小平鎮運動中心未來行政園區三房車,桃園市平鎮區大興街,電梯大樓,10.5年,建坪46.90,主+陽26.68,9/14樓,3房(室)2廳2衛," 1.位於南勢商圈，鄰近66快速道路，上國道一號往南北返非常便利。
2.生活機能佳，上海路餐廳林立，走路可到平鎮運動中心、民俗文化公園，騎車到大全聯、家樂福、全聯或平鎮黃昏市場採買便利。
3.走路可到南勢國小、平南國中，學區完整上學免接送
4.社區公設完善,健身房、KTV、兒童遊戲室。
5.旁邊未來南勢行政園區興建中,發展可期

 ",永慶不動產新上,"1,498","1,498",無
2025_10_16 23_52_15,17,萬能科大 都計內農地 臨路4米開心農場,桃園市中壢區萬能段,土地,#NAME?,建坪--,無,#NAME?,#NAME?," 萬能科大前、後門之間的通行權可向學校付費申請!
每筆土地約475萬~976萬不等，可多筆合購，另如需大筆面寬農地請洽開發人員。 ",永慶不動產新上,"2,019","2,019",無
2025_10_16 23_52_15,17,埔心四維商圈高機能活巷四房美透天(新做防水),桃園市楊梅區文化街,透天厝,53.9年,建坪25.97,主25.97,1~2/2樓,4房(室)2廳2衛," 1.楊梅埔心生活商圈，地點好機能佳，內外全新整理，電線全室更新。
2.現況增建為三層樓，有後門預留防火巷，室內車庫，可規劃孝親房。
3.總共四個大房間，二樓有前陽台，三樓大露台，實際可使用空間大。
4.室內寬敞舒適，格局方正，坐東朝西，走道間間開窗，採光超級好。
5.頂樓外牆都有新做防水，全新磁磚，地板舖設，格來得快速鐵捲門。
6.適合三代同堂，走路就有全聯、超商、各種店家林立，生活超便利。 ",永慶不動產新上廁所有窗房間都有窗,"1,587","1,587",無
2025_10_16 23_52_15,17,楊梅區/擴大二期/埔心商圈重疊別墅上層3房,桃園市楊梅區梅獅路二段,別墅,32.5年,建坪34.49,主+陽30.74,3~4/4樓,3房(室)2廳2衛," 1.埔心商圈10分鐘可到
2.龍科三公里、上班方便
3.採光佳，白天無需開燈
4.格局方正大空間，易於裝潢佈置，適合家庭空活
5.樓中樓設計增添層次感，享受空間獨立隱私
6.前後陽台的設置讓空氣更流通

 ",永慶不動產新上,518,518,無
2025_10_16 23_52_15,17,A8【九揚新凱悅】挑高舒適大4房,桃園市龜山區文化三路,華廈,24.6年,建坪27.87,主+陽20.41,10/10樓,4房(室)3廳2衛," 1.機捷A8、A9雙捷運站(A9捷運站約850公尺，A8捷運站約1.1公里)。
2.單純137戶，挑高4米9，空間舒適不壓迫。
3.前陽台進出，室內使用大空間，四房三廳雙衛浴。
4.正文化三路，近長庚醫院商圈，超強生活機能。
5.本戶為2戶打通戶，保留門牌及進出大門。 ",永慶不動產新上有天然瓦斯房間都有窗,"1,480","1,480",無
