抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/3219AW?breadcrumb=list,大三房採光學子家園鴻禧園NO.1,台南市安平區平通路,華廈,27.8年,建坪 40.35,主 + 陽28.35,4樓/7樓,3房2廳2衛,近公園近市場近學校有 304 人也在關注這間👀,"1,098萬",998,"1,098萬998萬",坡道機械車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/0577SS?breadcrumb=list,陽光樹｜次頂樓露臺雙車戶,台南市新市區龍目井路,大樓,2.1年,建坪 61.38,主 + 陽28.15,13樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 95 人也在關注這間👀,"2,178萬","2,178","2,178萬",兩個以上車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/4698WX?breadcrumb=list,站前超讚建興三房民族寶座,台南市中西區民族路二段,大樓,31.1年,建坪 37.69,主 + 陽28.92,5樓/13樓,3房2廳2衛,有裝潢有陽台廁所開窗有 173 人也在關注這間👀,865萬,865,865萬,
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/8524LG?breadcrumb=list,清景麟｜亮麗兩房平車美宅,台南市東區崇元一街,大樓,2.7年,建坪 25.52,主 + 陽13.29,5樓/14樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 488 人也在關注這間👀,"1,098萬",998,"1,098萬998萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/2746FY?breadcrumb=list,全新泰嘉水律川˙２房車位,台南市安南區樂活一街,大樓,1.9年,建坪 32.61,主 + 陽15.92,16樓/27樓,2房2廳1衛,有陽台房間皆有窗警衛管理有 80 人也在關注這間👀,"1,258萬","1,258","1,258萬",坡道機械車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/7618KB?breadcrumb=list,看海城市景心悅平車新悅城-凱旋區,台南市安平區健康路三段,大樓,8.8年,建坪 47.43,主 + 陽24.57,23樓/26樓,2房2廳2衛,警衛管理具垃圾處理健身房有 288 人也在關注這間👀,"1,360萬","1,360","1,360萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/0258BB?breadcrumb=list,良勳森悅高樓霸景三房平車,台南市安南區安中二街,大樓,0.6年,建坪 45.41,主 + 陽25.7,11樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 238 人也在關注這間👀,"1,688萬","1,688","1,688萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/7868KH?breadcrumb=list,善化南科全新三房Ｄ,台南市善化區六分寮,華廈,1.1年,建坪 26.23,主 + 陽18.98,4樓/6樓,3房2廳2衛,前後陽台有陽台房間皆有窗有 407 人也在關注這間👀,866萬,798,866萬798萬,
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/8423LL?breadcrumb=list,善化｜成功新村三房平車,台南市善化區成功新村,華廈,31.2年,建坪 37.85,主 + 陽26.14,2樓/8樓,3房2廳2衛,有裝潢前後陽台有陽台有 131 人也在關注這間👀,799萬,728,799萬728萬,坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/7610ZV?breadcrumb=list,曉幸運｜南科兩房宅２Ａ２,台南市善化區小新營,華廈,1.5年,建坪 28.48,主 + 陽20.48,2樓/6樓,2房2廳1衛,毛胚屋前後陽台有陽台有 33 人也在關注這間👀,"1,198萬","1,088","1,198萬1,088萬",
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/3392CL?breadcrumb=list,日暮河景豪氣雲鼎三房平車,台南市中西區金華路三段,大樓,4.8年,建坪 73.39,主 + 陽41.22,6樓/20樓,3房2廳2衛,有裝潢有景觀前後陽台有 223 人也在關注這間👀,"3,380萬","3,380","3,380萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/2120MK?breadcrumb=list,副都心全新三房平車,台南市仁德區崇聖路一段,大樓,1.1年,建坪 46.05,主 + 陽25.3,9樓/14樓,3房2廳2衛,有陽台廁所開窗房間皆有窗有 101 人也在關注這間👀,"1,530萬","1,530","1,530萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/6365WR?breadcrumb=list,水晴川優美河景三房平車,台南市安南區永續十八街,大樓,1.4年,建坪 55.99,主 + 陽31.2,4樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 257 人也在關注這間👀,"1,880萬","1,880","1,880萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/9314KY?breadcrumb=list,皇龍天澍裝潢大２房大平車,台南市仁德區文孝路,大樓,2.6年,建坪 47.54,主 + 陽25.02,18樓/23樓,2房2廳2衛,有裝潢有景觀前後陽台有 179 人也在關注這間👀,"1,788萬","1,788","1,788萬",坡道平面車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/7696JR?breadcrumb=list,桂花鄉３房有車位桂花鄉,台南市北區開元路,大樓,25.0年,建坪 34.61,主 + 陽24.35,8樓/14樓,3房2廳2衛,有裝潢警衛管理具垃圾處理有 515 人也在關注這間👀,"1,058萬",988,"1,058萬988萬",坡道機械車位
2025_11_24 13_24_27,22,https://www.sinyi.com.tw//buy/house/4027WY?breadcrumb=list,新市次頂樓採光三房平車力漢戀家No19,台南市新市區大營,華廈,5.2年,建坪 34.83,主 + 陽24.65,5樓/6樓,3房2廳2衛,有裝潢有景觀有陽台有 274 人也在關注這間👀,"1,180萬","1,088","1,180萬1,088萬",一樓平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/7006DN?breadcrumb=list,晨光｜小東三房二樓書香屋,台南市北區小東路,公寓,43.8年,建坪 29.54,主 + 陽24.95,2樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 859 人也在關注這間👀,668萬,598,668萬598萬,
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/6257YD?breadcrumb=list,世界巨星四房平車,台南市東區後甲三街,大樓,1.8年,建坪 59.5,主 + 陽34.58,2樓/15樓,4房2廳2衛,前後陽台有陽台廁所開窗有 204 人也在關注這間👀,"2,988萬","2,988","2,988萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/7465JQ?breadcrumb=list,長谷桃花源三房平車長谷桃花源,台南市永康區南工街,華廈,30.0年,建坪 40.85,主 + 陽25.1,7樓/8樓,3房2廳2衛,有裝潢有陽台警衛管理有 98 人也在關注這間👀,988萬,988,988萬,坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/4973NZ?breadcrumb=list,鹽行稀有釋出三房平車駿達天下,台南市永康區中正北路,大樓,31.2年,建坪 34.99,主 + 陽21.17,3樓/14樓,3房2廳2衛,前後陽台有陽台警衛管理有 65 人也在關注這間👀,930萬,930,930萬,坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/8897SY?breadcrumb=list,九份子海景四房平車,台南市安南區永續三街,大樓,4.9年,建坪 53.85,主 + 陽31.78,13樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 373 人也在關注這間👀,"1,680萬","1,600","1,680萬1,600萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/66904D?breadcrumb=list,佳順寓安靜謐三房平車,台南市安南區台江大道一段,大樓,0.8年,建坪 39.07,主 + 陽21.33,11樓/13樓,3房2廳2衛,有景觀前後陽台有陽台有 160 人也在關注這間👀,"1,388萬","1,388","1,388萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/4323KM?breadcrumb=list,【崇明學區】兩房兩衛平車,台南市東區崇德十五街,華廈,9.0年,建坪 33.89,主 + 陽18.46,5樓/7樓,2房2廳2衛,有裝潢有景觀前後陽台有 830 人也在關注這間👀,"1,498萬","1,498","1,498萬",一樓平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/2181CU?breadcrumb=list,夢世代｜俯瞰平實三房平車,台南市永康區忠孝一路,大樓,1.9年,建坪 46.78,主 + 陽25.16,6樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 1337 人也在關注這間👀,"1,860萬","1,780","1,860萬1,780萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/3244ZY?breadcrumb=list,站前新光．民族鉅星商辦民族鉅星,台南市中西區民族路二段,辦公/大樓,32.6年,建坪 61.09,主 + 陽48.69,10樓/15樓,1廳,有裝潢有景觀有陽台有 123 人也在關注這間👀,968萬,898,968萬898萬,
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/0869WT?breadcrumb=list,安南町河景至霸三房平車,台南市安南區安通路五段,大樓,3.5年,建坪 42.99,主 + 陽23.93,14樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 228 人也在關注這間👀,"1,480萬","1,480","1,480萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/0226DF?breadcrumb=list,南科｜太子精裝三房平車,台南市善化區興安街,大樓,11.5年,建坪 49.44,主 + 陽27.03,7樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 632 人也在關注這間👀,"1,598萬","1,598","1,598萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/0496SW?breadcrumb=list,九份子面河景水水三房平車,台南市安南區樂活一街,大樓,1.9年,建坪 63.99,主 + 陽35.27,15樓/27樓,3房2廳2衛,有裝潢有景觀前後陽台有 282 人也在關注這間👀,"2,188萬","2,188","2,188萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/6387PZ?breadcrumb=list,南科新市採光佳三房車位,台南市新市區光明街,華廈,3.9年,建坪 34,主 + 陽22.66,5樓/7樓,3房2廳2衛,有裝潢有景觀前後陽台有 148 人也在關注這間👀,"1,388萬","1,288","1,388萬1,288萬",其他
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/3129YY?breadcrumb=list,近永康藏壽司景觀三房平車,台南市永康區永大路三段,大樓,4.2年,建坪 47.3,主 + 陽25.76,9樓/13樓,3房2廳2衛,有景觀前後陽台有陽台有 243 人也在關注這間👀,"1,538萬","1,488","1,538萬1,488萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/35839Q?breadcrumb=list,稀有釋出！眺望海景首選❤,台南市安平區國平北路,大樓,0.6年,建坪 54,主 + 陽29.67,30樓/34樓,2房2廳2衛,有裝潢有景觀前後陽台有 86 人也在關注這間👀,"2,650萬","2,650","2,650萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/59877R?breadcrumb=list,美美”育平五街✨大三房儷景富邑,台南市安平區育平五街,大樓,27.0年,建坪 35.35,主 + 陽27.7,17樓/20樓,3房2廳2衛,有陽台廁所開窗房間皆有窗有 319 人也在關注這間👀,888萬,870,888萬870萬,
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/3578UN?breadcrumb=list,水交社兩房兩衛附平車,台南市南區興昌路,大樓,3.7年,建坪 35.76,主 + 陽17.34,5樓/14樓,2房2廳2衛,有裝潢有陽台廁所開窗有 170 人也在關注這間👀,"1,235萬","1,235","1,235萬",坡道平面車位
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/8502HK?breadcrumb=list,安南良勳淵源溫馨全新兩房,台南市安南區智安三街,大樓,0.7年,建坪 28.92,主 + 陽19.36,3樓/13樓,2房2廳2衛,前後陽台有陽台廁所開窗有 1094 人也在關注這間👀,938萬,880,938萬880萬,
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/4105VZ?breadcrumb=list,綠野天下邊間４房有管理綠野天下,台南市永康區永安二街,華廈/套房,31.9年,建坪 38.54,主 + 陽29.85,4樓/7樓,4房2廳2衛,有陽台廁所開窗警衛管理有 181 人也在關注這間👀,798萬,798,798萬,
2025_11_24 13_24_41,23,https://www.sinyi.com.tw//buy/house/5461LK?breadcrumb=list,台南第一低總價景觀三房,台南市安南區怡安路二段,大樓,29.3年,建坪 28.22,主 + 陽21.77,8樓/17樓,3房2廳2衛,有裝潢有景觀前後陽台有 644 人也在關注這間👀,750萬,750,750萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/6681WH?breadcrumb=list,善化南科全新三房Ｃ,台南市善化區六分寮,華廈,1.1年,建坪 26.24,主 + 陽18.99,4樓/6樓,3房2廳2衛,前後陽台有陽台房間皆有窗有 217 人也在關注這間👀,866萬,798,866萬798萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/4043JN?breadcrumb=list,善化南科全新三房Ｂ,台南市善化區六分寮,華廈,1.1年,建坪 26.23,主 + 陽18.98,2樓/6樓,3房2廳2衛,前後陽台有陽台房間皆有窗有 210 人也在關注這間👀,866萬,798,866萬798萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/2829TU?breadcrumb=list,東方公園景觀三房東方公園,台南市永康區中華二路,大樓,28.8年,建坪 31.38,主 + 陽23.81,17樓/19樓,3房2廳2衛,有裝潢有陽台警衛管理有 174 人也在關注這間👀,888萬,888,888萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/8851WH?breadcrumb=list,大橋一街大空間美套嘉禧王朝,台南市永康區大橋一街,大樓,31.7年,建坪 18.6,主 + 陽13.65,10樓/13樓,1房2廳1衛,有裝潢有景觀警衛管理有 2613 人也在關注這間👀,598萬,598,598萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/3962LK?breadcrumb=list,文化中心崇明天廈３房崇明天廈,台南市東區崇明路,大樓,31.3年,建坪 37.13,主 + 陽29.96,5樓/15樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 360 人也在關注這間👀,"1,020萬",980,"1,020萬980萬",
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/3266VT?breadcrumb=list,南紡首選｜巨星三房平車,台南市東區後甲三街,大樓,1.8年,建坪 46.82,主 + 陽26,6樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 297 人也在關注這間👀,"2,768萬","2,698","2,768萬2,698萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/8381JM?breadcrumb=list,一品樓全新高樓景觀宅平車,台南市北區育德二路,大樓,1.1年,建坪 31.37,主 + 陽15.4,12樓/13樓,1房2廳2衛,有景觀有陽台房間皆有窗有 113 人也在關注這間👀,"1,668萬","1,668","1,668萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/6034CM?breadcrumb=list,【大橋】商圈溫馨三房美居長億城,台南市永康區大橋一街,大樓,26.3年,建坪 32.24,主 + 陽25.44,5樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 294 人也在關注這間👀,898萬,858,898萬858萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/8707RB?breadcrumb=list,武聖皇龍新世界收租寶武聖大樓/皇龍新...,台南市中西區武聖路,大樓,31.1年,建坪 10.79,主 + 陽7.64,9樓/12樓,1房1廳1衛,有景觀有陽台房間皆有窗有 1340 人也在關注這間👀,328萬,328,328萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/78724B?breadcrumb=list,體育場朝南美宅,台南市南區大同路二段,公寓,43.6年,建坪 31.39,主 + 陽26.51,4樓/5樓,3房2廳2衛,毛胚屋前後陽台有陽台有 860 人也在關注這間👀,558萬,498,558萬498萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/0763PF?breadcrumb=list,南台南副都心全新兩房平車,台南市仁德區崇聖路一段,大樓,1.1年,建坪 35.04,主 + 陽17.45,12樓/14樓,2房2廳1衛,有陽台廁所開窗房間皆有窗有 532 人也在關注這間👀,"1,098萬","1,030","1,098萬1,030萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/8302DP?breadcrumb=list,東橋芳鄰歐香大地附平車位,台南市永康區中山南路,華廈,34.6年,建坪 51.4,主 + 陽34.76,9樓/10樓,4房2廳2衛,有裝潢有景觀前後陽台有 72 人也在關注這間👀,"1,299萬","1,299","1,299萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/84142U?breadcrumb=list,良勳森悅高樓景觀宅,台南市安南區安中二街,大樓,0.6年,建坪 46.79,主 + 陽26.62,14樓/14樓,2房2廳2衛,有景觀前後陽台有陽台有 133 人也在關注這間👀,"1,998萬","1,998","1,998萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/45007D?breadcrumb=list,愛琴海陽光海景兩房,台南市安平區國平北路,大樓,0.6年,建坪 24.23,主 + 陽15.79,7樓/34樓,2房2廳1衛,有景觀有陽台房間皆有窗有 172 人也在關注這間👀,788萬,768,788萬768萬,
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/34622L?breadcrumb=list,長北街電梯華廈美宅,台南市北區長北街,華廈,36.2年,建坪 44.32,主 + 陽29.76,2樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 221 人也在關注這間👀,"1,098萬","1,098","1,098萬",
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/55627C?breadcrumb=list,國家強棒成家首選,台南市歸仁區高發二路,大樓,2.3年,建坪 24.7,主 + 陽13.59,3樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 131 人也在關注這間👀,"1,098萬","1,098","1,098萬",坡道機械車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/7536KT?breadcrumb=list,✨研森｜美居,台南市東區崇賢一路,大樓,0.8年,建坪 46.32,主 + 陽25.81,3樓/15樓,3房2廳2衛,有景觀廁所開窗警衛管理有 271 人也在關注這間👀,"2,488萬","2,488","2,488萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/8758DL?breadcrumb=list,ＬＭ陽光四季全新三房平車,台南市善化區陽光大道,華廈,0.8年,建坪 42.46,主 + 陽21.77,2樓/5樓,3房2廳2衛,有裝潢廁所開窗房間皆有窗有 19 人也在關注這間👀,"1,488萬","1,488","1,488萬",坡道平面車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/8909VX?breadcrumb=list,天澍超強制震３房車位,台南市仁德區文孝路,大樓,2.6年,建坪 44.43,主 + 陽25.02,3樓/23樓,3房2廳2衛,有裝潢有景觀前後陽台有 77 人也在關注這間👀,"1,498萬","1,498","1,498萬",坡道機械車位
2025_11_24 13_24_53,24,https://www.sinyi.com.tw//buy/house/1856ZV?breadcrumb=list,愛琴海海景高樓兩房平車,台南市安平區國平北路,大樓,0.6年,建坪 31.96,主 + 陽15.32,15樓/34樓,2房2廳1衛,有陽台房間皆有窗警衛管理有 66 人也在關注這間👀,"1,050萬","1,050","1,050萬",坡道平面車位
2025_11_24 13_25_04,25,https://www.sinyi.com.tw//buy/house/7478DZ?breadcrumb=list,近探索公園景觀兩房兩衛宏發大廈,台南市永康區永興路,華廈,33.4年,建坪 24.97,主 + 陽18.74,9樓/10樓,2房2廳2衛,有裝潢有陽台廁所開窗有 231 人也在關注這間👀,689萬,689,689萬,
2025_11_24 13_25_04,25,https://www.sinyi.com.tw//buy/house/7047PS?breadcrumb=list,忠孝整新美公寓,台南市永康區忠孝路,公寓,42.8年,建坪 28.53,主 + 陽26.27,5樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 323 人也在關注這間👀,580萬,548,580萬548萬,
2025_11_24 13_25_04,25,https://www.sinyi.com.tw//buy/house/3574FZ?breadcrumb=list,ＭＩＨＯ全新採光溫馨房,台南市南區萬年七街,大樓,0.6年,建坪 25.27,主 + 陽16.46,3樓/15樓,1房1衛,有陽台房間皆有窗警衛管理有 153 人也在關注這間👀,799萬,799,799萬,
2025_11_24 13_25_04,25,https://www.sinyi.com.tw//buy/house/6391GQ?breadcrumb=list,讚！太子三房美妝平車,台南市善化區興安街,大樓,11.2年,建坪 45.33,主 + 陽24.31,3樓/15樓,3房2廳1衛,有裝潢前後陽台有陽台有 136 人也在關注這間👀,"1,438萬","1,399","1,438萬1,399萬",坡道平面車位
2025_11_24 13_25_04,25,https://www.sinyi.com.tw//buy/house/2804SZ?breadcrumb=list,近五王國小水水兩房寓,台南市永康區中山東路,套房/公寓,44.2年,建坪 21.14,主 + 陽18.31,4樓/5樓,2房2廳1衛,有裝潢有景觀前後陽台有 3244 人也在關注這間👀,358萬,338,358萬338萬,
2025_11_24 13_25_04,25,https://www.sinyi.com.tw//buy/house/4387WP?breadcrumb=list,北區鳥瞰市景三房平車成大城,台南市北區開元路,大樓,10.1年,建坪 47.19,主 + 陽24.86,19樓/24樓,3房2廳2衛,有裝潢有陽台廁所開窗有 369 人也在關注這間👀,"1,368萬","1,298","1,368萬1,298萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/8968UB?breadcrumb=list,稀有景觀大空間三房平車統穩大樓,台南市永康區永大路二段,大樓,31.4年,建坪 46.27,主 + 陽33.53,16樓/19樓,3房2廳2衛,有景觀前後陽台有陽台有 295 人也在關注這間👀,"1,198萬","1,198","1,198萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/3715BR?breadcrumb=list,佳展大展高鐵特區高樓層Ａ,台南市歸仁區歸仁七路,大樓,2.0年,建坪 33.03,主 + 陽16.77,12樓/15樓,2房2廳1衛,有裝潢毛胚屋廁所開窗有 132 人也在關注這間👀,"1,380萬","1,380","1,380萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/1786AP?breadcrumb=list,遠雄明日讚高樓視野附平車,台南市歸仁區歸仁十一路,大樓,1.4年,建坪 45.28,主 + 陽25.53,11樓/14樓,2房2廳2衛1室,有景觀廁所開窗房間皆有窗有 87 人也在關注這間👀,"1,828萬","1,828","1,828萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/1010SM?breadcrumb=list,雙面採光賞海美宅平車,台南市安平區建平七街,大樓,2.0年,建坪 33.89,主 + 陽15.57,21樓/22樓,2衛,警衛管理具垃圾處理健身房有 200 人也在關注這間👀,"1,282萬","1,182","1,282萬1,182萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/1870DV?breadcrumb=list,近台８６線｜高樓三房平車,台南市仁德區德崙路,大樓,9.9年,建坪 45.03,主 + 陽25.33,11樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 153 人也在關注這間👀,"1,230萬","1,050","1,230萬1,050萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/1715BP?breadcrumb=list,水晴川優美河景三房雙車位,台南市安南區永續十八街,大樓/辦公,1.4年,建坪 64.04,主 + 陽31.12,5樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 107 人也在關注這間👀,"2,288萬","2,288","2,288萬",兩個以上車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/9570DJ?breadcrumb=list,帝堡匠心獨運高樓四房,台南市中西區和緯路五段,大樓,8.4年,建坪 125.55,主 + 陽67.87,17樓/24樓,4房2廳4衛,有裝潢有景觀警衛管理有 277 人也在關注這間👀,"5,680萬","5,680","5,680萬",兩個以上車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/2660BU?breadcrumb=list,奇美京鑽星辰大海美居,台南市永康區中華路,大樓,4.8年,建坪 40.84,主 + 陽22.96,18樓/21樓,2房2廳1衛,有裝潢有景觀前後陽台有 43 人也在關注這間👀,"1,999萬","1,999","1,999萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/3056VH?breadcrumb=list,近成大採光三房,台南市北區東豐路,華廈,42.3年,建坪 32.04,主 + 陽26.6,7樓/8樓,3房2廳1衛,有陽台廁所開窗房間皆有窗有 221 人也在關注這間👀,899萬,799,899萬799萬,
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/7244AB?breadcrumb=list,［華廈］走路上學三房車位,台南市東區崇明十六街,華廈,31.1年,建坪 30.34,主 + 陽21.05,2樓/7樓,3房2廳2衛,有陽台廁所開窗近公園有 117 人也在關注這間👀,988萬,988,988萬,坡道機械車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/5768LY?breadcrumb=list,近成大．採光次頂三房平車湯山新村,台南市永康區小東路,大樓,13.7年,建坪 52.88,主 + 陽32.7,13樓/14樓,3房2廳2衛1室,有裝潢廁所開窗警衛管理有 908 人也在關注這間👀,"1,720萬","1,698","1,720萬1,698萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/6100YZ?breadcrumb=list,鄉城漢唐一樓庭園美居鄉城漢唐,台南市東區裕農路,大樓,31.8年,建坪 127.42,主建物33.78,1樓/13樓,4房1廳4衛1室,有裝潢前後陽台有陽台有 253 人也在關注這間👀,"1,400萬","1,400","1,400萬",
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/4481VS?breadcrumb=list,東區原鄉經典三房平車,台南市東區崇明十三街,華廈,28.2年,建坪 39.2,主 + 陽24.08,5樓/8樓,3房2廳2衛,有裝潢有陽台警衛管理有 526 人也在關注這間👀,"1,200萬","1,130","1,200萬1,130萬",坡道平面車位
2025_11_24 13_25_05,25,https://www.sinyi.com.tw//buy/house/6184HV?breadcrumb=list,畫時代幸福好宅平車位長谷畫時代,台南市安平區育平五街,大樓,28.1年,建坪 48.31,主 + 陽29.72,7樓/22樓,3房2廳2衛,警衛管理具垃圾處理近公園有 484 人也在關注這間👀,"1,198萬","1,198","1,198萬",坡道平面車位
2025_11_24 13_25_17,26,https://www.sinyi.com.tw//buy/house/9256JV?breadcrumb=list,民治新村｜大三房,台南市新營區民權路,華廈,30.2年,建坪 61.34,主 + 陽47.53,3樓/7樓,3房2廳2衛,有景觀前後陽台有陽台有 131 人也在關注這間👀,"1,220萬","1,220","1,220萬",
2025_11_24 13_25_17,26,https://www.sinyi.com.tw//buy/house/0161RD?breadcrumb=list,東門國宅電梯兩房,台南市東區衛國街,華廈,45.5年,建坪 24.1,主建物23.09,5樓/7樓,2房2廳2衛1室,有陽台房間皆有窗有2D/3D看屋有 553 人也在關注這間👀,688萬,598,688萬598萬,
2025_11_24 13_25_17,26,https://www.sinyi.com.tw//buy/house/78175J?breadcrumb=list,稀有ＣＡＳＡ眺望海景平車,台南市南區萬年七街,大樓,1.8年,建坪 31.1,主 + 陽15.99,14樓/15樓,2廳1衛,有裝潢有景觀有陽台有 102 人也在關注這間👀,888萬,888,888萬,坡道平面車位
2025_11_24 13_25_17,26,https://www.sinyi.com.tw//buy/house/45627L?breadcrumb=list,北”方正✨兩房含車位,台南市安平區國平北路,大樓,0.6年,建坪 26.95,主 + 陽15.1,12樓/34樓,2房2廳1衛,有景觀有陽台房間皆有窗有 255 人也在關注這間👀,858萬,858,858萬,坡道機械車位
2025_11_24 13_25_17,26,https://www.sinyi.com.tw//buy/house/48317E?breadcrumb=list,您久等了！眺望海景首選❤,台南市安平區國平北路,大樓,0.6年,建坪 54.93,主 + 陽30.35,30樓/34樓,2房2廳2衛,有裝潢有景觀前後陽台有 62 人也在關注這間👀,"2,700萬","2,700","2,700萬",坡道平面車位
