抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,,,,
2025_11_21 18_01_57,23,https://www.sinyi.com.tw//buy/house/2200BS?breadcrumb=list,新★華固松疆景觀大器豪邸,台北市中山區松江路,大樓,11.3年,建坪 132.18,主 + 陽68.9,6樓/21樓,3房2廳3衛,有陽台廁所開窗房間皆有窗有 870 人也在關注這間👀,14388萬,"14,388",14388萬,兩個以上車位,,,,,
2025_11_21 18_01_57,23,https://www.sinyi.com.tw//buy/house/8925TG?breadcrumb=list,【北車】正臨馬路人潮金店,台北市中正區開封街一段,店面,37.2年,建坪 2.16,主建物0.97,1樓/12樓,1廳,有裝潢近公園近捷運有 101 人也在關注這間👀,998萬,998,998萬,,,,,,
2025_11_21 18_01_57,23,https://www.sinyi.com.tw//buy/house/5582CL?breadcrumb=list,克拉美地３房車位有露臺克拉美地,台北市北投區光明路,大樓,18.0年,建坪 47.36,主 + 陽23.1,3樓/20樓,3房2廳2衛,有裝潢前後陽台有陽台有 702 人也在關注這間👀,3880萬,"3,880",3880萬,坡道平面車位,,,,,
2025_11_21 18_01_57,23,https://www.sinyi.com.tw//buy/house/6069ZY?breadcrumb=list,璞真永吉樹海美景璞真永吉,台北市信義區永吉路,大樓,2.9年,建坪 74.18,主 + 陽31.27,5樓/21樓,2房2廳2衛,有裝潢有景觀有陽台有 672 人也在關注這間👀,7688萬,"7,688",7688萬,兩個以上車位,,,,,
2025_11_21 18_01_57,23,https://www.sinyi.com.tw//buy/house/5188YR?breadcrumb=list,【凌霄】北投景觀套房,台北市北投區中山路,大樓,41.6年,建坪 9.81,主 + 陽6.86,3樓/12樓,1房1廳1衛,有裝潢警衛管理近公園有 2946 人也在關注這間👀,336萬,336,336萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/7916RM?breadcrumb=list,就看這間康和摘星康和摘星,台北市士林區忠義街,大樓,34.5年,建坪 69.64,主 + 陽42.49,4樓/15樓,4房2廳2衛,有裝潢有陽台廁所開窗有 318 人也在關注這間👀,4980萬,"4,980",4980萬,坡道平面車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/4489JU?breadcrumb=list,世貿１０１極致景觀忠駝國宅,台北市信義區基隆路一段,大樓,42.3年,建坪 46.91,主 + 陽36.73,9樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 195 人也在關注這間👀,4998萬,"4,998",4998萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/6373FT?breadcrumb=list,基泰國際景觀名邸二房車位,台北市信義區基隆路二段,大樓,15.2年,建坪 51.31,主建物22.17,10樓/15樓,2房2廳2衛1室,有裝潢有陽台房間皆有窗有 396 人也在關注這間👀,4798萬,"4,798",4798萬,坡道平面車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/1137GW?breadcrumb=list,敦南林蔭邊間三房名邸陸裝新城,台北市大安區敦化南路二段,大樓,40.6年,建坪 41.66,主 + 陽28.55,8樓/19樓,3房2廳2衛,毛胚屋有景觀廁所開窗有 972 人也在關注這間👀,4180萬,"4,180",4180萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/4991JU?breadcrumb=list,《請進天母》雙溪河景宅,台北市士林區雙溪街,華廈,41.6年,建坪 119.37,主 + 陽98.13,7樓/7樓,6房2廳5衛1室(含加蓋1衛),有裝潢有景觀前後陽台有 293 人也在關注這間👀,7380萬,"7,380",7380萬,坡道平面車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/7357XW?breadcrumb=list,景華公園旁大空間景觀華廈,台北市文山區景興路,華廈,43.5年,建坪 31.4,主 + 陽27.92,7樓/7樓,2房2廳1衛(含加蓋1房),有裝潢有景觀前後陽台有 981 人也在關注這間👀,2298萬,"2,298",2298萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/5154JB?breadcrumb=list,★信義。一層一戶美宅★,台北市信義區信義路五段,公寓,43.0年,建坪 36.83,主 + 陽29.26,5樓/5樓,7房3廳3衛(含加蓋3房1廳1衛),有裝潢有景觀前後陽台有 495 人也在關注這間👀,2850萬,"2,850",2850萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/6884CT?breadcrumb=list,大直香檳香檳,台北市中山區明水路,大樓,31.5年,建坪 68.67,主 + 陽48.34,2樓/14樓,5房2廳3衛,有裝潢有景觀前後陽台有 57 人也在關注這間👀,6998萬,"6,998",6998萬,坡道平面車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/8031VQ?breadcrumb=list,大巨蛋無印極品美屋之星,台北市大安區延吉街,華廈,40.2年,建坪 43.6,主 + 陽42.87,2樓/7樓,4房2廳3衛1室,有裝潢有景觀有陽台有 529 人也在關注這間👀,5388萬,"5,388",5388萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/6888RY?breadcrumb=list,❤️仁愛悠靜珍藏大璽❤️,台北市中正區臨沂街,華廈,14.3年,建坪 80.26,主 + 陽45.23,5樓/7樓,3房2廳3衛,有景觀有陽台廁所開窗有 711 人也在關注這間👀,8800萬,"8,800",8800萬,兩個以上車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/1114GP?breadcrumb=list,【康莊】近捷運大空間首選康莊(政校後勤區...,台北市北投區中央北路二段,大樓,10.3年,建坪 66.86,主 + 陽40.03,7樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 522 人也在關注這間👀,4180萬,"4,180",4180萬,坡道平面車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/2057LT?breadcrumb=list,敦南ＬＡＶＩＥ四房大車位,台北市大安區敦化南路一段,大樓,5.3年,建坪 68.09,主 + 陽33.9,6樓/14樓,4房2廳2衛,有裝潢有陽台廁所開窗有 594 人也在關注這間👀,9527萬,"9,527",9527萬,坡道平面車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/4228AP?breadcrumb=list,⭐晶麒鋼骨方正美宅,台北市萬華區康定路,大樓,9.6年,建坪 15.77,主 + 陽10.01,6樓/26樓,1房1廳1衛,有裝潢有陽台房間皆有窗有 711 人也在關注這間👀,1528萬,"1,528",1528萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/6046PU?breadcrumb=list,全陽豐會ＳＲＣ制震宅邸,台北市士林區中山北路五段,大樓,1.2年,建坪 40.06,主 + 陽21.13,3樓/18樓,3房2廳2衛,有裝潢有陽台廁所開窗有 935 人也在關注這間👀,4380萬,"4,380",4380萬,坡道機械車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/2953BW?breadcrumb=list,瑞安靜巷純住明亮２房車位,台北市大安區瑞安街,華廈,10.5年,建坪 23.55,主 + 陽10.72,7樓/7樓,2房2廳1衛,有裝潢有陽台廁所開窗有 1333 人也在關注這間👀,3318萬,"3,318",3318萬,其他,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/8270ZG?breadcrumb=list,關渡捷運知行公園公寓,台北市北投區知行路,公寓,46.9年,建坪 32.07,主 + 陽32.08,5樓/5樓,3房2廳1衛,前後陽台有陽台近公園有 1824 人也在關注這間👀,1080萬,"1,080",1080萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/3923ZD?breadcrumb=list,潤泰高樓河景三房豪邸,台北市萬華區德昌街,大樓,14.8年,建坪 78.85,主 + 陽36.51,23樓/23樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 609 人也在關注這間👀,6888萬,"6,888",6888萬,兩個以上車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/7226GC?breadcrumb=list,大自然綠意一樓大自然世界,台北市北投區行義路,華廈,40.9年,建坪 31.08,主建物25.32,1樓/7樓,2房2廳2衛,有裝潢房間皆有窗警衛管理有 1639 人也在關注這間👀,1450萬,"1,450",1450萬,,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/1604UN?breadcrumb=list,【新接】丰藝夏宮捷運豪邸,台北市信義區福德街,大樓,13.6年,建坪 117.28,主 + 陽48.82,4樓/13樓,2廳,毛胚屋廁所開窗房間皆有窗有 200 人也在關注這間👀,11706萬,"11,706",11706萬,兩個以上車位,,,,,
2025_11_21 18_02_05,24,https://www.sinyi.com.tw//buy/house/7752WP?breadcrumb=list,☆隱私綠景溫泉小豪宅☆,台北市北投區溫泉路,華廈,11.6年,建坪 91.69,主 + 陽43.65,2樓/5樓,3房2廳2衛2室,有裝潢有景觀前後陽台有 583 人也在關注這間👀,5761萬,"5,761",5761萬,兩個以上車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/8841WL?breadcrumb=list,富錦街華廈面公園景觀中泰華廈,台北市松山區新中街,華廈,47.2年,建坪 50.25,主 + 陽40.1,5樓/7樓,3房2廳2衛,有裝潢有景觀前後陽台有 678 人也在關注這間👀,4998萬,"4,998",4998萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/5474ND?breadcrumb=list,★義豐庭★全新裝潢大四房,台北市士林區中山北路七段,華廈,45.8年,建坪 51.44,主 + 陽50.41,4樓/7樓,4房2廳2衛,有裝潢前後陽台有陽台有 384 人也在關注這間👀,3380萬,"3,380",3380萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/3377YG?breadcrumb=list,民權精美公寓三房,台北市內湖區民權東路六段,公寓,41.9年,建坪 30.82,主 + 陽28.25,5樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 2129 人也在關注這間👀,1758萬,"1,758",1758萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/6552JM?breadcrumb=list,中華路近未來捷運高樓電梯,台北市中正區中華路二段,華廈,40.8年,建坪 52.33,主 + 陽43.99,7樓/7樓,5房2廳3衛,毛胚屋有景觀前後陽台有 322 人也在關注這間👀,3588萬,"3,588",3588萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/7789ND?breadcrumb=list,【ＶＲ】元首大道四房車位,台北市文山區羅斯福路六段,大樓,2.9年,建坪 93.83,主 + 陽40.14,11樓/18樓,4房2廳2衛,有景觀有陽台廁所開窗有 667 人也在關注這間👀,7666萬,"7,666",7666萬,兩個以上車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/1473UH?breadcrumb=list,令人陶醉的遼闊山景與湖景樸山水澗,台北市內湖區內湖路二段,大樓,10.0年,建坪 74.91,主 + 陽43.76,11樓/15樓,4房2廳2衛1室,有景觀前後陽台有陽台有 564 人也在關注這間👀,9588萬,"9,588",9588萬,坡道平面車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/3864KK?breadcrumb=list,最大直可安排看屋,台北市中山區明水路,大樓,預售,建坪 50.15,主+附 25.93,10樓/25樓,3房2廳2衛,有景觀前後陽台有陽台有 1689 人也在關注這間👀,6480萬,"6,480",6480萬,坡道平面車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/8744BT?breadcrumb=list,店長推薦華固松疆豪邸,台北市中山區松江路,大樓,11.3年,建坪 132.02,主 + 陽68.9,2樓/21樓,3房2廳3衛,有裝潢毛胚屋有景觀有 578 人也在關注這間👀,13000萬,"13,000",13000萬,兩個以上車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/0323XQ?breadcrumb=list,藍山獨棟華廈大空間,台北市北投區復興一路,華廈,11.7年,建坪 60.99,主 + 陽31.96,1樓/5樓,4房2廳2衛3室(含加蓋3室),有裝潢前後陽台有陽台有 333 人也在關注這間👀,4480萬,"4,480",4480萬,坡道機械車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/73042Q?breadcrumb=list,忠孝延吉靜巷捷運電梯３樓,台北市大安區延吉街,華廈,47.3年,建坪 28.05,主 + 陽23.66,3樓/7樓,2房2廳1衛,有裝潢前後陽台有陽台有 720 人也在關注這間👀,2860萬,"2,860",2860萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/56404X?breadcrumb=list,誠售中山北路穩定收租,台北市中山區中山北路一段,店面/辦公,46.5年,建坪 79.26,主建物42.01,B1-1樓/5樓,2廳4衛5室,有裝潢近公園近捷運有 107 人也在關注這間👀,6060萬,"6,060",6060萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/0843YU?breadcrumb=list,民族三樓公園景緻美寓,台北市中山區民族東路,公寓,44.1年,建坪 46.25,主 + 陽46.24,3樓/5樓,5房3廳2.5衛(含加蓋2廳),近公園近市場近學校有 143 人也在關注這間👀,2950萬,"2,950",2950萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/2329XG?breadcrumb=list,天母靜廬,台北市士林區中山北路七段,華廈,48.0年,建坪 69.61,主 + 陽62.93,2樓/7樓,4房2廳2衛,有裝潢有景觀前後陽台有 373 人也在關注這間👀,4680萬,"4,680",4680萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/8422MD?breadcrumb=list,耐震鋼骨耕隱單層大戶,台北市士林區忠誠路二段,大樓,4.8年,建坪 119.49,主 + 陽57.54,4樓/12樓,5房2廳2衛1室,有裝潢前後陽台有陽台有 552 人也在關注這間👀,13058萬,"13,058",13058萬,兩個以上車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/1517DJ?breadcrumb=list,專約正面中山北景觀住辦,台北市中山區中山北路三段,大樓/辦公,48.7年,建坪 36.21,主建物29.18,10樓/11樓,2房1廳1衛,有裝潢有景觀廁所開窗有 390 人也在關注這間👀,2528萬,"2,528",2528萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/1327TS?breadcrumb=list,店長推薦！安沐居美景高樓,台北市大安區復興南路二段,大樓,2.8年,建坪 24.66,主 + 陽15.52,24樓/34樓,1房2廳1衛,有裝潢有景觀有陽台有 857 人也在關注這間👀,4888萬,"4,888",4888萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/5374HC?breadcrumb=list,三面採光近捷運小宅,台北市文山區興隆路二段,華廈,6.4年,建坪 18.81,主 + 陽8.72,2樓/9樓,1房1廳1衛1室(含加蓋1室),有裝潢前後陽台有陽台有 2221 人也在關注這間👀,1750萬,"1,750",1750萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/2940NR?breadcrumb=list,國賓伊頓邊間三房,台北市文山區政大一街,華廈,11.0年,建坪 49.39,主 + 陽26.49,5樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 650 人也在關注這間👀,3288萬,"3,288",3288萬,坡道平面車位,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/5750MF?breadcrumb=list,近國泰醫院國館學區三房,台北市大安區光復南路,大樓/辦公,38.3年,建坪 34.5,主 + 陽26.79,9樓/12樓,3房2廳2衛,有裝潢有景觀有陽台有 1748 人也在關注這間👀,3688萬,"3,688",3688萬,,,,,,
2025_11_21 18_02_15,25,https://www.sinyi.com.tw//buy/house/1572FL?breadcrumb=list,【專任】溫馨方正國泰三房,台北市信義區吳興街,公寓,36.7年,建坪 37.21,主 + 陽30.22,5樓/5樓,3房2廳2衛,有裝潢有景觀有陽台有 1543 人也在關注這間👀,2480萬,"2,480",2480萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/1096GC?breadcrumb=list,首都超美河岸大三房美景首都帝景,台北市中正區水源路,大樓,7.7年,建坪 63.83,主 + 陽33.56,6樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 356 人也在關注這間👀,5388萬,"5,388",5388萬,坡道平面車位,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/7714LV?breadcrumb=list,店長推薦低總價公寓,台北市中山區吉林路,公寓,59.6年,建坪 23.89,主建物23.89,4樓/4樓,4房2廳1衛(含加蓋1房),有裝潢有景觀前後陽台有 38 人也在關注這間👀,1798萬,"1,798",1798萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/0082FC?breadcrumb=list,松江路邊間電梯兩房,台北市中山區松江路,華廈,29.4年,建坪 20.29,主 + 陽12.9,3樓/6樓,2房1廳1衛,有裝潢有景觀有陽台有 943 人也在關注這間👀,1788萬,"1,788",1788萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/8677NV?breadcrumb=list,正金湖路２樓美寓,台北市內湖區金湖路,公寓,43.9年,建坪 32.7,主 + 陽29.47,2樓/5樓,3房2廳2衛,有裝潢廁所開窗具垃圾處理有 122 人也在關注這間👀,2588萬,"2,588",2588萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/1018XX?breadcrumb=list,☆華山綠蔭成家大四房☆,台北市中山區林森北路,華廈,49.0年,建坪 58.2,主 + 陽58.21,4樓/7樓,4房2廳2衛2室,有裝潢前後陽台有陽台有 297 人也在關注這間👀,4168萬,"4,168",4168萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/6677RU?breadcrumb=list,近公園方正一樓,台北市文山區福興路,公寓,42.2年,建坪 25.49,主建物22.04,1樓/5樓,3房2廳2衛,有裝潢近公園近市場有 742 人也在關注這間👀,1520萬,"1,520",1520萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/8895DZ?breadcrumb=list,誠意出售～景觀第一排,台北市士林區菁山路,華廈,15.6年,建坪 40.87,主 + 陽16.38,2樓/5樓,1房1廳1衛,有裝潢有景觀有陽台有 13537 人也在關注這間👀,2280萬,"2,280",2280萬,坡道平面車位,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/0556MF?breadcrumb=list,黃金公館大三房美寓,台北市中正區羅斯福路四段,公寓,41.1年,建坪 38.05,主 + 陽33.96,4樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 54 人也在關注這間👀,3358萬,"3,358",3358萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/3585XY?breadcrumb=list,華江整宅黃金三樓大空間,台北市萬華區和平西路三段,公寓,53.2年,建坪 34.71,主建物34.71,3樓/4樓,3房2廳1.5衛,有裝潢有景觀近公園有 60 人也在關注這間👀,1700萬,"1,700",1700萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/3253RL?breadcrumb=list,城閱大面寬店面,台北市萬華區西藏路,店面/辦公,0.5年,建坪 38.13,主建物23.72,1樓/6樓,2廳1衛,有裝潢警衛管理具垃圾處理有 31 人也在關注這間👀,4999萬,"4,999",4999萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/4496LG?breadcrumb=list,成都邊間採光後棟安靜大廈,台北市萬華區成都路,大樓/套房,48.2年,建坪 10.62,主 + 陽8.37,8樓/12樓,1房1衛,有景觀警衛管理具垃圾處理有 647 人也在關注這間👀,835萬,835,835萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/8045BT?breadcrumb=list,【正面明湖國小】青春活力,台北市內湖區康寧路三段,公寓,41.0年,建坪 33.09,主 + 陽30.29,5樓/5樓,3房2廳2衛,有裝潢有景觀有陽台有 339 人也在關注這間👀,2180萬,"2,180",2180萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/2156ZD?breadcrumb=list,店主推！永康靜巷黃金３樓,台北市大安區永康街,公寓,54.0年,建坪 34.93,主 + 陽34.94,3樓/4樓,4房2廳2衛,有裝潢有陽台廁所開窗有 638 人也在關注這間👀,4288萬,"4,288",4288萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/2815PH?breadcrumb=list,中正國中設籍朝南黃金寓邸,台北市中正區金山南路一段,公寓,58.6年,建坪 26.55,主 + 陽26.56,4樓/4樓,4房2廳2衛(含加蓋1房1衛),有裝潢有景觀前後陽台有 849 人也在關注這間👀,3188萬,"3,188",3188萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/3775WD?breadcrumb=list,★新接★師大三房美屋,台北市大安區師大路,華廈,41.9年,建坪 38.47,主 + 陽30.12,6樓/7樓,3房2廳1衛,有裝潢前後陽台有陽台有 592 人也在關注這間👀,4320萬,"4,320",4320萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/3290RY?breadcrumb=list,首席第一道美三房露臺第一道,台北市南港區園區街,大樓,16.5年,建坪 56.45,主 + 陽25.61,3樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 305 人也在關注這間👀,4988萬,"4,988",4988萬,兩個以上車位,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/9969WL?breadcrumb=list,中正國中邊間庭院有坡平,台北市中正區南昌路一段,華廈,33.7年,建坪 52.71,主建物35.56,1樓/6樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 293 人也在關注這間👀,6200萬,"6,200",6200萬,坡道平面車位,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/4669NQ?breadcrumb=list,雙連★靜巷庭院一樓,台北市大同區重慶北路二段,華廈,26.1年,建坪 32.28,主 + 陽24.65,1樓/6樓,3房2廳2衛(含加蓋1廳1衛),有裝潢前後陽台有陽台有 889 人也在關注這間👀,3980萬,"3,980",3980萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/1086VD?breadcrumb=list,南寧方正電梯三房,台北市萬華區南寧路,大樓,36.9年,建坪 37.17,主 + 陽31.32,2樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 543 人也在關注這間👀,2780萬,"2,780",2780萬,,,,,,
2025_11_21 18_02_23,26,https://www.sinyi.com.tw//buy/house/9765GG?breadcrumb=list,明湖學區●捷運公園三房民權湖觀-萊茵區,台北市內湖區民權東路六段,大樓,31.7年,建坪 36.32,主 + 陽29.36,7樓/12樓,3房2廳2衛,有裝潢有陽台廁所開窗有 1173 人也在關注這間👀,3250萬,"3,250",3250萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/0268DM?breadcrumb=list,金華龍門設籍大土持美玉,台北市大安區泰順街,公寓,60.1年,建坪 35.2,主 + 陽31.46,4樓/4樓,2房3廳2衛1室(含加蓋1廳),有裝潢有景觀有陽台有 933 人也在關注這間👀,3680萬,"3,680",3680萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/8319LU?breadcrumb=list,士北科天母仰格三房車位天母仰格,台北市士林區中山北路五段,大樓,1.6年,建坪 68.67,主 + 陽35.09,6樓/17樓,3房2廳2衛,有裝潢有景觀有陽台有 768 人也在關注這間👀,6288萬,"6,288",6288萬,坡道平面車位,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/2594JK?breadcrumb=list,質感優雅十六行館十六行館,台北市北投區行義路,華廈,17.1年,建坪 92.93,主 + 陽49.7,4樓/5樓,3房2廳3衛,有裝潢前後陽台有陽台有 154 人也在關注這間👀,5800萬,"5,800",5800萬,兩個以上車位,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/2766ZX?breadcrumb=list,遠眺山景高樓四房,台北市萬華區開封街二段,大樓,16.7年,建坪 57.34,主 + 陽34.75,10樓/12樓,4房2廳2衛,有景觀警衛管理具垃圾處理有 889 人也在關注這間👀,5680萬,"5,680",5680萬,升降機械車位,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/1440HF?breadcrumb=list,膝蓋不累三樓三房優質美寓,台北市中正區重慶南路三段,公寓,49.5年,建坪 38.37,主 + 陽38.37,3樓/4樓,3房2廳2衛,有裝潢前後陽台有陽台有 613 人也在關注這間👀,2880萬,"2,880",2880萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/1380AM?breadcrumb=list,廣慈福德靜巷公寓一樓大戶,台北市南港區福德街,公寓,48.5年,建坪 28.44,主建物26.14,1樓/4樓,5房4廳2.5衛1室(含加蓋2房1廳2.5衛1室),有裝潢近公園近市場有 367 人也在關注這間👀,2514萬,"2,514",2514萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/3168HR?breadcrumb=list,景美捷運站旁美寓,台北市文山區景福街,公寓,50.0年,建坪 30.8,主 + 陽30.81,4樓/4樓,3房2廳2衛,有裝潢有景觀前後陽台有 328 人也在關注這間👀,2100萬,"2,100",2100萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/9985MD?breadcrumb=list,台北ＯＮＥ稀有邊間兩房,台北市萬華區成都路,大樓,8.6年,建坪 30.91,主 + 陽17.84,10樓/22樓,2房2廳1衛,有裝潢有景觀有陽台有 615 人也在關注這間👀,2958萬,"2,958",2958萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/5918MC?breadcrumb=list,精裝北歐風『成功國宅』成功國宅11~1...,台北市大安區復興南路二段,大樓,40.5年,建坪 38.98,主 + 陽29.61,5樓/19樓,3房2廳2衛1室,有裝潢有陽台廁所開窗有 1134 人也在關注這間👀,3999萬,"3,999",3999萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/7732VX?breadcrumb=list,西湖捷運小家庭最愛２樓,台北市內湖區內湖路一段,公寓,47.9年,建坪 28.12,主 + 陽28.12,2樓/4樓,3房2廳1衛,有裝潢廁所開窗房間皆有窗有 1319 人也在關注這間👀,1900萬,"1,900",1900萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/49508R?breadcrumb=list,士林捷運－公寓３樓,台北市士林區大北路,公寓,53.8年,建坪 31.1,主建物31.1,3樓/4樓,3房2廳1衛,有裝潢前後陽台有陽台有 837 人也在關注這間👀,1850萬,"1,850",1850萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/7581JL?breadcrumb=list,內科邊間辦公,台北市內湖區內湖路一段,辦公/廠房,28.3年,建坪 101.95,主建物48.57,2樓/8樓,1廳5室,有裝潢警衛管理具垃圾處理有 27 人也在關注這間👀,5388萬,"5,388",5388萬,兩個以上車位,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/6833LF?breadcrumb=list,西門捷運一房一廳套房,台北市萬華區康定路,華廈,53.0年,建坪 11.52,主建物10.12,5樓/6樓,1房1廳1衛1室,有裝潢有陽台房間皆有窗有 128 人也在關注這間👀,960萬,960,960萬,,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/6293WQ?breadcrumb=list,內湖財經雙星大樓,台北市內湖區成功路三段,辦公,30.1年,建坪 62.27,主 + 陽44.35,4樓/9樓,1廳2衛4室,有裝潢有景觀警衛管理有 38 人也在關注這間👀,4868萬,"4,868",4868萬,坡道平面車位,,,,,
2025_11_21 18_02_32,27,https://www.sinyi.com.tw//buy/house/9565KU?breadcrumb=list,花都●南港站前兩房車位花都中國,台北市南港區興南街,大樓,31.8年,建坪 28.45,主 + 陽19.14,4樓/11樓,2房2廳1.5衛,有陽台廁所開窗警衛管理有 464 人也在關注這間👀,2558萬,"2,558",2558萬,坡道機械車位,,,,,
