鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
鳥松區,房地(土地+建物),高雄市鳥松區圓山路７７號,81.81,1140217,土地5建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1051228,223.32,5,2,5,有,有,19940000,89289,,0,0
路竹區,房地(土地+建物),高雄市路竹區太平路３００巷３１號,122.84,1140225,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,900626,256.63,4,2,3,有,無,15300000,59619,,0,0
美濃區,房地(土地+建物)+車位,高雄市美濃區自強街一段９６巷２號五樓,23.52,1140218,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850112,150.91,3,2,2,有,無,3350000,22199,坡道平面,0,0
大寮區,房地(土地+建物),高雄市大寮區鳳林三路３１５之５號四樓,13.17,1140223,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901230,137.71,3,2,2,有,有,5800000,42117,,0,0
大寮區,房地(土地+建物),高雄市大寮區民智街２０７巷５號,80.8,1140215,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060525,216.49,4,2,3,有,無,16500000,76216,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區鼓山一路１６１巷５０弄６３號五樓之２,48.92,1140224,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720321,103.33,3,2,2,有,無,4650000,45006,,0,0
前金區,房地(土地+建物),高雄市前金區中正四路２３５號十六樓之５,16.31,1140221,土地1建物1車位0,十六層,十八層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,781222,212.5,0,0,0,無,有,12860000,60518,,0,0
前金區,房地(土地+建物)+車位,高雄市前金區中華三路１０６號三十樓,17.63,1140226,土地1建物1車位2,三十層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土,1041102,434.93,4,2,5,有,有,39800000,91509,坡道平面,31.9,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路２１８號八樓,16.1,1140209,土地2建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951013,125.79,3,2,2,有,有,14500000,115271,坡道平面,15.5,0
前金區,房地(土地+建物)+車位,高雄市前金區中華三路１０７號八樓,8.32,1140214,土地3建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040703,121.58,3,2,1,有,有,13500000,105721,坡道機械,9.02,1600000
鼓山區,房地(土地+建物),高雄市鼓山區銀川街７４號六樓之１,12.11,1140228,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710428,74.94,2,2,1,有,無,5250000,70056,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區三多一路１９７巷４號２樓,27.2,1140205,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,730411,117.87,3,2,2,有,無,8400000,71265,,0,0
新興區,房地(土地+建物)+車位,高雄市新興區民生一路５６號１９樓之７,10.12,1140219,土地1建物1車位1,十九層,二十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,810915,181.91,5,1,0,有,有,11700000,64318,坡道機械,0,0
苓雅區,房地(土地+建物),高雄市苓雅區青年一路１號五樓,28.14,1140217,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700123,179.62,4,1,2,有,無,13000000,72375,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區三多三路１３７號十四樓之３,4.85,1140213,土地1建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840327,90.53,3,1,2,有,有,7100000,78427,,0,0
小港區,房地(土地+建物),高雄市小港區孔鳳路２９３巷７８號,52,1140223,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,640426,90.34,3,2,2,有,無,7500000,83020,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區陽明路３２１號八樓,13.44,1140220,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131213,112.02,2,1,2,有,有,12850000,124327,坡道平面,24.75,2000000
三民區,房地(土地+建物),高雄市三民區寶興路３６號,27.22,1140225,土地1建物1車位0,一層，二層，騎樓,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,840509,94.01,3,2,2,有,有,8300000,88288,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區朝新路１８２號十五樓,6.77,1140218,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1051025,76.36,2,1,1,有,有,7000000,91671,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街１５３號二樓之１５,6.31,1140225,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,見使用執照,900907,21.61,1,0,1,有,有,870000,40259,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街１５３號四樓之１５,6.31,1140225,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,見使用執照,900907,21.61,1,0,1,有,有,810000,37483,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區裕昌街２０３號十樓,12.47,1140212,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011225,149.77,3,2,2,有,有,11800000,78787,坡道平面,28.7,0
燕巢區,建物,高雄市燕巢區中民路７１７號,0,1140216,土地0建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,930816,210.14,6,1,3,有,無,6000000,28552,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北昌二街７２號十五樓,26.05,1140214,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1060511,143.49,3,2,2,有,有,11850000,82584,坡道平面,19.34,0
鳳山區,房地(土地+建物),高雄市鳳山區和德街３７號二樓,17.51,1140217,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,991220,163.24,4,2,2,有,有,13000000,79637,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北昌五街１３號十二樓,15.99,1140224,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1050810,92.52,2,2,1,有,有,8100000,87549,坡道機械,17.42,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區埤頂街１６０巷１０號四樓,24.25,1140212,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1131014,76.54,2,2,2,有,有,9620000,110089,一樓平面,3.69,1600000
旗山區,房地(土地+建物),高雄市旗山區德義街１９之９號,54.51,1140210,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,660221,91.12,6,2,3,有,無,4000000,43898,,0,0
仁武區,房地(土地+建物),高雄市仁武區京吉二路１３９號七樓,9.97,1140217,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131016,74.43,1,2,1,有,有,7260000,97541,,0,0
仁武區,房地(土地+建物),高雄市仁武區八德南路３９８巷６號十樓之１,15.75,1140218,土地3建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850702,110.49,3,2,2,有,有,8500000,76930,,0,0
湖內區,房地(土地+建物),高雄市湖內區正義二路４６巷２弄１６號,78.94,1140218,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,831219,143.03,3,2,3,有,無,5000000,34958,,0,0
大寮區,房地(土地+建物),高雄市大寮區翁園路４１之２號,92.85,1140212,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,750322,111.68,5,2,4,有,無,11800000,105659,,0,0
大寮區,房地(土地+建物),高雄市大寮區大同街３９３號四樓,17.05,1140221,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850430,106.3,3,2,2,有,有,3100000,29163,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁智街１０６巷８號５樓,44.97,1140210,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,761110,241.31,5,2,3,有,有,17800000,73764,坡道平面,0,0
鼓山區,房地(土地+建物),高雄市鼓山區美術南二路４８號三樓之１,11.4,1140216,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971021,81.04,2,1,1,有,有,9350000,115375,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區雄峰路２１號五樓之４,17.25,1140214,土地2建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710818,62.32,3,2,1,有,有,4700000,75417,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路４５８號九樓,7.62,1140211,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980325,83.39,2,2,1,有,有,8200000,98333,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區泰順街２０號二十一樓,26.75,1140216,土地1建物1車位2,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110701,262.29,3,2,2,有,有,38800000,152267,坡道平面,39.72,4910000
苓雅區,房地(土地+建物),高雄市苓雅區四維四路５號１２樓之７,3.25,1140214,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,700625,36.6,1,1,1,有,有,2380000,65027,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區武廟路１６６巷２１號三樓,28,1140212,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720818,108.2,3,2,2,有,無,5600000,51756,,0,0
小港區,房地(土地+建物),高雄市小港區民航一街７號,26,1140208,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,670912,64.43,3,2,2,有,無,5280000,81949,,0,0
小港區,房地(土地+建物),高雄市小港區高坪二十三路６８６巷１１號,179.11,1140224,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土,1120830,248.46,5,2,5,有,無,23000000,92570,,0,0
小港區,房地(土地+建物),高雄市小港區水秀路２０２號,65,1140219,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,700122,178.56,3,2,4,有,無,9000000,50403,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區民權二路４２號１２樓,12.64,1140224,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770824,133.47,4,2,2,有,有,7500000,56192,,0,0
前鎮區,建物,高雄市前鎮區廣西路２１１號六樓之７,0,1140207,土地0建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070620,83.14,2,1,1,有,有,5800000,69762,,0,0
三民區,房地(土地+建物),高雄市三民區正忠路３１號九樓之３,4.9,1140222,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130826,56.81,1,1,1,有,有,7400000,130259,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區覺民路６５０之２號十二樓,7.62,1140222,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050630,128.39,2,2,1,有,有,14000000,109043,坡道機械,0,0
左營區,房地(土地+建物),高雄市左營區崇德路３３８號九樓之１,10.31,1140208,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830910,110.39,2,2,2,有,有,5000000,45294,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區高楠公路１８５９號九樓,13.72,1140216,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130904,108.49,3,2,1,有,有,11800000,108766,升降機械,10.55,0
左營區,房地(土地+建物)+車位,高雄市左營區先鋒路１１０巷１號,19.35,1140209,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1110302,125.37,3,2,2,有,有,18450000,156341,坡道平面,22.07,2300000
左營區,房地(土地+建物)+車位,高雄市左營區文天路１５２號七樓之２,8.02,1140212,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1040731,100.44,2,2,1,有,有,12300000,122461,坡道機械,9.39,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝利路６５號二樓,40.19,1140225,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010605,160.53,3,2,2,有,有,4607843,28704,坡道平面,0,0
鳳山區,房地(土地+建物),高雄市鳳山區立志街１２２號十樓,14.26,1140205,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840510,124.74,3,2,2,有,有,7000000,56117,,0,0
仁武區,房地(土地+建物),高雄市仁武區八德南路１００巷１３７之３號,105.78,1140227,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,791020,231.2,5,2,2,有,無,10000000,43253,,0,0
仁武區,房地(土地+建物)+車位,高雄市仁武區京中四街２５８號九樓,20.14,1140213,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130115,109.11,2,1,2,有,有,9500000,92278,坡道平面,26.75,1900000
美濃區,房地(土地+建物),高雄市美濃區自強街三段２巷２１號五樓之７,24.49,1140221,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120801,72.42,2,2,2,有,有,4800000,66280,,0,0
大寮區,房地(土地+建物),高雄市大寮區成功路１１６巷２號九樓,15.09,1140226,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830610,105.91,3,2,2,有,有,4500000,42489,,0,0
大寮區,房地(土地+建物),高雄市大寮區內厝路３４７號七樓,16.55,1140209,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830205,104.28,3,2,2,有,有,4580000,43920,,0,0
林園區,房地(土地+建物),高雄市林園區中門路３３９巷５０弄２６號,256.3,1140208,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨造,910510,154.83,0,0,0,無,無,14000000,90422,,0,0
小港區,房地(土地+建物),高雄市小港區德仁路７４號八樓,11.95,1140207,土地1建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830422,134.32,3,1,2,有,無,5000000,37225,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區西藏街２７３號三樓之１,24.51,1140217,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,700925,93.92,3,2,2,有,無,4700000,50043,,0,0
前金區,房地(土地+建物),高雄市前金區七賢二路３２２號４樓之５,3.05,1140206,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701228,33.99,1,1,1,有,有,2420000,71197,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區昌盛路３６號六樓,10.37,1140223,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830715,81.89,2,1,1,有,有,7500000,91586,,0,0
鹽埕區,房地(土地+建物),高雄市鹽埕區河西路１１８號六樓之１,5.34,1140215,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790404,65.65,2,1,1,有,有,3390000,51637,,0,0
旗津區,房地(土地+建物),高雄市旗津區商港街１４巷９０號,77,1140212,土地4建物1車位0,全,二層,透天厝,住家用,加強磚造,720720,101.69,3,2,2,有,無,5900000,58019,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路３２號六樓,7.48,1140222,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007,82.55,2,1,1,有,有,10200000,123561,升降機械,6.07,0
前金區,房地(土地+建物)+車位,高雄市前金區大同一路２７８號十三樓,6.99,1140227,土地1建物1車位1,十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,1070904,150.93,2,1,2,有,有,14600000,96734,坡道平面,46.17,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區英義街１２１巷１號七樓之４,37.12,1140221,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,780512,217.79,5,2,2,有,有,11580000,53173,坡道平面,0,0
苓雅區,房地(土地+建物),高雄市苓雅區憲政路２９０巷３弄４號,131.47,1140215,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,650305,136.2,4,2,3,有,無,29500000,216593,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區永富街４７號三樓,26.3,1140224,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700831,104.77,3,2,1,有,無,5000000,47724,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區五權街１３７號六樓之２,23.93,1140226,土地1建物1車位3,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990504,274.58,4,2,2,有,有,25200000,91777,坡道平面,81.27,0
前鎮區,房地(土地+建物),高雄市前鎮區明正三街７６號,169.92,1140221,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,650119,289.64,4,2,3,有,無,23000000,79409,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區遼寧三街４１號二樓,14.02,1140224,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091116,124.4,2,2,2,有,有,14100000,113344,坡道平面,28.37,0
楠梓區,房地(土地+建物),高雄市楠梓區大學二街１１１號五樓之１,25.68,1140217,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1130715,85.45,2,2,1,有,有,8150000,95377,,0,0
左營區,房地(土地+建物)+車位,高雄市左營區保靖街３８號十五樓,9.66,1140210,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1120202,150.2,3,2,2,有,有,19100000,159569,坡道平面,46.17,2500000
左營區,房地(土地+建物),高雄市左營區博愛二路６４２號六樓,24.86,1140226,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860128,154.93,0,0,0,無,有,11500000,74227,,0,0
左營區,房地(土地+建物),高雄市左營區博愛二路６４２號七樓,24.86,1140226,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860128,156.36,0,0,0,無,有,11500000,73548,,0,0
左營區,房地(土地+建物),高雄市左營區果峰街１２巷３６號四樓之２,12.44,1140222,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970410,121.13,3,2,2,有,有,9560000,78923,,0,0
永安區,房地(土地+建物),高雄市永安區保安路１３０巷４３弄１１號,69.76,1140222,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,840610,180.7,3,2,3,有,無,7070000,39126,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過勇路１８２號七樓,13.12,1140210,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1020620,143.53,2,2,2,有,有,11000000,76639,坡道平面,25.57,0
鳳山區,房地(土地+建物),高雄市鳳山區樂園街５５巷７號,73,1140221,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,611120,80.8,5,2,2,有,無,5680000,70297,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區田衙路１０巷２９號,81.23,1140211,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土,950415,202.78,4,3,4,有,有,16800000,82848,,0,0
仁武區,房地(土地+建物),高雄市仁武區華園街１９巷５號四樓,28,1140228,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730615,94.15,3,2,2,有,無,1900000,20181,,0,0
路竹區,房地(土地+建物),高雄市路竹區環球路６３０巷２８弄２８號,299.09,1140209,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨構造（有牆）,1131119,170.8,1,0,2,有,無,18430000,107904,,0,0
路竹區,房地(土地+建物),高雄市路竹區環球路６３０巷２８弄３０號,299.09,1140209,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨構造（有牆）,1131119,170.8,1,0,2,有,無,18430000,107904,,0,0
大寮區,房地(土地+建物),高雄市大寮區仁德路１６巷６號,19.64,1140212,土地1建物1車位0,一層，二層，三層，騎樓,十六層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,821231,167.57,3,2,3,有,有,12300000,73402,,0,0
鹽埕區,房地(土地+建物),高雄市鹽埕區大有街９之１號,3.63,1140222,土地1建物1車位0,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,701124,42.93,0,0,0,無,有,4000000,93175,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區武信街２６巷５３號,65,1140220,土地1建物1車位0,全,二層,透天厝,,加強磚造,571215,130.95,3,2,3,有,無,7200000,54983,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區和平二路２８７號,89,1140213,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1121218,365.78,6,3,5,有,無,55000000,150364,,0,0
小港區,房地(土地+建物),高雄市小港區高坪八路１５５號,90.61,1140223,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1021106,176.95,4,2,3,有,無,12100000,68381,,0,0
三民區,房地(土地+建物),高雄市三民區水源路２５５巷８號,26.6,1140211,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681012,68.79,3,2,2,有,無,7830000,113825,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區通化街３號十三樓之１,12.49,1140205,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070706,154.34,3,2,2,有,有,18000000,116626,坡道平面,24.28,0
三民區,房地(土地+建物)+車位,高雄市三民區九如一路８４４號四樓之５,23.39,1140216,土地2建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,780703,211.39,4,2,2,有,有,14680000,69445,坡道平面,0,0
左營區,房地(土地+建物),高雄市左營區菜公一路７５號八樓,9.89,1140216,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130105,62.77,2,2,1,有,有,9300000,148160,,0,0
左營區,房地(土地+建物),高雄市左營區翠華路６０１巷９１號九樓,28.09,1140223,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土結構造,890124,172.87,4,2,2,有,有,9500000,54955,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區德賢路７號六樓之１,15.07,1140208,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810917,95.08,2,2,1,有,無,5260000,55322,,0,0
左營區,房地(土地+建物),高雄市左營區保靖街３８號七樓之２,8.19,1140220,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1120202,88.18,2,1,1,有,有,13720000,155591,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫一路１７５號二樓,13.83,1140222,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941206,120.61,3,2,2,有,有,7500000,62184,坡道機械,15.01,0
左營區,房地(土地+建物)+車位,高雄市左營區富民路２１３號十二樓,55.05,1140228,土地1建物1車位1,十二層，十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790417,402.83,4,3,3,有,有,21200000,52628,坡道平面,0,0
楠梓區,房地(土地+建物),高雄市楠梓區清平街５１巷１３號八樓,22.09,1140217,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830112,123.38,4,1,2,有,有,6520000,52845,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區榮昌街８號十五樓,12.4,1140207,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970912,78.74,2,1,1,有,有,6250000,79375,,0,0
岡山區,房地(土地+建物),高雄市岡山區嘉新東路１３３號,105,1140221,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1030227,279.55,4,3,5,有,無,19000000,67966,,0,0
岡山區,房地(土地+建物),高雄市岡山區信中街３７號五樓之２,26.16,1140221,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130822,80.48,2,1,1,有,無,6500000,80765,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區青年路二段３１４號五樓,15.62,1140225,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840925,137.32,3,1,2,有,有,6000000,43694,升降機械,0,0
鳳山區,房地(土地+建物),高雄市鳳山區北祥街２３號,71,1140223,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,770510,110.23,5,2,3,有,無,12600000,114306,,0,0
仁武區,房地(土地+建物),高雄市仁武區鳳仁路２３８巷１弄７號,86,1140204,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,700114,129.87,5,3,3,有,無,9000000,69300,,0,0
仁武區,房地(土地+建物)+車位,高雄市仁武區名光街６６號九樓,20,1140225,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040724,107.58,2,1,1,有,有,8680000,80684,坡道平面,22.94,0
仁武區,房地(土地+建物),高雄市仁武區後港巷１６５之１號,81.99,1140228,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,830628,146.99,5,3,3,有,無,15450000,105109,,0,0
仁武區,房地(土地+建物),高雄市仁武區北屋南街２１６號十五樓,14.62,1140222,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120328,90.18,2,2,1,有,有,10460000,115990,,0,0
大社區,房地(土地+建物),高雄市大社區三民路２２０巷１３號,77.7,1140203,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土,1130717,220.32,4,2,5,有,無,20000000,90777,,0,0
路竹區,房地(土地+建物),高雄市路竹區環球路６３０巷２８弄３２號,323.76,1140209,土地2建物1車位0,全,一層,透天厝,工業用,鋼骨構造（有牆）,1131119,184.83,1,0,2,有,無,20000000,108208,,0,0
大寮區,房地(土地+建物)+車位,高雄市大寮區勝利街２６號十五樓之９,17.66,1140228,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120912,103.52,2,2,1,有,有,9550000,92253,坡道平面,14.66,0
大寮區,房地(土地+建物),高雄市大寮區鳳林路四段１７１之４號,110.21,1140209,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,801214,166.35,5,3,1,有,無,7580000,45567,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區九如四路８５７號三樓之１,14.8,1140218,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,700828,51.31,1,2,1,有,無,3080000,60027,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路６３９號十四樓,20.07,1140215,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000524,163.57,3,2,2,有,有,16330000,99835,坡道平面,20.04,0
