抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 17_36_04,23,https://www.sinyi.com.tw//buy/house/5868HR?breadcrumb=list,【國城ＭＲＴ】３房平車國城MRT,高雄市楠梓區學專路,大樓,10.0年,建坪 40.08,主 + 陽22.73,3樓/15樓,3房1廳2衛,有裝潢前後陽台有陽台有 218 人也在關注這間👀,1398萬,"1,398",1398萬,坡道平面車位
2025_11_24 17_36_04,23,https://www.sinyi.com.tw//buy/house/1435ML?breadcrumb=list,亞灣豪邸五房附車位一品花園,高雄市前鎮區中華五路,大樓,12.4年,建坪 132.05,主 + 陽78.3,10樓/29樓,5房2廳5衛,有裝潢警衛管理具垃圾處理有 244 人也在關注這間👀,5180萬,"5,180",5180萬,兩個以上車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/3045KC?breadcrumb=list,近高醫【京緻】四房雙平車京緻,高雄市三民區旅順街,大樓,16.3年,建坪 93.13,主 + 陽50.84,5樓/15樓,4房2廳3衛,有裝潢有景觀前後陽台有 876 人也在關注這間👀,2980萬,"2,980",2980萬,兩個以上車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/8681NS?breadcrumb=list,公園首排人文首馥高樓邊間人文首馥,高雄市鼓山區神農路,大樓,17.4年,建坪 127.81,主 + 陽72.06,14樓/24樓,3房2廳3衛2室,有裝潢有景觀前後陽台有 274 人也在關注這間👀,5800萬,"5,800",5800萬,兩個以上車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/3979SM?breadcrumb=list,【本月熱推】美術館輕奢宅美術白天鵝,高雄市鼓山區美術東四路,大樓,2.2年,建坪 52.71,主 + 陽29.4,4樓/24樓,2房2廳2衛1室,有裝潢有景觀前後陽台有 215 人也在關注這間👀,2598萬,"2,598",2598萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/4484TF?breadcrumb=list,巨蛋全誠樹海首排四房平車遠見臻品,高雄市左營區南屏路,大樓,25.9年,建坪 59.96,主 + 陽38.47,4樓/14樓,4房2廳2衛,有景觀前後陽台有陽台有 661 人也在關注這間👀,1980萬,"1,980",1980萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/8101RU?breadcrumb=list,【首選】河堤輕奢３房平車京城閱河堤,高雄市三民區明愛街,大樓,6.9年,建坪 51.11,主 + 陽27.56,11樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 1351 人也在關注這間👀,2058萬,"2,058",2058萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/5281JT?breadcrumb=list,巨蛋棋琴十五重奏三房平車棋琴十五重奏,高雄市左營區南屏路,大樓,11.9年,建坪 41.13,主 + 陽19.46,7樓/14樓,3房2廳1衛,有裝潢有景觀有陽台有 1196 人也在關注這間👀,1688萬,"1,688",1688萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/7781GJ?breadcrumb=list,麗馥·巨蛋核心美三房平車麗馥,高雄市左營區新莊一路,大樓,9.8年,建坪 57.45,主 + 陽28.38,13樓/21樓,3房2廳2衛,有裝潢有景觀前後陽台有 284 人也在關注這間👀,2480萬,"2,480",2480萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/0759CL?breadcrumb=list,高鐵面寬收租質感寬店面太普上新光,高雄市左營區文天路,店面/大樓,12.0年,建坪 56.84,主 + 陽25.63,1樓/15樓,2廳2衛(含加蓋1廳),有裝潢有陽台廁所開窗有 96 人也在關注這間👀,3980萬,"3,980",3980萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/4975RC?breadcrumb=list,堅山三川漂亮三房平車堅山三川,高雄市楠梓區德豐街,大樓,9.5年,建坪 47.02,主 + 陽23.92,6樓/17樓,3房2廳2衛,有裝潢有景觀有陽台有 78 人也在關注這間👀,1568萬,"1,568",1568萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/0361DS?breadcrumb=list,校園景觀採光溫馨三房校園居易,高雄市左營區新莊一路,大樓,30.3年,建坪 38.62,主 + 陽28.77,12樓/22樓,3房2廳2衛,有裝潢有景觀前後陽台有 208 人也在關注這間👀,968萬,968,968萬,
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/8223ZU?breadcrumb=list,白天鵝大空間雙衛浴平車美術白天鵝,高雄市鼓山區美術東四路,大樓,2.2年,建坪 37.89,主 + 陽19.99,8樓/24樓,1房2廳2衛,前後陽台有陽台房間皆有窗有 139 人也在關注這間👀,1638萬,"1,638",1638萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/3652HJ?breadcrumb=list,★美術館大兩房平移車位家築Bingo,高雄市鼓山區美術東六街,大樓,19.1年,建坪 34.03,主 + 陽19.43,9樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 397 人也在關注這間👀,1298萬,"1,298",1298萬,坡道機械車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/5199XF?breadcrumb=list,溫莎堡鼓山奢境公爵邸溫莎堡,高雄市鼓山區富農路,大樓,13.1年,建坪 94.82,主 + 陽60.17,5樓/30樓,1廳,前後陽台有陽台廁所開窗有 249 人也在關注這間👀,3580萬,"3,580",3580萬,兩個以上車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/6321HB?breadcrumb=list,榮耀中山．首府寓邸中山首府,高雄市前鎮區中山二路,大樓,28.1年,建坪 58.08,主 + 陽39.84,24樓/28樓,3房2廳2衛,有裝潢有景觀有陽台有 189 人也在關注這間👀,1988萬,"1,988",1988萬,兩個以上車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/9782DD?breadcrumb=list,急售！亞灣繽海附平車美居繽海,高雄市苓雅區三多四路,大樓,2.0年,建坪 22.48,主 + 陽11.63,2樓/15樓,1房1廳1衛,有裝潢有陽台廁所開窗有 597 人也在關注這間👀,990萬,990,990萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/8762HZ?breadcrumb=list,景觀橋科水岸花園三房平車水岸花園,高雄市橋頭區新東一街,大樓,5.3年,建坪 46.35,主 + 陽25.25,8樓/22樓,3房2廳2衛,有裝潢有景觀前後陽台有 45 人也在關注這間👀,1668萬,"1,668",1668萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/6889XP?breadcrumb=list,前金捷運站郡都高樓２房郡都CITY,高雄市前金區中正四路,大樓,5.1年,建坪 27.33,主 + 陽16.91,11樓/15樓,2房1廳1衛,有裝潢有景觀廁所開窗有 367 人也在關注這間👀,1258萬,"1,258",1258萬,
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/7284NQ?breadcrumb=list,輝皇景觀高樓大四房平車輝皇時代,高雄市前鎮區民權二路,大樓/辦公,30.0年,建坪 86.93,主 + 陽60.18,18樓/27樓,4房2廳3衛,有裝潢有景觀前後陽台有 206 人也在關注這間👀,2080萬,"2,080",2080萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/2923UM?breadcrumb=list,稀有釋出文化翡翠４房平車文化翡翠,高雄市前鎮區育樂路,大樓,17.5年,建坪 70.99,主 + 陽40.06,3樓/12樓,4房2廳2衛,有裝潢有景觀前後陽台有 800 人也在關注這間👀,2380萬,"2,380",2380萬,坡道平面車位
2025_11_24 17_36_17,24,https://www.sinyi.com.tw//buy/house/9284HC?breadcrumb=list,雙捷運邊間質感美２房民生香榭,高雄市前金區大同一路,大樓,7.2年,建坪 27.14,主 + 陽15.9,21樓/28樓,2房2廳1衛,有裝潢有景觀有陽台有 209 人也在關注這間👀,1198萬,"1,198",1198萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/4204PZ?breadcrumb=list,漢神商圈景觀４房車位美宅漢巢DC,高雄市苓雅區允文街,大樓,27.9年,建坪 46.34,主 + 陽34.98,11樓/13樓,4房2廳2衛,有裝潢有景觀前後陽台有 192 人也在關注這間👀,1398萬,"1,398",1398萬,升降機械車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/6735VJ?breadcrumb=list,遠雄ＴｈｅＯｎｅ氣派豪邸遠雄TheOne,高雄市前鎮區新光路,大樓,5.7年,建坪 128.6,主 + 陽75.7,18樓/68樓,6房2廳5衛,有裝潢前後陽台有陽台有 558 人也在關注這間👀,6680萬,"6,680",6680萬,坡道平面車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/3747SW?breadcrumb=list,耘翠景觀雙平車美宅光洲耘翠,高雄市鼓山區美術東四路,大樓,5.7年,建坪 59.74,主 + 陽25.9,17樓/23樓,2房2廳2衛,有裝潢有景觀前後陽台有 306 人也在關注這間👀,2968萬,"2,968",2968萬,兩個以上車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/5500PT?breadcrumb=list,雙捷運精緻兩房平車美宅Q1,高雄市前金區中山橫路,大樓,16.8年,建坪 28.84,主 + 陽15.12,13樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 504 人也在關注這間👀,1068萬,"1,068",1068萬,坡道平面車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/4650BR?breadcrumb=list,戀戀ＬＩＦＥ精美２房平車戀戀LIFE,高雄市三民區覺民路,大樓,10.3年,建坪 35.28,主 + 陽16.57,6樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 679 人也在關注這間👀,998萬,998,998萬,坡道平面車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/2239XD?breadcrumb=list,近巨蛋景觀高樓雙車豪邸白玉岸,高雄市左營區孟子路,大樓,11.8年,建坪 154.73,主 + 陽87.3,17樓/25樓,4房2廳4衛,有裝潢有景觀前後陽台有 1159 人也在關注這間👀,5288萬,"5,288",5288萬,兩個以上車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/2040ZQ?breadcrumb=list,必看仁武高樓景觀三房平車芭達雅大樓,高雄市仁武區仁雄路,大樓,21.5年,建坪 41.48,主 + 陽25.16,10樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 309 人也在關注這間👀,1138萬,"1,138",1138萬,坡道平面車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/4258MJ?breadcrumb=list,【高鐵】成家希望採光三房快樂弘揚,高雄市左營區重仁路,大樓,28.0年,建坪 27.59,主 + 陽20.71,6樓/14樓,3房2廳1衛,有裝潢有景觀有陽台有 382 人也在關注這間👀,798萬,798,798萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/2597PV?breadcrumb=list,農十六近捷運三房平車堅山大世紀,高雄市鼓山區南屏路,大樓,19.0年,建坪 44.38,主 + 陽25.49,18樓/19樓,3房2廳2衛,有裝潢有陽台警衛管理有 963 人也在關注這間👀,2088萬,"2,088",2088萬,坡道平面車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/0391KH?breadcrumb=list,漢神巨蛋首選高樓三房美屋博愛香榭,高雄市左營區博愛二路,大樓,4.7年,建坪 32.79,主 + 陽19.71,13樓/28樓,3房2廳1衛,有裝潢有景觀有陽台有 173 人也在關注這間👀,1868萬,"1,868",1868萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/3322QW?breadcrumb=list,義享百貨邊間採光四房大唐御庭園,高雄市左營區大順一路,大樓,34.0年,建坪 52.5,主 + 陽41.36,6樓/20樓,4房2廳2衛,前後陽台有陽台廁所開窗有 136 人也在關注這間👀,1470萬,"1,470",1470萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/9448BX?breadcrumb=list,近新台十七．千萬內美三房京城微風京品,高雄市左營區介壽路,大樓,18.7年,建坪 35.3,主 + 陽24.43,3樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 259 人也在關注這間👀,950萬,950,950萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/5673QX?breadcrumb=list,亞灣區三房雙平車稀有釋出京城環球企業,高雄市苓雅區苓雅二路,大樓,36.5年,建坪 48.02,主 + 陽28.59,3樓/14樓,3房2廳2衛,有裝潢有陽台廁所開窗有 116 人也在關注這間👀,1390萬,"1,390",1390萬,兩個以上車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/2152MZ?breadcrumb=list,亞灣高樓採光精緻美三房京城環球企業,高雄市苓雅區苓雅二路,大樓,36.5年,建坪 41.27,主 + 陽33.43,8樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 359 人也在關注這間👀,1158萬,"1,158",1158萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/1892AN?breadcrumb=list,亞灣高樓採光精緻兩房京城環球企業,高雄市苓雅區苓雅二路,大樓,36.5年,建坪 39.64,主 + 陽32.55,8樓/13樓,2房2廳1衛,有裝潢有景觀有陽台有 71 人也在關注這間👀,898萬,898,898萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/1818FX?breadcrumb=list,農十六‧國王城堡Ａ１豪邸國王城堡,高雄市鼓山區龍德路,大樓,11.4年,建坪 154.31,主 + 陽84.94,11樓/36樓,1廳,毛胚屋有景觀前後陽台有 138 人也在關注這間👀,4950萬,"4,950",4950萬,兩個以上車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/5754ZB?breadcrumb=list,近漢神精美兩房美宅國聯漢神棧,高雄市苓雅區成功一路,大樓,3.5年,建坪 24.22,主 + 陽15.09,2樓/15樓,2房1廳1衛,有裝潢有陽台廁所開窗有 546 人也在關注這間👀,1080萬,"1,080",1080萬,
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/3802YH?breadcrumb=list,文山特區高樓景觀３房平車陸發雄獅I,高雄市鳳山區建國路三段,大樓,30.4年,建坪 45.71,主 + 陽29.87,22樓/25樓,3房2廳2衛,有裝潢有景觀有陽台有 372 人也在關注這間👀,1288萬,"1,288",1288萬,坡道平面車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/1655TR?breadcrumb=list,藍田公園旁３房車位藍田玉,高雄市楠梓區大學十一街,大樓,1.7年,建坪 38.46,主 + 陽23.26,5樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 55 人也在關注這間👀,1668萬,"1,668",1668萬,坡道機械車位
2025_11_24 17_36_29,25,https://www.sinyi.com.tw//buy/house/5117ZY?breadcrumb=list,水森林稀有兩房獨立平車水森林,高雄市楠梓區加仁路,大樓,11.6年,建坪 33.53,主 + 陽18,10樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 249 人也在關注這間👀,988萬,988,988萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/9610YP?breadcrumb=list,楠科高大樂活海景精裝美邸京城樂活,高雄市楠梓區德中路,大樓,10.3年,建坪 63.92,主 + 陽33.07,15樓/15樓,2房2廳2衛1室,有裝潢有景觀前後陽台有 34 人也在關注這間👀,2080萬,"2,080",2080萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/0926RY?breadcrumb=list,ＴｏｐＯｎｅ高大精裝美邸TOPONE,高雄市楠梓區藍田路,大樓,2.0年,建坪 58.81,主 + 陽31.35,4樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 188 人也在關注這間👀,2388萬,"2,388",2388萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/1667NK?breadcrumb=list,楠科矽谷公園四房車位美邸圓園緣,高雄市楠梓區壽民路,大樓,31.1年,建坪 49.05,主 + 陽33.8,7樓/11樓,4房2廳2衛,有裝潢有景觀有陽台有 93 人也在關注這間👀,1030萬,"1,030",1030萬,坡道機械車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/2135RK?breadcrumb=list,小資族首選２房精裝戶大河漾,高雄市楠梓區翠屏路,大樓,11.0年,建坪 22.04,主 + 陽14.76,4樓/15樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 914 人也在關注這間👀,798萬,798,798萬,
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/8157MV?breadcrumb=list,文化中心聯上居謙三房平車聯上居謙,高雄市新興區中東街,大樓,4.7年,建坪 57.74,主 + 陽28.54,5樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 514 人也在關注這間👀,2580萬,"2,580",2580萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/6860PS?breadcrumb=list,愛河之心首排景觀四房車位綠綠花花,高雄市三民區同盟一路,大樓,29.8年,建坪 49.33,主 + 陽33.06,6樓/12樓,4房2廳2衛,有裝潢有景觀前後陽台有 539 人也在關注這間👀,1288萬,"1,288",1288萬,坡道機械車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/4988FC?breadcrumb=list,閱河堤景觀二房平車京城閱河堤,高雄市三民區明愛街,大樓,6.9年,建坪 50.9,主 + 陽27.5,8樓/15樓,2房2廳2衛,有裝潢有景觀前後陽台有 297 人也在關注這間👀,2058萬,"2,058",2058萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/8779PN?breadcrumb=list,河堤公園首排五房雙平車京城3期,高雄市三民區裕誠路,大樓,27.9年,建坪 104.06,主 + 陽70.91,9樓/14樓,5房2廳3衛,有裝潢有景觀前後陽台有 334 人也在關注這間👀,3280萬,"3,280",3280萬,兩個以上車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/3034FL?breadcrumb=list,【強案】左營四房平車豪邸美麗夏威夷,高雄市左營區民族一路,大樓,18.3年,建坪 48.64,主 + 陽30.97,5樓/14樓,4房2廳2衛,有裝潢有景觀有陽台有 894 人也在關注這間👀,1558萬,"1,558",1558萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/8892ZU?breadcrumb=list,近未來黃線捷運４房雙平車聚馥,高雄市前鎮區復興三路,大樓,12.8年,建坪 71.71,主 + 陽32.08,15樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 1593 人也在關注這間👀,2588萬,"2,588",2588萬,兩個以上車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/0418HB?breadcrumb=list,近美術館悅讀山妍三房平車泰嘉悅讀山妍,高雄市鼓山區翠華路,大樓,17.6年,建坪 44.12,主 + 陽24.57,13樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 254 人也在關注這間👀,1688萬,"1,688",1688萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/5864GZ?breadcrumb=list,美術館輕軌高樓美宅崑庭十三重奏,高雄市鼓山區美術東八街,大樓,13.1年,建坪 36.06,主 + 陽18.38,9樓/15樓,1房2廳1衛,有裝潢有景觀前後陽台有 224 人也在關注這間👀,1688萬,"1,688",1688萬,坡道機械車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/9165ZU?breadcrumb=list,莫內花園景觀豪邸雙平車莫內花園,高雄市仁武區慈惠八街,大樓,10.6年,建坪 125.61,主 + 陽72.27,15樓/15樓,4房2廳4衛,有景觀前後陽台有陽台有 753 人也在關注這間👀,3380萬,"3,380",3380萬,兩個以上車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/0439WG?breadcrumb=list,巨蛋珍藏˙捷運四房平車京城之星,高雄市左營區明華一路,大樓,25.4年,建坪 61.51,主 + 陽40.63,2樓/14樓,4房2廳2衛,有裝潢前後陽台有陽台有 460 人也在關注這間👀,2480萬,"2,480",2480萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/4482VT?breadcrumb=list,鼎山輕軌高樓三房平車美居加樂富,高雄市三民區鼎山街,大樓,15.9年,建坪 43.4,主 + 陽22.89,13樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 349 人也在關注這間👀,1438萬,"1,438",1438萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/5060BY?breadcrumb=list,漢神巨蛋高樓景觀三房平車博愛香榭,高雄市左營區博愛二路,大樓,4.7年,建坪 45.9,主 + 陽19.71,13樓/28樓,3房2廳1衛,有裝潢有景觀有陽台有 270 人也在關注這間👀,2288萬,"2,288",2288萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/3127QU?breadcrumb=list,楠科園區２＋１房車位HAPPY悅讀,高雄市楠梓區翠屏路,大樓,14.2年,建坪 29.56,主 + 陽17.06,3樓/15樓,2房2廳1衛1室,有裝潢有陽台廁所開窗有 108 人也在關注這間👀,999萬,999,999萬,坡道機械車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/1347RP?breadcrumb=list,國城ＭＲＴ．捷運３房平車國城MRT,高雄市楠梓區加昌路,大樓,10.0年,建坪 46.42,主 + 陽26.59,12樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 122 人也在關注這間👀,1699萬,"1,699",1699萬,坡道平面車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/8481YB?breadcrumb=list,國家盛宴雙平車四房豪邸國家盛宴,高雄市三民區大昌二路,大樓,16.0年,建坪 148.01,主 + 陽94.52,6樓/22樓,4房2廳3衛1室,有裝潢有景觀前後陽台有 382 人也在關注這間👀,4980萬,"4,980",4980萬,兩個以上車位
2025_11_24 17_36_38,26,https://www.sinyi.com.tw//buy/house/3115HZ?breadcrumb=list,皇家貴賓高樓２房有車位皇家貴賓,高雄市前鎮區沱江街,大樓,28.5年,建坪 29.39,主 + 陽18.59,24樓/27樓,2房1廳1衛,有裝潢有陽台警衛管理有 694 人也在關注這間👀,798萬,798,798萬,坡道機械車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/1237HN?breadcrumb=list,近捷運採光美宅平車Q1,高雄市前金區中山橫路,大樓,16.8年,建坪 29.67,主 + 陽15.08,9樓/15樓,1房2廳1衛1室,有景觀有陽台房間皆有窗有 718 人也在關注這間👀,988萬,988,988萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/1865TQ?breadcrumb=list,文化馥麗精裝高樓四房平車文化馥麗,高雄市前鎮區和平二路,大樓,18.4年,建坪 56.47,主 + 陽33.04,10樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 1284 人也在關注這間👀,1888萬,"1,888",1888萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/7927CK?breadcrumb=list,亞灣．諾貝爾採光佳三房諾貝爾,高雄市苓雅區新光路,大樓,28.6年,建坪 38.53,主 + 陽29.27,10樓/35樓,3房2廳2衛,有裝潢有景觀前後陽台有 206 人也在關注這間👀,798萬,798,798萬,
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/8352HF?breadcrumb=list,【誠售】高樓裝潢華人匯華人匯,高雄市鼓山區裕誠路,大樓,10.2年,建坪 107.52,主 + 陽64.21,19樓/38樓,4房2廳3衛,有裝潢前後陽台有陽台有 500 人也在關注這間👀,4868萬,"4,868",4868萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/3994MF?breadcrumb=list,至善天下精美三房平車至善天下,高雄市鳳山區瑞興路,大樓,29.4年,建坪 40.29,主 + 陽25.28,9樓/14樓,3房2廳2衛1室,有裝潢有陽台廁所開窗有 241 人也在關注這間👀,1280萬,"1,280",1280萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/0750RS?breadcrumb=list,亞灣繽海高樓採光三房平車繽海,高雄市苓雅區三多四路,大樓,2.0年,建坪 45.17,主 + 陽26.08,15樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 275 人也在關注這間👀,1880萬,"1,880",1880萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/0922JM?breadcrumb=list,海景豪邸首選百立海洋帝國百立海洋帝國,高雄市苓雅區四維四路,大樓,24.5年,建坪 116.64,主 + 陽78.05,13樓/24樓,6房2廳3衛1室,有裝潢廁所開窗警衛管理有 220 人也在關注這間👀,7000萬,"7,000",7000萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/4819FK?breadcrumb=list,達麗宮廷精美輕豪宅雙平車達麗宮廷,高雄市左營區華夏路,大樓,11.0年,建坪 83.81,主 + 陽47.62,14樓/35樓,2房3廳2衛1室,有裝潢有景觀前後陽台有 280 人也在關注這間👀,4170萬,"4,170",4170萬,兩個以上車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/3553LQ?breadcrumb=list,美術館成家質感三房阿曼會館(京城京...,高雄市鼓山區美術東七街,大樓,19.8年,建坪 37.83,主 + 陽26.85,3樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 593 人也在關注這間👀,1600萬,"1,600",1600萬,
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/4906QU?breadcrumb=list,美術館精裝三套房平車興富發-國王傳奇...,高雄市鼓山區美術北五街,大樓,11.6年,建坪 91.47,主 + 陽53,3樓/21樓,3房2廳3.5衛1室,有裝潢前後陽台有陽台有 231 人也在關注這間👀,3990萬,"3,990",3990萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/6366CC?breadcrumb=list,悦讀平均綠２房平車悦讀平均綠,高雄市楠梓區大學西路,大樓,2.3年,建坪 45.8,主 + 陽23.81,12樓/15樓,2房2廳2衛,有裝潢有景觀前後陽台有 139 人也在關注這間👀,1650萬,"1,650",1650萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/3711AQ?breadcrumb=list,成家首選悠遊正２房,高雄市小港區宏平路,大樓,11.1年,建坪 28.13,主 + 陽19.27,3樓/18樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 880 人也在關注這間👀,788萬,788,788萬,
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/0690YY?breadcrumb=list,帝匯高樓精美四房平車帝匯,高雄市三民區褒揚東街,大樓,13.2年,建坪 58.31,主 + 陽33.71,10樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 867 人也在關注這間👀,2388萬,"2,388",2388萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/4179XL?breadcrumb=list,近榮總福山學區大三房平車森學主義A,高雄市左營區榮佑路,大樓,27.3年,建坪 45.38,主 + 陽30.37,7樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 321 人也在關注這間👀,1298萬,"1,298",1298萬,坡道平面車位
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/3522PH?breadcrumb=list,近美術館．大面寬角窗店面翠華國宅一期,高雄市左營區翠華路,店面,26.7年,建坪 82.03,主 + 陽58.31,1-2樓/16樓,6房3廳3衛(含加蓋1衛),三角窗有裝潢有景觀有 172 人也在關注這間👀,3280萬,"3,280",3280萬,
2025_11_24 17_36_48,27,https://www.sinyi.com.tw//buy/house/9281TK?breadcrumb=list,近捷運明亮三房博愛豪景,高雄市左營區立大路,大樓,30.6年,建坪 36.26,主 + 陽26.21,3樓/16樓,3房2廳2衛,有裝潢前後陽台有陽台有 88 人也在關注這間👀,1595萬,"1,595",1595萬,
