抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,
2025_11_24 10_07_36,29,https://www.sinyi.com.tw//buy/house/9990UC?breadcrumb=list,瑞華芳園正３房雙陽台瑞華芳園,台中市西屯區西屯路二段,華廈,32.9年,建坪 37.93,主 + 陽29.09,6樓/7樓,3房2廳2衛,有裝潢有景觀前後陽台有 130 人也在關注這間👀,"1,480萬","1,280","1,480萬1,280萬",坡道機械車位,,
2025_11_24 10_07_36,29,https://www.sinyi.com.tw//buy/house/2478LS?breadcrumb=list,惠宇敦悅低樓層三房柱邊車,台中市南屯區大墩一街,大樓,1.0年,建坪 47.76,主 + 陽25.6,3樓/15樓,3房2廳2衛,有景觀有陽台廁所開窗有 853 人也在關注這間👀,"2,968萬","2,968","2,968萬",坡道平面車位,,
2025_11_24 10_07_36,29,https://www.sinyi.com.tw//buy/house/0649BM?breadcrumb=list,精武國寶四房精武國寶,台中市太平區中山路四段,大樓,32.0年,建坪 33.48,主 + 陽25.68,3樓/12樓,4房2廳2衛,有裝潢有陽台警衛管理有 285 人也在關注這間👀,"1,098萬",898,"1,098萬898萬",,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/4621WK?breadcrumb=list,近南屯捷運站⁑大坪數商辦現代經典,台中市南屯區南屯路二段,辦公/大樓,32.8年,建坪 382.65,主 + 陽248.41,2樓/16樓,1廳,有裝潢警衛管理具垃圾處理有 35 人也在關注這間👀,"9,880萬","7,880","9,880萬7,880萬",坡道平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/4854FJ?breadcrumb=list,莒光新城三房溫馨美宅莒光新城,台中市北區錦中街,大樓,40.7年,建坪 28.16,主 + 陽27.44,5樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 318 人也在關注這間👀,998萬,866,998萬866萬,,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/2990XJ?breadcrumb=list,專任國泰維瓦第三房國泰維瓦第花園,台中市北屯區文昌二街,大樓,29.2年,建坪 39.87,主 + 陽29.53,12樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 1740 人也在關注這間👀,"1,150萬",998,"1,150萬998萬",,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/0448RP?breadcrumb=list,新青安＞太原園道３樓美寓,台中市北區太原七街,公寓,46.6年,建坪 26.26,主建物26.26,3樓/4樓,3房2廳1衛,有裝潢有陽台廁所開窗有 356 人也在關注這間👀,798萬,698,798萬698萬,,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/5853HQ?breadcrumb=list,興大康橋旁二房附車位親家恆美,台中市大里區大明路,大樓,11.1年,建坪 29.86,主 + 陽17.28,5樓/26樓,2房2廳1衛,有裝潢有景觀前後陽台有 674 人也在關注這間👀,"1,298萬","1,198","1,298萬1,198萬",坡道機械車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/3825VN?breadcrumb=list,華相上謙次頂樓兩房平車華相上謙,台中市北屯區庄美街,大樓,5.4年,建坪 37.79,主 + 陽18.5,12樓/13樓,2房2廳1衛,有景觀有陽台廁所開窗有 127 人也在關注這間👀,"1,988萬","1,880","1,988萬1,880萬",坡道平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/5821CS?breadcrumb=list,近中國醫空屋好看兩房車位九月采掬,台中市北屯區建和路一段,大樓,11.2年,建坪 36.19,主 + 陽20.38,6樓/14樓,2房2廳1衛,有裝潢有景觀前後陽台有 803 人也在關注這間👀,"1,568萬","1,349","1,568萬1,349萬",坡道機械車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/5716YS?breadcrumb=list,急售中科藍海高樓層２房富宇藍海帝國,台中市西屯區國安一路,大樓,18.2年,建坪 26.57,主 + 陽17.41,14樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 257 人也在關注這間👀,"1,488萬","1,280","1,488萬1,280萬",,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/82165R?breadcrumb=list,北屯稀有五房平車釋出,台中市北屯區東光路,大樓,31.6年,建坪 62.52,主 + 陽43.34,3樓/15樓,5房4廳2衛,有裝潢前後陽台有陽台有 62 人也在關注這間👀,"1,768萬","1,768","1,768萬",坡道平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/2000QJ?breadcrumb=list,捷運旁商辦＃三面視野採光,台中市北區梅川西路四段,辦公/大樓,35.3年,建坪 64.91,主 + 陽44.87,9樓/12樓,2房1廳2衛,有裝潢有景觀前後陽台有 78 人也在關注這間👀,"1,850萬","1,750","1,850萬1,750萬",升降平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/9082UP?breadcrumb=list,近中山醫２＋１房視野車位文心大三元-翡翠...,台中市南區大慶街二段,大樓,30.5年,建坪 37.63,主 + 陽27.8,9樓/16樓,2房2廳2衛1室,有裝潢有景觀有陽台有 64 人也在關注這間👀,"1,098萬","1,098","1,098萬",坡道機械車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/7964UX?breadcrumb=list,東區全新交屋美商辦,台中市東區樂業二路,辦公/大樓,0.5年,建坪 31.81,主 + 陽13.91,3樓/20樓,1廳1衛,毛胚屋有景觀廁所開窗有 22 人也在關注這間👀,"1,258萬","1,258","1,258萬",坡道平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/4197ZV?breadcrumb=list,元城上階綠兩房雙衛浴平車,台中市北屯區山西路三段,大樓,0.9年,建坪 38.93,主 + 陽19.93,8樓/14樓,2房2廳2衛,有裝潢有陽台廁所開窗有 114 人也在關注這間👀,"2,198萬","2,198","2,198萬",坡道平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/3620BH?breadcrumb=list,松強國小學區大３房平移車大都會,台中市北屯區松明街,大樓,33.2年,建坪 53.08,主 + 陽35.91,8樓/13樓,3房2廳2衛,有景觀警衛管理具垃圾處理有 154 人也在關注這間👀,"1,298萬","1,298","1,298萬",坡道機械車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/8482XC?breadcrumb=list,豐邑ＧＴＯＷＥＲ信義首賣,台中市南屯區五權西路二段,大樓,0.4年,建坪 62.98,主 + 陽29.7,17樓/27樓,3房2廳2衛,有景觀廁所開窗警衛管理有 157 人也在關注這間👀,"3,380萬","3,380","3,380萬",兩個以上車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/5072FP?breadcrumb=list,時光織錦高樓朝南視野戶時光織錦,台中市北區興進路,大樓,9.4年,建坪 65.64,主 + 陽42.77,15樓/28樓,4房2廳2衛,有景觀前後陽台有陽台有 55 人也在關注這間👀,"2,800萬","2,800","2,800萬",坡道機械車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/2963QC?breadcrumb=list,宏都雙子星｜近大慶捷運站宏都雙子星,台中市南區復興北路,大樓,11.2年,建坪 50.13,主 + 陽27.24,8樓/19樓,3房2廳2衛,有裝潢廁所開窗警衛管理有 543 人也在關注這間👀,"1,980萬","1,798","1,980萬1,798萬",坡道平面車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/5355XX?breadcrumb=list,強案！南園三房車位大東家－南園,台中市南區學府路,大樓,30.9年,建坪 35.71,主 + 陽23.84,9樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 342 人也在關注這間👀,"1,110萬","1,060","1,110萬1,060萬",坡道機械車位,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/3572AP?breadcrumb=list,你的理想家｜低總價兩房,台中市北區陝西五街,華廈,31.5年,建坪 26.92,主 + 陽18.31,2樓/9樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 343 人也在關注這間👀,780萬,780,780萬,,,
2025_11_24 10_07_50,30,https://www.sinyi.com.tw//buy/house/3122PR?breadcrumb=list,五期惠宇稀有視野三房車位惠宇晶華,台中市西區向上南路一段,大樓,26.8年,建坪 42.52,主 + 陽29.18,11樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 2088 人也在關注這間👀,"1,680萬","1,598","1,680萬1,598萬",坡道機械車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/9788MV?breadcrumb=list,銀座雙星三房整理後未住,台中市西區篤行路,華廈,42.4年,建坪 31.36,主 + 陽31.02,3樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 202 人也在關注這間👀,858萬,838,858萬838萬,,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/5381QB?breadcrumb=list,大降近北屯好市多三房平車,台中市北屯區松竹五路二段,大樓,1.2年,建坪 43.88,主 + 陽21.63,15樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 734 人也在關注這間👀,"1,888萬","1,598","1,888萬1,598萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/3710UK?breadcrumb=list,全新！大薪計畫三房平車,台中市大里區健民路,大樓,0.3年,建坪 43.95,主 + 陽24.08,13樓/13樓,3房2廳2衛,前後陽台有陽台廁所開窗有 30 人也在關注這間👀,"1,388萬","1,388","1,388萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/4159GN?breadcrumb=list,南屯捷運大兩房高樓視野戶佳泰大方,台中市南屯區南屯路二段,大樓,2.9年,建坪 41.81,主 + 陽20.32,26樓/26樓,2房2廳1衛,有裝潢有景觀前後陽台有 465 人也在關注這間👀,"2,288萬","1,998","2,288萬1,998萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/1779QY?breadcrumb=list,屋主誠售【雲世紀】屋況佳雲世紀A區羅丹之...,台中市西屯區西屯路三段,大樓,10.1年,建坪 60.13,主 + 陽32.61,19樓/25樓,3房2廳2衛,有裝潢有景觀前後陽台有 399 人也在關注這間👀,"2,980萬","2,598","2,980萬2,598萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/5015HN?breadcrumb=list,太原園道寶輝科博精美裝潢寶輝科博觀邸,台中市北區太原路一段,大樓,26.4年,建坪 49.68,主 + 陽33.95,3樓/13樓,4房2廳2衛,有裝潢前後陽台有陽台有 788 人也在關注這間👀,"2,280萬","1,998","2,280萬1,998萬",坡道機械車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/2895JW?breadcrumb=list,近勤美震後三房平車紐約CBD,台中市西區美村路一段,大樓,19.6年,建坪 51.58,主 + 陽28.28,1樓/13樓,3房2廳2衛,有裝潢前後陽台有陽台有 593 人也在關注這間👀,"2,288萬","1,999","2,288萬1,999萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/0706CY?breadcrumb=list,震後新案⭐南區４房附車位,台中市南區和昌街,華廈,25.1年,建坪 50.28,主 + 陽35.5,4樓/7樓,4房2廳2衛,有裝潢有陽台具垃圾處理有 261 人也在關注這間👀,"1,580萬","1,398","1,580萬1,398萬",坡道機械車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/1475WC?breadcrumb=list,好案！低總價首購採光三房名流廣場,台中市西屯區西屯路二段,大樓,31.4年,建坪 32.21,主 + 陽16.9,16樓/16樓,3房2廳1衛(含加蓋2房),有裝潢有景觀有陽台有 429 人也在關注這間👀,"1,050萬",918,"1,050萬918萬",,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/4446SX?breadcrumb=list,西屯精美裝潢二房平移車位赫里翁臻愛,台中市西屯區環中路二段,大樓,7.0年,建坪 24.71,主 + 陽13.91,24樓/29樓,2房2廳1衛,有裝潢有陽台廁所開窗有 560 人也在關注這間👀,"1,580萬","1,380","1,580萬1,380萬",坡道機械車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/2386CY?breadcrumb=list,☆單元二樹禾院三房平車樹禾院A,台中市南屯區龍富十二街,華廈,7.5年,建坪 45.84,主 + 陽23.39,3樓/9樓,3房2廳2衛,有裝潢有景觀前後陽台有 423 人也在關注這間👀,"2,258萬","1,980","2,258萬1,980萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/4613PD?breadcrumb=list,歌劇院視野屋主讓利誠售聚合發獨秀,台中市西屯區惠中三街,大樓,12.8年,建坪 154.72,主 + 陽88.73,17樓/34樓,4房2廳5衛1室,毛胚屋有景觀警衛管理有 502 人也在關注這間👀,"7,688萬","6,688","7,688萬6,688萬",兩個以上車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/9095NB?breadcrumb=list,勝麗威登大三房勝麗威登,台中市太平區立智街,大樓,11.9年,建坪 56.07,主 + 陽31.68,7樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 153 人也在關注這間👀,"1,938萬","1,668","1,938萬1,668萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/4666FY?breadcrumb=list,學府世家，三房平面車位學府世家,台中市大里區東明路,華廈,33.5年,建坪 38.91,主 + 陽24.55,6樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 221 人也在關注這間👀,"1,138萬",998,"1,138萬998萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/7011GC?breadcrumb=list,正東山路機能佳三房平車錦繡中國,台中市北屯區東山路一段,大樓,33.9年,建坪 54.73,主 + 陽38.98,4樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 110 人也在關注這間👀,"1,298萬","1,138","1,298萬1,138萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/8458WH?breadcrumb=list,綠川近車站稀有一樓美寓,台中市西區繼光街,公寓,53.7年,建坪 39.95,主建物33.47,1樓/4樓,3房2廳2衛2室,有裝潢有陽台廁所開窗有 294 人也在關注這間👀,"1,200萬","1,200","1,200萬",,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/5295HM?breadcrumb=list,大降價★鄉林夏都高樓平車鄉林夏都,台中市西區忠明南路,大樓,18.9年,建坪 55.35,主 + 陽34.16,10樓/15樓,2房2廳2衛1室,有裝潢有景觀前後陽台有 586 人也在關注這間👀,"2,600萬","2,280","2,600萬2,280萬",坡道平面車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/4856DX?breadcrumb=list,降價！忠孝國小大坪數四房,台中市西區貴和街,華廈,31.6年,建坪 87.31,主建物63.21,7樓/7樓,4房2廳3衛,有裝潢有景觀有陽台有 224 人也在關注這間👀,"2,498萬","2,260","2,498萬2,260萬",兩個以上車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/8540YL?breadcrumb=list,誠售－面園道由鉅Ａ與Ａ＋A與A＋,台中市西屯區市政北五路,大樓,20.2年,建坪 165.69,主 + 陽101.44,23樓/23樓,4房2廳4衛,毛胚屋有景觀前後陽台有 517 人也在關注這間👀,"8,998萬","7,999","8,998萬7,999萬",兩個以上車位,,
2025_11_24 10_08_03,31,https://www.sinyi.com.tw//buy/house/1767FJ?breadcrumb=list,浩瀚豐世紀兩房平車低總價,台中市烏日區中山路三段,大樓,2.3年,建坪 35.43,主 + 陽16.87,13樓/15樓,2房2廳1衛,有裝潢有景觀廁所開窗有 104 人也在關注這間👀,"1,288萬","1,288","1,288萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/0207SR?breadcrumb=list,大毅～家幸福３房平車位,台中市太平區新光路,大樓,3.1年,建坪 46.57,主 + 陽22.21,10樓/12樓,3房2廳2衛,有景觀有陽台廁所開窗有 61 人也在關注這間👀,"1,288萬","1,288","1,790萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/0752FJ?breadcrumb=list,美術園道ＴＯＰ河岸景觀宅美術TOP,台中市西區五權路,大樓,26.7年,建坪 36.51,主 + 陽25.34,13樓/14樓,1房2廳2衛,有裝潢有景觀有陽台有 597 人也在關注這間👀,"1,088萬","1,018","1,088萬1,018萬",坡道機械車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/4800AD?breadcrumb=list,大毅履幸福質感四房履幸福,台中市北屯區崇德六路,大樓,17.2年,建坪 53.48,主 + 陽30.48,5樓/15樓,4房2廳2衛,有裝潢有陽台廁所開窗有 547 人也在關注這間👀,"2,288萬","2,288","2,288萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/7373HX?breadcrumb=list,長億攬翠三房＋Ｂ１車位長億城攬翠/陽光...,台中市南區工學路,大樓,30.0年,建坪 44.84,主 + 陽28.69,16樓/17樓,3房2廳2衛,有裝潢有景觀有陽台有 283 人也在關注這間👀,"1,358萬","1,188","1,358萬1,188萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/7495FY?breadcrumb=list,近健康公園美四房平車,台中市南區新和街,華廈,36.3年,建坪 48.75,主 + 陽37.38,5樓/7樓,4房2廳2衛,有裝潢前後陽台有陽台有 254 人也在關注這間👀,"1,298萬","1,250","1,298萬1,250萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/4480FT?breadcrumb=list,車站旁！收租自用兩相宜,台中市豐原區豐勢路一段,辦公/大樓,28.5年,建坪 57.92,主 + 陽37.39,7樓/13樓,1廳1衛,有裝潢有陽台警衛管理有 139 人也在關注這間👀,"1,250萬",888,"1,250萬888萬",,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/1035GC?breadcrumb=list,全新中高樓層兩房平車,台中市梧棲區八德路一段,大樓,0.5年,建坪 30.02,主 + 陽14.95,18樓/28樓,2房2廳1衛,有陽台房間皆有窗警衛管理有 51 人也在關注這間👀,788萬,788,788萬,坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/3711SP?breadcrumb=list,市政１號院★兩房先看這間市政1號院,台中市西屯區市政路,大樓,0.4年,建坪 29.41,主 + 陽16.66,10樓/31樓,2房2廳1衛,有景觀有陽台警衛管理有 71 人也在關注這間👀,"1,838萬","1,838","1,838萬",坡道機械車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/5144WG?breadcrumb=list,西屯白金漢宮兩房低總價白金漢宮,台中市西屯區寶慶街,大樓,25.1年,建坪 28.16,主 + 陽20.27,3樓/14樓,2房2廳1衛1室,警衛管理具垃圾處理健身房有 262 人也在關注這間👀,998萬,998,998萬,,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/8667PT?breadcrumb=list,近捷運機能大套房,台中市西屯區四川三街,華廈,34.3年,建坪 10.8,主 + 陽6.68,4樓/6樓,1房1廳1衛1室,有裝潢有陽台廁所開窗有 563 人也在關注這間👀,368萬,350,368萬350萬,,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/9522TQ?breadcrumb=list,首睿３房雙車位露台戶首睿,台中市大里區爽文路,大樓,13.1年,建坪 70.89,主 + 陽37.74,3樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 66 人也在關注這間👀,"2,980萬","2,980","2,980萬",兩個以上車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/6144SW?breadcrumb=list,夯⭐昌平商圈精美兩房兩衛,台中市北屯區昌平路二段,華廈,34.5年,建坪 28.82,主 + 陽25,6樓/7樓,2房2廳2衛,有裝潢房間皆有窗警衛管理有 184 人也在關注這間👀,798萬,798,798萬,,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/0608RB?breadcrumb=list,稀有一房一廳平面車位i世代,台中市北區山西路一段,大樓,26.4年,建坪 22.08,主 + 陽12.38,5樓/12樓,1房1廳1衛,有裝潢有陽台廁所開窗有 1714 人也在關注這間👀,988萬,938,988萬938萬,坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/6784LD?breadcrumb=list,四季水悅面河看山精裝戶四季水悅,台中市太平區旱溪西路二段,大樓,7.2年,建坪 49.84,主 + 陽27.25,9樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 181 人也在關注這間👀,"1,798萬","1,698","1,798萬1,698萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/9034UX?breadcrumb=list,新新加坡次頂電梯三房車位新新加坡,台中市北區進化北路,大樓,30.5年,建坪 35.79,主 + 陽27.06,13樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 231 人也在關注這間👀,"1,180萬","1,100","1,180萬1,100萬",坡道機械車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/1824AM?breadcrumb=list,麗園道精美收租聖品,台中市北區忠太東路,套房,30.5年,建坪 8.32,主 + 陽5.11,5樓/21樓,1房1廳1衛,有陽台房間皆有窗警衛管理有 5054 人也在關注這間👀,288萬,248,288萬248萬,,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/4608VJ?breadcrumb=list,東區♥︎高樓層三房平車允將大心,台中市東區建德街,大樓,7.2年,建坪 45.62,主 + 陽23.3,11樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 321 人也在關注這間👀,"1,898萬","1,780","1,898萬1,780萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/6891GD?breadcrumb=list,太子雲世紀次頂樓三房平車雲世紀B區米勒拾...,台中市西屯區國安一路,大樓,11.0年,建坪 53.14,主 + 陽25.99,20樓/21樓,3房2廳2衛,有裝潢前後陽台有陽台有 154 人也在關注這間👀,"2,480萬","2,258","2,480萬2,258萬",坡道平面車位,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/1572NM?breadcrumb=list,近漢口國中低總價二房！,台中市西屯區何厝東一街,華廈,33.0年,建坪 21.4,主 + 陽16.2,5樓/6樓,2房2廳1衛,有裝潢有陽台具垃圾處理有 469 人也在關注這間👀,858萬,738,858萬738萬,,,
2025_11_24 10_08_15,32,https://www.sinyi.com.tw//buy/house/0219PM?breadcrumb=list,曉明女中旁。三房平車登峰21,台中市北區中清路一段,大樓,26.5年,建坪 44.38,主 + 陽25.63,5樓/20樓,3房2廳2衛,前後陽台有陽台房間皆有窗有 1859 人也在關注這間👀,"1,358萬","1,198","1,358萬1,198萬",坡道平面車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/2220UW?breadcrumb=list,愛的世界稀有釋出三房平車愛的世界,台中市北屯區松竹路二段,大樓,28.4年,建坪 38.27,主 + 陽24.15,3樓/16樓,3房2廳2衛,有裝潢前後陽台有陽台有 331 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",坡道平面車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/6750RT?breadcrumb=list,文心經典●重新整理美三房文心經典,台中市西屯區文心路二段,大樓,28.0年,建坪 42.57,主 + 陽29.58,11樓/21樓,3房2廳2衛,有裝潢前後陽台有陽台有 118 人也在關注這間👀,"2,100萬","1,990","2,100萬1,990萬",,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/7416WC?breadcrumb=list,由鉅不二家｜三房雙平車不二家II,台中市西屯區大安街,大樓,31.4年,建坪 56.24,主 + 陽40.99,7樓/13樓,3房2廳2衛1室,前後陽台有陽台房間皆有窗有 229 人也在關注這間👀,"2,298萬","2,150","2,298萬2,150萬",兩個以上車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/4939BT?breadcrumb=list,北區翻新整理美公寓,台中市北區瑞祥街,公寓,40.2年,建坪 22.64,主 + 陽22.65,5樓/5樓,2房1廳1衛,前後陽台有陽台房間皆有窗有 338 人也在關注這間👀,620萬,528,620萬528萬,,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/2629AN?breadcrumb=list,金馬雙星視野三房金馬雙星,台中市南區五權南路,大樓,30.7年,建坪 34.7,主 + 陽24.99,7樓/17樓,3房2廳2衛,前後陽台有陽台警衛管理有 151 人也在關注這間👀,998萬,938,998萬938萬,,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/0258PG?breadcrumb=list,★佳昂太和３★兩房平車,台中市北屯區景賢路,大樓,0.7年,建坪 36.57,主 + 陽17.24,11樓/15樓,2房2廳2衛,有景觀有陽台房間皆有窗有 167 人也在關注這間👀,"1,588萬","1,458","1,588萬1,458萬",坡道平面車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/1072VS?breadcrumb=list,西屯區學區宅屋況美大四房力霸國家別墅書香...,台中市西屯區河南東四街,華廈,33.9年,建坪 56.9,主 + 陽43.7,3樓/6樓,4房2廳2衛,有裝潢前後陽台有陽台有 1239 人也在關注這間👀,"1,680萬","1,488","1,680萬1,488萬",,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/3594WY?breadcrumb=list,信義☆台中豪邸歌劇院首排天璽二,台中市西屯區市政北二路,大樓,20.3年,建坪 154.9,主 + 陽88.35,9樓/14樓,6房3廳4衛1室,有裝潢有景觀前後陽台有 841 人也在關注這間👀,"8,480萬","7,500","8,480萬7,500萬",兩個以上車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/0613TJ?breadcrumb=list,降！近中央公園大三房車位公園皇家,台中市西屯區寶慶街,華廈,25.3年,建坪 37.35,主 + 陽25.21,2樓/10樓,3房2廳2衛1室,有裝潢有陽台警衛管理有 403 人也在關注這間👀,"1,558萬","1,358","1,558萬1,358萬",坡道機械車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/2625GF?breadcrumb=list,近中清捷運站皇家龍邸２,台中市北區陝西東四街,大樓,36.1年,建坪 70.92,主 + 陽48.09,15-16樓/16樓,4房2廳4衛(含加蓋1房),毛胚屋有景觀前後陽台有 273 人也在關注這間👀,"2,088萬","1,738","2,088萬1,738萬",坡道平面車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/3124PH?breadcrumb=list,大降北屯區大三房有車位,台中市北屯區崇德七路,大樓,33.1年,建坪 37.39,主 + 陽28.01,7樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 4034 人也在關注這間👀,"1,250萬",998,"1,250萬998萬",升降機械車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/6237LU?breadcrumb=list,美麗殿五房大空間附車位,台中市北區東光東街,大樓,31.0年,建坪 41.68,主 + 陽30.97,11樓/17樓,5房1廳3衛,有裝潢有景觀有陽台有 142 人也在關注這間👀,"1,128萬",938,"1,128萬938萬",坡道機械車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/0534TX?breadcrumb=list,美麗殿極詩情畫意美四房,台中市北區東光東街,大樓,31.0年,建坪 41.68,主 + 陽30.97,7樓/17樓,4房2廳2衛,有裝潢有景觀廁所開窗有 167 人也在關注這間👀,"1,180萬","1,098","1,180萬1,098萬",坡道機械車位,,
2025_11_24 10_08_25,33,https://www.sinyi.com.tw//buy/house/3531CC?breadcrumb=list,降！元城後棟採光３房平車元城樂MORE,台中市北區三民路三段,大樓,1.4年,建坪 41.87,主 + 陽21.14,8樓/18樓,3房2廳2衛,前後陽台有陽台廁所開窗有 424 人也在關注這間👀,"2,088萬","1,850","2,088萬1,850萬",坡道平面車位,,
